fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
00L1 7:28 289.4 40.06 1.000E+000 2.332E+000 1.125E-006 2.583E+003 3.273E+000 3.412E-009 1.723E-004 1.726E-001 1.721E-004 9.684E-006 3.260E-001 9.890E-002 9.782E-005 3.126E-002 
00L2 7:59 292.9 39.58 1.000E+000 2.438E+000 1.133E-006 2.474E+003 3.165E+000 4.505E-009 1.710E-004 1.657E-001 1.707E-004 9.169E-006 3.241E-001 9.470E-002 9.672E-005 3.790E-003 
00L3 8:18 295.3 39.26 1.000E+000 2.368E+000 1.060E-006 2.406E+003 3.121E+000 5.307E-009 1.726E-004 1.624E-001 1.723E-004 9.046E-006 3.232E-001 9.270E-002 9.748E-005 1.163E-002 
00L4 8:40 298.3 38.87 1.000E+000 2.630E+000 1.076E-006 2.328E+003 3.059E+000 6.515E-009 1.738E-004 1.579E-001 1.735E-004 8.827E-006 3.220E-001 8.990E-002 9.808E-005 3.211E-003 
00L5 8:59 301 38.52 1.000E+000 2.795E+000 9.762E-007 2.263E+003 3.000E+000 7.776E-009 1.716E-004 1.520E-001 1.713E-004 8.327E-006 3.200E-001 8.630E-002 9.638E-005 2.917E-003 
00L6 9:29 304.1 38.13 1.000E+000 2.588E+000 1.132E-006 2.193E+003 2.930E+000 9.578E-009 1.754E-004 1.489E-001 1.751E-004 8.346E-006 3.201E-001 8.450E-002 9.865E-005 4.991E-003 
00L7 9:50 307 37.77 1.000E+000 2.618E+000 1.003E-006 2.132E+003 2.882E+000 1.120E-008 1.759E-004 1.435E-001 1.755E-004 8.023E-006 3.185E-001 8.120E-002 9.868E-005 1.715E-003 
00L8 10:16 309.3 37.49 1.000E+000 2.499E+000 1.162E-006 2.085E+003 2.823E+000 1.294E-008 1.750E-004 1.389E-001 1.747E-004 7.707E-006 3.176E-001 7.850E-002 9.806E-005 7.470E-003 
00L9 10:38 312 37.16 1.000E+000 2.585E+000 1.066E-006 2.030E+003 2.792E+000 1.476E-008 1.745E-004 1.338E-001 1.742E-004 7.354E-006 3.156E-001 7.530E-002 9.753E-005 8.813E-004 
0L10 11:13 315.4 36.76 1.000E+000 2.462E+000 1.234E-006 1.961E+003 2.720E+000 1.763E-008 1.766E-004 1.281E-001 1.762E-004 7.105E-006 3.147E-001 7.200E-002 9.855E-005 1.257E-003 
0L11 11:33 318 36.46 1.000E+000 2.477E+000 1.207E-006 1.908E+003 2.694E+000 1.964E-008 1.747E-004 1.222E-001 1.743E-004 6.651E-006 3.121E-001 6.840E-002 9.709E-005 9.397E-004 
0L12 12:7 320.7 36.15 1.000E+000 2.532E+000 1.293E-006 1.850E+003 2.662E+000 2.198E-008 1.772E-004 1.181E-001 1.768E-004 6.488E-006 3.108E-001 6.590E-002 9.830E-005 1.353E-003 
0L13 12:24 324.1 35.77 1.000E+000 2.479E+000 1.262E-006 1.772E+003 2.616E+000 2.536E-008 1.771E-004 1.115E-001 1.767E-004 6.074E-006 3.083E-001 6.200E-002 9.781E-005 5.625E-004 
0L14 12:48 327.3 35.42 1.000E+000 2.495E+000 1.306E-006 1.692E+003 2.551E+000 2.992E-008 1.787E-004 1.069E-001 1.782E-004 5.852E-006 3.070E-001 5.930E-002 9.851E-005 1.037E-003 
0L15 13:4 330.5 35.08 1.000E+000 2.478E+000 1.355E-006 1.605E+003 2.530E+000 3.277E-008 1.805E-004 1.007E-001 1.800E-004 5.513E-006 3.041E-001 5.560E-002 9.897E-005 1.410E-002 
