T Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.000000000E+01 1.184342707E+00 1.189712894E+00 -5.370187000E-03 1.183462362E+00 1.187462953E+00 -4.000591000E-03 8.803450000E-04 2.249941000E-03
290 1.016672606E+01 1.184559582E+00 1.189741109E+00 -5.181527000E-03 1.183954180E+00 1.188164976E+00 -4.210796000E-03 6.054020000E-04 1.576133000E-03
290 1.033324570E+01 1.184872170E+00 1.189782388E+00 -4.910218000E-03 1.184456358E+00 1.188685885E+00 -4.229527000E-03 4.158120000E-04 1.096503000E-03
290 1.049996187E+01 1.185319076E+00 1.189842747E+00 -4.523671000E-03 1.185033510E+00 1.189083331E+00 -4.049821000E-03 2.855660000E-04 7.594160000E-04
290 1.066670514E+01 1.185950624E+00 1.189930892E+00 -3.980268000E-03 1.185754283E+00 1.189406195E+00 -3.651912000E-03 1.963410000E-04 5.246970000E-04
290 1.083333839E+01 1.186828537E+00 1.190059351E+00 -3.230814000E-03 1.186693175E+00 1.189697005E+00 -3.003830000E-03 1.353620000E-04 3.623460000E-04
290 1.100000000E+01 1.188021407E+00 1.190245973E+00 -2.224566000E-03 1.187927646E+00 1.189995391E+00 -2.067745000E-03 9.376100000E-05 2.505820000E-04
290 1.116672606E+01 1.189593213E+00 1.190515857E+00 -9.226440000E-04 1.189527765E+00 1.190341972E+00 -8.142070000E-04 6.544800000E-05 1.738850000E-04
290 1.133324570E+01 1.191583722E+00 1.190903654E+00 6.800680000E-04 1.191537508E+00 1.190782277E+00 7.552310000E-04 4.621400000E-05 1.213770000E-04
290 1.149996187E+01 1.193985818E+00 1.191464727E+00 2.521091000E-03 1.193952635E+00 1.191378709E+00 2.573926000E-03 3.318300000E-05 8.601800000E-05
290 1.166670514E+01 1.196734330E+00 1.192252857E+00 4.481473000E-03 1.196709971E+00 1.192191219E+00 4.518752000E-03 2.435900000E-05 6.163800000E-05
290 1.183333839E+01 1.199724254E+00 1.193323774E+00 6.400480000E-03 1.199705885E+00 1.193279125E+00 6.426760000E-03 1.836900000E-05 4.464900000E-05
290 1.200000000E+01 1.202858244E+00 1.194785232E+00 8.073012000E-03 1.202843969E+00 1.194752137E+00 8.091832000E-03 1.427500000E-05 3.309500000E-05
290 1.216672606E+01 1.206091066E+00 1.196695512E+00 9.395554000E-03 1.206079630E+00 1.196670363E+00 9.409267000E-03 1.143600000E-05 2.514900000E-05
290 1.233324570E+01 1.209433831E+00 1.199140433E+00 1.029339800E-02 1.209424409E+00 1.199120749E+00 1.030366000E-02 9.422000000E-06 1.968400000E-05
290 1.249996187E+01 1.212920701E+00 1.202148329E+00 1.077237200E-02 1.212912755E+00 1.202132464E+00 1.078029100E-02 7.946000000E-06 1.586500000E-05
290 1.266670514E+01 1.216575520E+00 1.205712133E+00 1.086338700E-02 1.216568706E+00 1.205699016E+00 1.086969000E-02 6.814000000E-06 1.311700000E-05
290 1.283333839E+01 1.220401693E+00 1.209770653E+00 1.063104000E-02 1.220395787E+00 1.209759605E+00 1.063618200E-02 5.906000000E-06 1.104800000E-05
290 1.300000000E+01 1.224386557E+00 1.214249421E+00 1.013713600E-02 1.224381418E+00 1.214240005E+00 1.014141300E-02 5.139000000E-06 9.416000000E-06
295 1.000000000E+01 1.163495013E+00 1.189721431E+00 -2.622641800E-02 1.162760555E+00 1.187599501E+00 -2.483894600E-02 7.344580000E-04 2.121930000E-03
295 1.016672606E+01 1.163919779E+00 1.189748709E+00 -2.582893000E-02 1.163416838E+00 1.188267134E+00 -2.485029600E-02 5.029410000E-04 1.481575000E-03
295 1.033324570E+01 1.164531199E+00 1.189788613E+00 -2.525741400E-02 1.164186855E+00 1.188760401E+00 -2.457354600E-02 3.443440000E-04 1.028212000E-03
295 1.049996187E+01 1.165403527E+00 1.189846897E+00 -2.444337000E-02 1.165167614E+00 1.189136158E+00 -2.396854400E-02 2.359130000E-04 7.107390000E-04
295 1.066670514E+01 1.166632337E+00 1.189931901E+00 -2.329956400E-02 1.166470439E+00 1.189441662E+00 -2.297122300E-02 1.618980000E-04 4.902390000E-04
295 1.083333839E+01 1.168332222E+00 1.190055512E+00 -2.172329000E-02 1.168220757E+00 1.189717526E+00 -2.149676900E-02 1.114650000E-04 3.379860000E-04
295 1.100000000E+01 1.170624746E+00 1.190234545E+00 -1.960979900E-02 1.170547575E+00 1.190001247E+00 -1.945367200E-02 7.717100000E-05 2.332980000E-04
295 1.116672606E+01 1.173610634E+00 1.190492358E+00 -1.688172400E-02 1.173556723E+00 1.190330839E+00 -1.677411600E-02 5.391100000E-05 1.615190000E-04
295 1.133324570E+01 1.177323797E+00 1.190860671E+00 -1.353687400E-02 1.177285599E+00 1.190748263E+00 -1.346266400E-02 3.819800000E-05 1.124080000E-04
295 1.149996187E+01 1.181679102E+00 1.191381206E+00 -9.702104000E-03 1.181651492E+00 1.191302348E+00 -9.650856000E-03 2.761000000E-05 7.885800000E-05
295 1.166670514E+01 1.186448791E+00 1.192106518E+00 -5.657727000E-03 1.186428321E+00 1.192050548E+00 -5.622227000E-03 2.047000000E-05 5.597000000E-05
295 1.183333839E+01 1.191311546E+00 1.193106045E+00 -1.794499000E-03 1.191295930E+00 1.193065314E+00 -1.769384000E-03 1.561600000E-05 4.073100000E-05
295 1.200000000E+01 1.195976016E+00 1.194431950E+00 1.544066000E-03 1.195963758E+00 1.194402076E+00 1.561682000E-03 1.225800000E-05 2.987400000E-05
295 1.216672606E+01 1.200300993E+00 1.196160792E+00 4.140201000E-03 1.200291118E+00 1.196138251E+00 4.152867000E-03 9.875000000E-06 2.254100000E-05
295 1.233324570E+01 1.204316208E+00 1.198349429E+00 5.966779000E-03 1.204308069E+00 1.198331844E+00 5.976225000E-03 8.139000000E-06 1.758500000E-05
295 1.249996187E+01 1.208142256E+00 1.201027553E+00 7.114703000E-03 1.208135412E+00 1.201013460E+00 7.121952000E-03 6.844000000E-06 1.409300000E-05
295 1.266670514E+01 1.211897695E+00 1.204193795E+00 7.703900000E-03 1.211891841E+00 1.204182191E+00 7.709650000E-03 5.854000000E-06 1.160400000E-05
295 1.283333839E+01 1.215657588E+00 1.207816712E+00 7.840876000E-03 1.215652515E+00 1.207806914E+00 7.845601000E-03 5.073000000E-06 9.798000000E-06
295 1.300000000E+01 1.220656474E+00 1.211824613E+00 8.831861000E-03 1.220652058E+00 1.211816225E+00 8.835833000E-03 4.416000000E-06 8.388000000E-06
300 1.000000000E+01 1.121677507E+00 1.189002401E+00 -6.732489400E-02 1.121289509E+00 1.186938654E+00 -6.564914500E-02 3.879980000E-04 2.063747000E-03
300 1.016672606E+01 1.122505793E+00 1.189034510E+00 -6.652871700E-02 1.122242659E+00 1.187599348E+00 -6.535668900E-02 2.631340000E-04 1.435162000E-03
300 1.033324570E+01 1.123698458E+00 1.189081402E+00 -6.538294400E-02 1.123519230E+00 1.188088385E+00 -6.456915500E-02 1.792280000E-04 9.930170000E-04
300 1.049996187E+01 1.125400759E+00 1.189149758E+00 -6.374899900E-02 1.125278081E+00 1.188464943E+00 -6.318686200E-02 1.226780000E-04 6.848150000E-04
300 1.066670514E+01 1.127799847E+00 1.189249097E+00 -6.144925000E-02 1.127715327E+00 1.188777675E+00 -6.106234800E-02 8.452000000E-05 4.714220000E-04
300 1.083333839E+01 1.131119953E+00 1.189392833E+00 -5.827288000E-02 1.131061179E+00 1.189068436E+00 -5.800725700E-02 5.877400000E-05 3.243970000E-04
300 1.100000000E+01 1.135597773E+00 1.189599524E+00 -5.400175100E-02 1.135556300E+00 1.189376070E+00 -5.381977000E-02 4.147300000E-05 2.234540000E-04
