T Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.000000000E+01 1.268797241E+00 1.208623284E+00 6.017395700E-02 1.244120686E+00 1.199654566E+00 4.446612000E-02 2.467655500E-02 8.968718000E-03
290 1.016672606E+01 1.268937468E+00 1.208994579E+00 5.994288900E-02 1.248796779E+00 1.202503391E+00 4.629338800E-02 2.014068900E-02 6.491188000E-03
290 1.033324570E+01 1.269141499E+00 1.209519259E+00 5.962224000E-02 1.253020967E+00 1.204854164E+00 4.816680300E-02 1.612053200E-02 4.665095000E-03
290 1.049996187E+01 1.269437471E+00 1.210249892E+00 5.918757900E-02 1.256817374E+00 1.206910417E+00 4.990695700E-02 1.262009700E-02 3.339475000E-03
290 1.066670514E+01 1.269864725E+00 1.211247728E+00 5.861699700E-02 1.260194715E+00 1.208855681E+00 5.133903400E-02 9.670010000E-03 2.392047000E-03
290 1.083333839E+01 1.270477120E+00 1.212577708E+00 5.789941200E-02 1.263198977E+00 1.210853035E+00 5.234594200E-02 7.278143000E-03 1.724673000E-03
290 1.100000000E+01 1.271346061E+00 1.214299967E+00 5.704609400E-02 1.265935277E+00 1.213039584E+00 5.289569300E-02 5.410784000E-03 1.260383000E-03
290 1.116672606E+01 1.272561927E+00 1.216459804E+00 5.610212300E-02 1.268562262E+00 1.215519514E+00 5.304274800E-02 3.999665000E-03 9.402900000E-04
290 1.133324570E+01 1.274231581E+00 1.219079791E+00 5.515179000E-02 1.271271553E+00 1.218359498E+00 5.291205500E-02 2.960028000E-03 7.202930000E-04
290 1.149996187E+01 1.276468963E+00 1.222157419E+00 5.431154400E-02 1.274261745E+00 1.221589353E+00 5.267239200E-02 2.207218000E-03 5.680660000E-04
290 1.166670514E+01 1.279376652E+00 1.225669601E+00 5.370705100E-02 1.277709814E+00 1.225209062E+00 5.250075200E-02 1.666838000E-03 4.605390000E-04
290 1.183333839E+01 1.283020063E+00 1.229583074E+00 5.343698900E-02 1.281741316E+00 1.229201162E+00 5.254015400E-02 1.278747000E-03 3.819120000E-04
290 1.200000000E+01 1.287402605E+00 1.233866721E+00 5.353588400E-02 1.286405420E+00 1.233544872E+00 5.286054800E-02 9.971850000E-04 3.218490000E-04
290 1.216672606E+01 1.292455626E+00 1.238499531E+00 5.395609500E-02 1.291666629E+00 1.238225622E+00 5.344100700E-02 7.889970000E-04 2.739090000E-04
290 1.233324570E+01 1.298053618E+00 1.243469799E+00 5.458381900E-02 1.297422359E+00 1.243235603E+00 5.418675600E-02 6.312590000E-04 2.341960000E-04
290 1.249996187E+01 1.304049704E+00 1.248764898E+00 5.528480600E-02 1.303540991E+00 1.248564457E+00 5.497653400E-02 5.087130000E-04 2.004410000E-04
290 1.266670514E+01 1.310311022E+00 1.254371876E+00 5.593914600E-02 1.309899566E+00 1.254200788E+00 5.569877800E-02 4.114560000E-04 1.710880000E-04
290 1.283333839E+01 1.316734820E+00 1.260281646E+00 5.645317400E-02 1.316401773E+00 1.260135983E+00 5.626579000E-02 3.330470000E-04 1.456630000E-04
290 1.300000000E+01 1.323244144E+00 1.266449423E+00 5.679472100E-02 1.322974964E+00 1.266326047E+00 5.664891700E-02 2.691800000E-04 1.233760000E-04
295 1.000000000E+01 1.270203572E+00 1.212321422E+00 5.788215000E-02 1.246951028E+00 1.202079249E+00 4.487177900E-02 2.325254400E-02 1.024217300E-02
295 1.016672606E+01 1.270328786E+00 1.212678084E+00 5.765070200E-02 1.251713219E+00 1.205350439E+00 4.636278000E-02 1.861556700E-02 7.327645000E-03
295 1.033324570E+01 1.270511018E+00 1.213181926E+00 5.732909200E-02 1.255823904E+00 1.207976450E+00 4.784745400E-02 1.468711400E-02 5.205476000E-03
295 1.049996187E+01 1.270775390E+00 1.213882908E+00 5.689248200E-02 1.259395630E+00 1.210202742E+00 4.919288800E-02 1.137976000E-02 3.680166000E-03
295 1.066670514E+01 1.271157043E+00 1.214838679E+00 5.631836400E-02 1.262500988E+00 1.212240250E+00 5.026073800E-02 8.656055000E-03 2.598429000E-03
295 1.083333839E+01 1.271704093E+00 1.216108990E+00 5.559510300E-02 1.265223012E+00 1.214267777E+00 5.095523500E-02 6.481081000E-03 1.841213000E-03
295 1.100000000E+01 1.272480410E+00 1.217746548E+00 5.473386200E-02 1.267680450E+00 1.216428978E+00 5.125147200E-02 4.799960000E-03 1.317570000E-03
295 1.116672606E+01 1.273567048E+00 1.219786860E+00 5.378018800E-02 1.270028752E+00 1.218827629E+00 5.120112300E-02 3.538296000E-03 9.592310000E-04
295 1.133324570E+01 1.275060409E+00 1.222241388E+00 5.281902100E-02 1.272446758E+00 1.221525658E+00 5.092110000E-02 2.613651000E-03 7.157300000E-04
295 1.149996187E+01 1.277064665E+00 1.225098175E+00 5.196649000E-02 1.275117372E+00 1.224547925E+00 5.056944700E-02 1.947293000E-03 5.502500000E-04
295 1.166670514E+01 1.279676607E+00 1.228329842E+00 5.134676500E-02 1.278205231E+00 1.227893365E+00 5.031186600E-02 1.471376000E-03 4.364770000E-04
295 1.183333839E+01 1.282963971E+00 1.231905383E+00 5.105858800E-02 1.281832460E+00 1.231549208E+00 5.028325200E-02 1.131511000E-03 3.561750000E-04
295 1.200000000E+01 1.286943557E+00 1.235801214E+00 5.114234300E-02 1.286057183E+00 1.235504018E+00 5.055316500E-02 8.863740000E-04 2.971960000E-04
295 1.216672606E+01 1.291570324E+00 1.240007151E+00 5.156317300E-02 1.290864322E+00 1.239755307E+00 5.110901500E-02 7.060020000E-04 2.518440000E-04
295 1.233324570E+01 1.296747110E+00 1.244524573E+00 5.222253700E-02 1.296177470E+00 1.244309187E+00 5.186828300E-02 5.696400000E-04 2.153860000E-04
295 1.249996187E+01 1.302353070E+00 1.249358754E+00 5.299431600E-02 1.301889525E+00 1.249173773E+00 5.271575200E-02 4.635450000E-04 1.849810000E-04
295 1.266670514E+01 1.308274608E+00 1.254510767E+00 5.376384100E-02 1.307895716E+00 1.254351831E+00 5.354388500E-02 3.788920000E-04 1.589360000E-04
295 1.283333839E+01 1.314421206E+00 1.259975574E+00 5.444563200E-02 1.314111143E+00 1.259839295E+00 5.427184800E-02 3.100630000E-04 1.362790000E-04
295 1.300000000E+01 1.320723019E+00 1.265739358E+00 5.498366100E-02 1.320469612E+00 1.265622819E+00 5.484679300E-02 2.534070000E-04 1.165390000E-04
300 1.000000000E+01 1.272398289E+00 1.214060005E+00 5.833828400E-02 1.249464036E+00 1.202279470E+00 4.718456600E-02 2.293425300E-02 1.178053500E-02
300 1.016672606E+01 1.272512363E+00 1.214436883E+00 5.807548000E-02 1.254588519E+00 1.206101480E+00 4.848703900E-02 1.792384400E-02 8.335403000E-03
300 1.033324570E+01 1.272678347E+00 1.214968183E+00 5.771016400E-02 1.258811228E+00 1.209114377E+00 4.969685100E-02 1.386711900E-02 5.853806000E-03
300 1.049996187E+01 1.272919029E+00 1.215705117E+00 5.721391200E-02 1.262337815E+00 1.211617276E+00 5.072053900E-02 1.058121400E-02 4.087841000E-03
300 1.066670514E+01 1.273266222E+00 1.216705191E+00 5.656103100E-02 1.265311985E+00 1.213859239E+00 5.145274600E-02 7.954237000E-03 2.845952000E-03
300 1.083333839E+01 1.273763358E+00 1.218025258E+00 5.573810000E-02 1.267862465E+00 1.216042514E+00 5.181995100E-02 5.900893000E-03 1.982744000E-03
300 1.100000000E+01 1.274467873E+00 1.219710223E+00 5.475765000E-02 1.270130346E+00 1.218320660E+00 5.180968600E-02 4.337527000E-03 1.389563000E-03
300 1.116672606E+01 1.275452362E+00 1.221781376E+00 5.367098600E-02 1.272275498E+00 1.220794952E+00 5.148054600E-02 3.176864000E-03 9.864240000E-04
300 1.133324570E+01 1.276802860E+00 1.224230251E+00 5.257260900E-02 1.274469530E+00 1.223515230E+00 5.095430000E-02 2.333330000E-03 7.150210000E-04
300 1.149996187E+01 1.278612326E+00 1.227023346E+00 5.158898000E-02 1.276882400E+00 1.226490134E+00 5.039226600E-02 1.729926000E-03 5.332120000E-04
300 1.166670514E+01 1.280968033E+00 1.230116476E+00 5.085155700E-02 1.279665732E+00 1.229705515E+00 4.996021700E-02 1.302301000E-03 4.109610000E-04
300 1.183333839E+01 1.283933907E+00 1.233471456E+00 5.046245100E-02 1.282934274E+00 1.233144101E+00 4.979017300E-02 9.996330000E-04 3.273550000E-04
