T Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.000000000E+01 1.240316060E+00 1.207846177E+00 3.246988300E-02 1.230801995E+00 1.201718754E+00 2.908324100E-02 9.514065000E-03 6.127423000E-03
290 1.016672606E+01 1.240408662E+00 1.207972564E+00 3.243609800E-02 1.233296021E+00 1.203540919E+00 2.975510200E-02 7.112641000E-03 4.431645000E-03
290 1.033324570E+01 1.240543574E+00 1.208155877E+00 3.238769700E-02 1.235320034E+00 1.204985408E+00 3.033462600E-02 5.223540000E-03 3.170469000E-03
290 1.049996187E+01 1.240739630E+00 1.208420574E+00 3.231905600E-02 1.236958722E+00 1.206169474E+00 3.078924800E-02 3.780908000E-03 2.251100000E-03
290 1.066670514E+01 1.241023398E+00 1.208800191E+00 3.222320700E-02 1.238314488E+00 1.207207746E+00 3.110674200E-02 2.708910000E-03 1.592445000E-03
290 1.083333839E+01 1.241431671E+00 1.209339423E+00 3.209224800E-02 1.239501376E+00 1.208212260E+00 3.128911600E-02 1.930295000E-03 1.127163000E-03
290 1.100000000E+01 1.242014134E+00 1.210095391E+00 3.191874300E-02 1.240639360E+00 1.209293350E+00 3.134601000E-02 1.374774000E-03 8.020410000E-04
290 1.116672606E+01 1.242835465E+00 1.211136990E+00 3.169847500E-02 1.241851803E+00 1.210560268E+00 3.129153500E-02 9.836620000E-04 5.767220000E-04
290 1.133324570E+01 1.243975594E+00 1.212545707E+00 3.142988700E-02 1.243264745E+00 1.212123196E+00 3.114154900E-02 7.108490000E-04 4.225110000E-04
290 1.149996187E+01 1.245526229E+00 1.214388408E+00 3.113782100E-02 1.245004579E+00 1.214073159E+00 3.093142000E-02 5.216500000E-04 3.152490000E-04
290 1.166670514E+01 1.247581600E+00 1.216732777E+00 3.084882300E-02 1.247190918E+00 1.216490798E+00 3.070012000E-02 3.906820000E-04 2.419790000E-04
290 1.183333839E+01 1.250222751E+00 1.219618209E+00 3.060454200E-02 1.249923030E+00 1.219426595E+00 3.049643500E-02 2.997210000E-04 1.916140000E-04
290 1.200000000E+01 1.253497749E+00 1.223039933E+00 3.045781600E-02 1.253261913E+00 1.222884256E+00 3.037765700E-02 2.358360000E-04 1.556770000E-04
290 1.216672606E+01 1.257404980E+00 1.226967491E+00 3.043748900E-02 1.257215007E+00 1.226838102E+00 3.037690500E-02 1.899730000E-04 1.293890000E-04
290 1.233324570E+01 1.261889562E+00 1.231346297E+00 3.054326500E-02 1.261733623E+00 1.231236981E+00 3.049664200E-02 1.559390000E-04 1.093160000E-04
290 1.249996187E+01 1.266858632E+00 1.236116808E+00 3.074182400E-02 1.266728990E+00 1.236023572E+00 3.070541800E-02 1.296420000E-04 9.323600000E-05
290 1.266670514E+01 1.272209097E+00 1.241229719E+00 3.097937800E-02 1.272100586E+00 1.241149898E+00 3.095068800E-02 1.085110000E-04 7.982100000E-05
290 1.283333839E+01 1.277850953E+00 1.246651868E+00 3.119908500E-02 1.277759958E+00 1.246583559E+00 3.117639900E-02 9.099500000E-05 6.830900000E-05
290 1.300000000E+01 1.283713974E+00 1.252344141E+00 3.136983300E-02 1.283637790E+00 1.252285890E+00 3.135190000E-02 7.618400000E-05 5.825100000E-05
295 1.000000000E+01 1.242223233E+00 1.210495227E+00 3.172800600E-02 1.233235102E+00 1.204030715E+00 2.920438700E-02 8.988131000E-03 6.464512000E-03
