T nFsrh nFBsrh dnsrh nF nFB dn
290 1.188924533E+00 1.000207808E+0 1.887167250E-01 1.188924533E+00 1.000207808E+0 1.887167250E-01
295 1.187020371E+00 1.000201467E+0 1.868189040E-01 1.187020371E+00 1.000201467E+0 1.868189040E-01
300 1.195070815E+00 1.000195576E+0 1.948752390E-01 1.195070815E+00 1.000195576E+0 1.948752390E-01
305 1.203279264E+00 1.000190094E+0 2.030891700E-01 1.203279264E+00 1.000190094E+0 2.030891700E-01
310 1.201363510E+00 1.000184984E+0 2.011785260E-01 1.201363510E+00 1.000184984E+0 2.011785260E-01
315 1.205480569E+00 1.000180214E+0 2.053003550E-01 1.205480569E+00 1.000180214E+0 2.053003550E-01
320 1.211452144E+00 1.000175753E+0 2.112763910E-01 1.211452144E+00 1.000175753E+0 2.112763910E-01
325 1.214135721E+00 1.000171577E+0 2.139641440E-01 1.214135721E+00 1.000171577E+0 2.139641440E-01
330 1.220400641E+00 1.000167661E+0 2.202329800E-01 1.220400641E+00 1.000167661E+0 2.202329800E-01
335 1.225790163E+00 1.000163984E+0 2.256261790E-01 1.225790163E+00 1.000163984E+0 2.256261790E-01
340 1.230086610E+00 1.000160528E+0 2.299260820E-01 1.230086610E+00 1.000160528E+0 2.299260820E-01
