T nFsrh nFBsrh dnsrh nF nFB dn
290 1.188779033E+00 1.000386709E+0 1.883923240E-01 1.188779033E+00 1.000386709E+0 1.883923240E-01
295 1.186831920E+00 1.000375207E+0 1.864567130E-01 1.186831920E+00 1.000375207E+0 1.864567130E-01
300 1.194806032E+00 1.000364516E+0 1.944415160E-01 1.194806032E+00 1.000364516E+0 1.944415160E-01
305 1.202911683E+00 1.000354562E+0 2.025571210E-01 1.202911683E+00 1.000354562E+0 2.025571210E-01
310 1.200900637E+00 1.000345280E+0 2.005553570E-01 1.200900637E+00 1.000345280E+0 2.005553570E-01
315 1.203104811E+00 1.000336610E+0 2.027682010E-01 1.203104811E+00 1.000336610E+0 2.027682010E-01
320 1.209640823E+00 1.000328501E+0 2.093123220E-01 1.209640823E+00 1.000328501E+0 2.093123220E-01
325 1.213121182E+00 1.000320904E+0 2.128002780E-01 1.213121182E+00 1.000320904E+0 2.128002780E-01
330 1.219070842E+00 1.000313779E+0 2.187570630E-01 1.219070842E+00 1.000313779E+0 2.187570630E-01
335 1.224067172E+00 1.000307086E+0 2.237600860E-01 1.224067172E+00 1.000307086E+0 2.237600860E-01
340 1.227871754E+00 1.000300794E+0 2.275709600E-01 1.227871754E+00 1.000300794E+0 2.275709600E-01
