T nFsrh nFBsrh dnsrh nF nFB dn
290 1.183875867E+00 1.015369213E+0 1.685066540E-01 1.183875867E+00 1.015369213E+0 1.685066540E-01
295 1.186327704E+00 1.014991459E+0 1.713362450E-01 1.186327704E+00 1.014991459E+0 1.713362450E-01
300 1.194092398E+00 1.014639245E+0 1.794531530E-01 1.194092398E+00 1.014639245E+0 1.794531530E-01
305 1.192189506E+00 1.014310351E+0 1.778791550E-01 1.192189506E+00 1.014310351E+0 1.778791550E-01
310 1.199186023E+00 1.014002795E+0 1.851832280E-01 1.199186023E+00 1.014002795E+0 1.851832280E-01
315 1.201480765E+00 1.013714804E+0 1.877659610E-01 1.201480765E+00 1.013714804E+0 1.877659610E-01
320 1.204341865E+00 1.013444788E+0 1.908970770E-01 1.204341865E+00 1.013444788E+0 1.908970770E-01
325 1.210292392E+00 1.013191317E+0 1.971010750E-01 1.210292392E+00 1.013191317E+0 1.971010750E-01
330 1.215337656E+00 1.012953105E+0 2.023845510E-01 1.215337656E+00 1.012953105E+0 2.023845510E-01
335 1.219185784E+00 1.012728987E+0 2.064567970E-01 1.219185784E+00 1.012728987E+0 2.064567970E-01
340 1.221532302E+00 1.012517911E+0 2.090143910E-01 1.221532302E+00 1.012517911E+0 2.090143910E-01
