fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc FF Pm Vm Im rmsre 
00L1 30094 298 38.907 4.991508496E-10 2.741043774E+00 8.740407718E+03 7.572987827E-05 3.810466244E+00 2.700449061E+03 0.000000000E+00 1.932016298E-04 4.681589218E-01 1.762354576E-04 4.030195245E-01 3.325161024E-05 2.780482687E-01 1.195888330E-04 1.535642808E+00 
00L2 30650 299.04 38.771 2.239682413E-10 2.551699318E+00 9.493011472E+03 7.999679088E-05 4.363979588E+00 2.621948253E+03 0.000000000E+00 1.916889738E-04 4.665024559E-01 1.759635122E-04 4.059015715E-01 3.331940895E-05 2.781966618E-01 1.197718167E-04 4.631875023E-01 
00L3 31204 300.05 38.641 4.245394204E-10 2.624550738E+00 9.567234165E+03 7.991066941E-05 4.058207106E+00 2.443969414E+03 0.000000000E+00 1.906210249E-04 4.646708183E-01 1.761093421E-04 4.080149277E-01 3.338903339E-05 2.783650896E-01 1.199479345E-04 4.333990587E-01 
00L4 31748 301.03 38.515 5.083466368E-10 2.651495731E+00 9.808999556E+03 8.870684732E-05 4.279059155E+00 2.379455360E+03 0.000000000E+00 1.905060640E-04 4.643145432E-01 1.760390932E-04 4.100049323E-01 3.351278272E-05 2.785534128E-01 1.203109232E-04 8.178013339E-01 
00L5 32284 302.03 38.388 1.128674296E-09 2.770943518E+00 9.676049409E+03 8.830207983E-05 3.871843105E+00 2.197876183E+03 0.000000000E+00 1.898801758E-04 4.626292717E-01 1.762864702E-04 4.110404588E-01 3.352252025E-05 2.780813765E-01 1.205514091E-04 4.840977652E-01 
00L6 32888 303.02 38.262 1.252755685E-09 2.770186707E+00 1.006110687E+04 9.701418185E-05 4.122706241E+00 2.138869649E+03 0.000000000E+00 1.892409290E-04 4.611211151E-01 1.758136579E-04 4.137226569E-01 3.354107087E-05 2.785370113E-01 1.204172739E-04 9.572735713E-01 
00L7 33412 304.02 38.136 2.304923728E-10 2.496629861E+00 9.381499696E+03 1.103880473E-04 4.833277334E+00 2.155506140E+03 0.000000000E+00 1.907789323E-04 4.598844498E-01 1.758713131E-04 4.145976752E-01 3.353285983E-05 2.796723454E-01 1.199027112E-04 6.910862043E-01 
00L8 34010 305.04 38.009 5.000527351E-10 2.602624099E+00 9.798872985E+03 1.175777789E-04 4.752830586E+00 2.060096646E+03 0.000000000E+00 1.899835875E-04 4.586837120E-01 1.759625497E-04 4.181747737E-01 3.375136918E-05 2.786614389E-01 1.211145653E-04 8.915866080E-01 
00L9 34640 306.02 37.887 5.722567797E-10 2.614000879E+00 1.001360088E+04 1.285934095E-04 5.004702705E+00 2.009983247E+03 0.000000000E+00 1.896806580E-04 4.574138737E-01 1.758382236E-04 4.179393901E-01 3.361521746E-05 2.772451744E-01 1.212513385E-04 6.327215872E-01 
0L10 35262 307.03 37.762 3.135521065E-10 2.517660994E+00 9.655282059E+03 1.396550111E-04 5.276596599E+00 1.971702003E+03 0.000000000E+00 1.902673737E-04 4.553714642E-01 1.757530196E-04 4.210481376E-01 3.369770764E-05 2.789548363E-01 1.207986374E-04 8.457470574E-01 
