N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 3.162e+16 340 1.179850032E+00 1.220707890E+00
1.468000E+10 3.162e+16 340 1.189875961E+00 1.220775379E+00
2.154000E+10 3.162e+16 340 1.198788962E+00 1.220875402E+00
3.162000E+10 3.162e+16 340 1.205443703E+00 1.221020640E+00
4.642000E+10 3.162e+16 340 1.210349219E+00 1.221230428E+00
6.813000E+10 3.162e+16 340 1.213981308E+00 1.221532302E+00
1.000000E+11 3.162e+16 340 1.216745430E+00 1.221963159E+00
1.468000E+11 3.162e+16 340 1.218972059E+00 1.222568791E+00
2.154000E+11 3.162e+16 340 1.220930553E+00 1.223407537E+00
3.162000E+11 3.162e+16 340 1.222832137E+00 1.224538309E+00
4.642000E+11 3.162e+16 340 1.224840303E+00 1.226016805E+00
6.813000E+11 3.162e+16 340 1.227059147E+00 1.227871754E+00
1.000000E+12 3.162e+16 340 1.229524411E+00 1.230086610E+00
1.468000E+12 3.162e+16 340 1.232645450E+00 1.233034489E+00
2.154000E+12 3.162e+16 340 1.234568869E+00 1.234838666E+00
3.162000E+12 3.162e+16 340 1.237373488E+00 1.237560554E+00
4.642000E+12 3.162e+16 340 1.239834940E+00 1.239964526E+00
6.813000E+12 3.162e+16 340 1.242357162E+00 1.242447459E+00
1.000000E+13 3.162e+16 340 1.244538232E+00 1.244600170E+00
