N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+15 335 2.400E-4 1.008285184E+00 1.009580867E+00
1.468000E+10 1.000E+15 335 2.400E-4 1.008860927E+00 1.009574915E+00
2.154000E+10 1.000E+15 335 2.400E-4 1.009149093E+00 1.009570081E+00
3.162000E+10 1.000E+15 335 2.400E-4 1.009267982E+00 1.009558060E+00
4.642000E+10 1.000E+15 335 2.400E-4 1.009333587E+00 1.009548022E+00
6.813000E+10 1.000E+15 335 2.400E-4 1.009389443E+00 1.009528098E+00
1.000000E+11 1.000E+15 335 2.400E-4 1.009410116E+00 1.009505368E+00
1.468000E+11 1.000E+15 335 2.400E-4 1.009358267E+00 1.009474379E+00
2.154000E+11 1.000E+15 335 2.400E-4 1.009644667E+00 1.009681623E+00
3.162000E+11 1.000E+15 335 2.400E-4 1.009645352E+00 1.009512823E+00
4.642000E+11 1.000E+15 335 2.400E-4 1.010046473E+00 1.010183509E+00
6.813000E+11 1.000E+15 335 2.400E-4 1.010352076E+00 1.010621335E+00
1.000000E+12 1.000E+15 335 2.400E-4 1.011352093E+00 1.011354223E+00
1.468000E+12 1.000E+15 335 2.400E-4 1.012373358E+00 1.012290245E+00
2.154000E+12 1.000E+15 335 2.400E-4 1.015049950E+00 1.014970111E+00
3.162000E+12 1.000E+15 335 2.400E-4 1.014262299E+00 1.014272642E+00
4.642000E+12 1.000E+15 335 2.400E-4 1.026921095E+00 1.016216298E+00
6.813000E+12 1.000E+15 335 2.400E-4 1.019047536E+00 1.019110309E+00
1.000000E+13 1.000E+15 335 2.400E-4 1.061245058E+00 1.061257679E+00
