fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_290 001_290.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.474568281E-16 1.000000000E+20 1.192650895E+00 8.719327312E-17 6.752447843E-04 
001_290_SRH 001_290_srh.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.440052820E-16 1.000000000E+20 1.218222961E+00 8.471041986E-17 1.240390386E-03 
002_290 002_290.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.101862610E-16 1.000000000E+20 1.202375373E+00 1.269950957E-16 8.248197011E-04 
002_290_SRH 002_290_srh.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.077401652E-16 1.000000000E+20 1.219011958E+00 1.243114709E-16 1.261606074E-03 
003_290 003_290.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.983300080E-16 1.000000000E+20 1.207319294E+00 1.849086411E-16 9.480565388E-04 
003_290_SRH 003_290_srh.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.973474448E-16 1.000000000E+20 1.219234924E+00 1.823460245E-16 1.289128988E-03 
004_290 004_290.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.204899838E-16 1.000000000E+20 1.212114657E+00 2.699477668E-16 1.070247322E-03 
004_290_SRH 004_290_srh.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.212491759E-16 1.000000000E+20 1.219541109E+00 2.674097293E-16 1.328741299E-03 
005_290 005_290.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.853981335E-16 1.000000000E+20 1.215063630E+00 3.945249295E-16 1.189284257E-03 
005_290_SRH 005_290_srh.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.886725236E-16 1.000000000E+20 1.219950492E+00 3.920396956E-16 1.385270444E-03 
006_290 006_290.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.018095018E-16 1.000000000E+20 1.217149583E+00 5.769646876E-16 1.315320481E-03 
006_290_SRH 006_290_srh.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 8.083878095E-16 1.000000000E+20 1.220478691E+00 5.745622869E-16 1.464993646E-03 
007_290 007_290.dat 290 39.98 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.176240262E-15 1.000000000E+20 1.218868562E+00 8.440860854E-16 1.459938575E-03 
