N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.981235000E-03 1.413149000E-03 9.948510000E-04 6.938190000E-04 4.807340000E-04 3.316690000E-04 2.282510000E-04 1.569180000E-04 1.079230000E-04 7.437900000E-05 5.147700000E-05 3.589200000E-05 2.533100000E-05 1.822300000E-05 1.348200000E-05 1.036400000E-05 3.764000000E-06 7.969000000E-06 9.719000000E-06
1.600000000E+01 1.779133100E-02 1.250683600E-02 8.718783000E-03 6.039191000E-03 4.162788000E-03 2.858958000E-03 1.958236000E-03 1.338723000E-03 9.140720000E-04 6.238820000E-04 4.261700000E-04 2.919430000E-04 2.012550000E-04 1.403490000E-04 9.964300000E-05 7.254800000E-05 5.446400000E-05 4.224800000E-05 3.382100000E-05
1.700000000E+01 5.863076800E-02 4.393223700E-02 3.194370700E-02 2.218463400E-02 1.538219300E-02 1.002847900E-02 6.761857000E-03 4.518852000E-03 3.005823000E-03 2.001708000E-03 1.344002000E-03 9.162980000E-04 6.382770000E-04 4.563750000E-04 3.359290000E-04 2.548800000E-04 2.228410000E-04 1.768590000E-04 1.385680000E-04
1.549996187E+01 7.363770000E-03 5.107679000E-03 3.526714000E-03 2.427391000E-03 1.667449000E-03 1.144360000E-03 7.854570000E-04 5.397610000E-04 3.718310000E-04 2.572270000E-04 1.790550000E-04 1.257900000E-04 8.944000000E-05 6.456400000E-05 4.742300000E-05 3.554100000E-05 2.716900000E-05 2.127100000E-05 1.707500000E-05
1.649996187E+01 3.280994000E-02 2.345556900E-02 1.652994000E-02 1.152024700E-02 7.958518000E-03 5.458938000E-03 3.722026000E-03 2.524888000E-03 1.705942000E-03 1.150126000E-03 7.762890000E-04 5.272670000E-04 3.628770000E-04 2.549380000E-04 1.840220000E-04 1.370060000E-04 1.053150000E-04 8.345500000E-05 6.794200000E-05
1.674996808E+01 4.327613700E-02 3.134752000E-02 2.319859900E-02 1.611457600E-02 1.098781600E-02 7.524202000E-03 5.009778000E-03 3.374735000E-03 2.261969000E-03 1.514029000E-03 1.017558000E-03 6.914640000E-04 4.785980000E-04 3.395020000E-04 2.479030000E-04 1.866870000E-04 1.449660000E-04 1.158370000E-04 1.086760000E-04
1.624993176E+01 2.457685000E-02 1.740004700E-02 1.218657500E-02 8.464555000E-03 5.841624000E-03 4.011203000E-03 2.743273000E-03 1.870013000E-03 1.271472000E-03 8.632030000E-04 5.861640000E-04 3.994280000E-04 2.745280000E-04 1.915860000E-04 1.367970000E-04 1.005580000E-04 7.636100000E-05 5.987900000E-05 4.837500000E-05
1.574996808E+01 1.228984500E-02 8.587202000E-03 5.960769000E-03 4.117153000E-03 2.833459000E-03 1.945147000E-03 1.333241000E-03 9.131540000E-04 6.254920000E-04 4.288910000E-04 2.947590000E-04 2.033800000E-04 1.412700000E-04 9.912300000E-05 7.061900000E-05 5.138200000E-05 3.840400000E-05 2.958700000E-05 2.352200000E-05
1.524993176E+01 1.130003000E-03 7.447460000E-04 4.957990000E-04 3.338760000E-04 2.276920000E-04 1.575240000E-04 1.108410000E-04 7.969800000E-05 5.893000000E-05 4.516700000E-05 3.613000000E-05 3.028800000E-05 2.651100000E-05 2.394600000E-05 2.191500000E-05 1.992900000E-05 1.783400000E-05 1.566500000E-05 1.358000000E-05
