T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.244370941E+00 1.210980243E+00 3.339069800E-02 1.240093853E+00 1.208468171E+00 3.162568200E-02 4.277088000E-03 2.512072000E-03
295 1.246011229E+00 1.213539246E+00 3.247198300E-02 1.242137046E+00 1.210972111E+00 3.116493500E-02 3.874183000E-03 2.567135000E-03
300 1.247975662E+00 1.216155641E+00 3.182002100E-02 1.244324996E+00 1.213429789E+00 3.089520700E-02 3.650666000E-03 2.725852000E-03
305 1.249375339E+00 1.218191754E+00 3.118358500E-02 1.245767831E+00 1.215314903E+00 3.045292800E-02 3.607508000E-03 2.876851000E-03
310 1.250665571E+00 1.220565629E+00 3.009994200E-02 1.246924253E+00 1.217320130E+00 2.960412300E-02 3.741318000E-03 3.245499000E-03
315 1.250603097E+00 1.222613954E+00 2.798914300E-02 1.246575832E+00 1.218871900E+00 2.770393200E-02 4.027265000E-03 3.742054000E-03
320 1.247762613E+00 1.223469002E+00 2.429361100E-02 1.243352464E+00 1.219148013E+00 2.420445100E-02 4.410149000E-03 4.320989000E-03
325 1.240226250E+00 1.224291322E+00 1.593492800E-02 1.235430041E+00 1.219227494E+00 1.620254700E-02 4.796209000E-03 5.063828000E-03
330 1.223085601E+00 1.223997455E+00 -9.118540000E-04 1.218112431E+00 1.218093232E+00 1.919900000E-05 4.973170000E-03 5.904223000E-03
335 1.193783922E+00 1.221724778E+00 -2.794085600E-02 1.189149585E+00 1.214993925E+00 -2.584434000E-02 4.634337000E-03 6.730853000E-03
340 1.143911407E+00 1.217912694E+00 -7.400128700E-02 1.140627196E+00 1.210362203E+00 -6.973500700E-02 3.284211000E-03 7.550491000E-03
