name time T kT_1 I
01RV 01rv.dat 292.1 39.69 7.232E-008
02RV 02rv.dat 292.1 39.69 5.550E+002
03RV 03rv.dat 555 20.89 7.278E-008
04RV 04rv.dat 294.1 39.42 8.073E-008
05RV 05rv.dat 293.8 39.46 5.550E+002
06RV 06rv.dat 295.1 39.29 5.550E+002
07RV 07rv.dat 295 39.3 9.364E-008
08RV 08rv.dat 295 39.3 9.566E-008
09RV 09rv.dat 297.6 38.96 1.097E-007
10RV 10rv.dat 297.5 38.97 1.024E-007
11RV 11rv.dat 297.5 38.97 1.114E-007
12RV 12rv.dat 300.1 38.63 1.254E-007
13RV 13rv.dat 300 38.65 1.280E-007
14RV 14rv.dat 302.6 38.32 1.260E-007
15RV 15rv.dat 302.5 38.33 1.313E-007
16RV 16rv.dat 302.5 38.33 1.412E-007
17RV 17rv.dat 305.1 38 1.406E-007
18RV 18rv.dat 305 38.01 1.386E-007
19RV 19rv.dat 305 38.01 1.443E-007
20RV 20rv.dat 307.5 37.7 1.496E-007
21RV 21rv.dat 307.5 37.7 1.551E-007
22RV 22rv.dat 307.5 37.7 1.673E-007
23RV 23rv.dat 310 37.4 1.881E-007
24RV 24rv.dat 310 37.4 1.692E-007
25RV 25rv.dat 310 37.4 1.799E-007
26RV 26rv.dat 312.6 37.09 1.908E-007
27RV 27rv.dat 312.5 37.1 1.889E-007
28RV 28rv.dat 312.5 37.1 1.885E-007
29RV 29rv.dat 315 36.81 1.877E-007
30RV 30rv.dat 315 36.81 1.707E-007
31RV 31rv.dat 315 36.81 1.742E-007
32RV 32rv.dat 317.6 36.51 1.932E-007
33RV 33rv.dat 317.5 36.52 2.087E-007
34RV 34rv.dat 317.5 36.52 1.909E-007
35RV 35rv.dat 320.1 36.22 2.281E-007
36RV 36rv.dat 320 36.23 2.288E-007
37RV 37rv.dat 320 36.23 2.569E-007
38RV 38rv.dat 322.5 35.95 2.621E-007
39RV 39rv.dat 322.5 35.95 2.559E-007
40RV 40rv.dat 322.4 35.96 2.484E-007
41RV 41rv.dat 325.1 35.66 2.887E-007
42RV 42rv.dat 325 35.67 2.692E-007
43RV 43rv.dat 325 35.67 2.716E-007
44RV 44rv.dat 327.6 35.39 3.416E-007
45RV 45rv.dat 327.6 35.39 3.185E-007
46RV 46rv.dat 327.5 35.4 3.376E-007
47RV 47rv.dat 330.1 35.12 3.559E-007
48RV 48rv.dat 330.1 35.12 3.593E-007
49RV 49rv.dat 329.9 35.14 3.868E-007
50RV 50rv.dat 332.6 34.86 4.014E-007
51RV 51rv.dat 332.5 34.87 4.145E-007
52RV 52rv.dat 332.6 34.86 4.134E-007
53RV 53rv.dat 332.5 34.87 4.034E-007
54RV 54rv.dat 335 34.61 4.665E-007
55RV 55rv.dat 335.1 34.6 4.710E-007
56RV 56rv.dat 335 34.61 4.874E-007
57RV 57rv.dat 337.5 34.35 5.168E-007
58RV 58rv.dat 337.5 34.35 5.629E-007
59RV 59rv.dat 337.5 34.35 5.613E-007
60RV 60rv.dat 340.1 34.09 6.487E-007
61RV 61rv.dat 340 34.1 6.593E-007
62RV 62rv.dat 339.9 34.11 6.503E-007
