name time T kT_1 I
01RV 01rv.dat 292.1 39.69 4.459E-006
02RV 02rv.dat 292.1 39.69 4.497E-006
03RV 03rv.dat 555 20.89 4.487E-006
04RV 04rv.dat 294.1 39.42 5.125E-006
05RV 05rv.dat 293.8 39.46 5.137E-006
06RV 06rv.dat 295.1 39.29 5.323E-006
07RV 07rv.dat 295 39.3 5.346E-006
08RV 08rv.dat 295 39.3 5.417E-006
09RV 09rv.dat 297.6 38.96 5.806E-006
10RV 10rv.dat 297.5 38.97 5.734E-006
11RV 11rv.dat 297.5 38.97 5.896E-006
12RV 12rv.dat 300.1 38.63 6.239E-006
13RV 13rv.dat 300 38.65 6.238E-006
14RV 14rv.dat 302.6 38.32 6.507E-006
15RV 15rv.dat 302.5 38.33 6.609E-006
16RV 16rv.dat 302.5 38.33 6.550E-006
17RV 17rv.dat 305.1 38 6.897E-006
18RV 18rv.dat 305 38.01 7.039E-006
19RV 19rv.dat 305 38.01 6.926E-006
20RV 20rv.dat 307.5 37.7 7.271E-006
21RV 21rv.dat 307.5 37.7 7.480E-006
22RV 22rv.dat 307.5 37.7 7.282E-006
23RV 23rv.dat 310 37.4 7.645E-006
24RV 24rv.dat 310 37.4 7.679E-006
25RV 25rv.dat 310 37.4 7.684E-006
26RV 26rv.dat 312.6 37.09 8.213E-006
27RV 27rv.dat 312.5 37.1 8.024E-006
28RV 28rv.dat 312.5 37.1 8.091E-006
29RV 29rv.dat 315 36.81 8.406E-006
30RV 30rv.dat 315 36.81 8.314E-006
31RV 31rv.dat 315 36.81 8.200E-006
32RV 32rv.dat 317.6 36.51 8.858E-006
33RV 33rv.dat 317.5 36.52 8.745E-006
34RV 34rv.dat 317.5 36.52 8.887E-006
35RV 35rv.dat 320.1 36.22 9.405E-006
36RV 36rv.dat 320 36.23 9.487E-006
37RV 37rv.dat 320 36.23 9.516E-006
38RV 38rv.dat 322.5 35.95 1.037E-005
39RV 39rv.dat 322.5 35.95 1.032E-005
40RV 40rv.dat 322.4 35.96 1.039E-005
41RV 41rv.dat 325.1 35.66 1.100E-005
42RV 42rv.dat 325 35.67 1.125E-005
43RV 43rv.dat 325 35.67 1.132E-005
44RV 44rv.dat 327.6 35.39 1.183E-005
45RV 45rv.dat 327.6 35.39 1.223E-005
46RV 46rv.dat 327.5 35.4 1.184E-005
47RV 47rv.dat 330.1 35.12 1.300E-005
48RV 48rv.dat 330.1 35.12 1.315E-005
49RV 49rv.dat 329.9 35.14 1.279E-005
50RV 50rv.dat 332.6 34.86 1.403E-005
51RV 51rv.dat 332.5 34.87 1.288E-005
52RV 52rv.dat 332.6 34.86 1.329E-005
53RV 53rv.dat 332.5 34.87 1.392E-005
54RV 54rv.dat 335 34.61 1.418E-005
55RV 55rv.dat 335.1 34.6 1.503E-005
56RV 56rv.dat 335 34.61 1.491E-005
57RV 57rv.dat 337.5 34.35 1.621E-005
58RV 58rv.dat 337.5 34.35 1.654E-005
59RV 59rv.dat 337.5 34.35 1.717E-005
60RV 60rv.dat 340.1 34.09 1.841E-005
61RV 61rv.dat 340 34.1 1.852E-005
62RV 62rv.dat 339.9 34.11 1.902E-005
