name time T kT_1 I
01RV 01rv.dat 292.1 39.69 2.800E-007
02RV 02rv.dat 292.1 39.69 2.658E-007
03RV 03rv.dat 555 20.89 2.693E-007
04RV 04rv.dat 294.1 39.42 3.322E-007
05RV 05rv.dat 293.8 39.46 3.537E-007
06RV 06rv.dat 295.1 39.29 4.087E-007
07RV 07rv.dat 295 39.3 3.951E-007
08RV 08rv.dat 295 39.3 4.054E-007
09RV 09rv.dat 297.6 38.96 4.470E-007
10RV 10rv.dat 297.5 38.97 4.417E-007
11RV 11rv.dat 297.5 38.97 4.155E-007
12RV 12rv.dat 300.1 38.63 5.025E-007
13RV 13rv.dat 300 38.65 5.001E-007
14RV 14rv.dat 302.6 38.32 5.381E-007
15RV 15rv.dat 302.5 38.33 4.947E-007
16RV 16rv.dat 302.5 38.33 5.363E-007
17RV 17rv.dat 305.1 38 5.575E-007
18RV 18rv.dat 305 38.01 5.591E-007
19RV 19rv.dat 305 38.01 5.337E-007
20RV 20rv.dat 307.5 37.7 6.113E-007
21RV 21rv.dat 307.5 37.7 6.490E-007
22RV 22rv.dat 307.5 37.7 5.879E-007
23RV 23rv.dat 310 37.4 6.632E-007
24RV 24rv.dat 310 37.4 6.099E-007
25RV 25rv.dat 310 37.4 6.182E-007
26RV 26rv.dat 312.6 37.09 6.707E-007
27RV 27rv.dat 312.5 37.1 6.736E-007
28RV 28rv.dat 312.5 37.1 6.430E-007
29RV 29rv.dat 315 36.81 7.425E-007
30RV 30rv.dat 315 36.81 6.473E-007
31RV 31rv.dat 315 36.81 6.361E-007
32RV 32rv.dat 317.6 36.51 6.858E-007
33RV 33rv.dat 317.5 36.52 7.259E-007
34RV 34rv.dat 317.5 36.52 6.999E-007
35RV 35rv.dat 320.1 36.22 7.921E-007
36RV 36rv.dat 320 36.23 8.300E-007
37RV 37rv.dat 320 36.23 7.800E-007
38RV 38rv.dat 322.5 35.95 8.905E-007
39RV 39rv.dat 322.5 35.95 8.956E-007
40RV 40rv.dat 322.4 35.96 8.386E-007
41RV 41rv.dat 325.1 35.66 9.072E-007
42RV 42rv.dat 325 35.67 9.757E-007
43RV 43rv.dat 325 35.67 9.225E-007
44RV 44rv.dat 327.6 35.39 1.023E-006
45RV 45rv.dat 327.6 35.39 8.653E-007
46RV 46rv.dat 327.5 35.4 1.016E-006
47RV 47rv.dat 330.1 35.12 1.173E-006
48RV 48rv.dat 330.1 35.12 1.144E-006
49RV 49rv.dat 329.9 35.14 1.128E-006
50RV 50rv.dat 332.6 34.86 1.559E-006
51RV 51rv.dat 332.5 34.87 1.204E-006
52RV 52rv.dat 332.6 34.86 1.277E-006
53RV 53rv.dat 332.5 34.87 1.376E-006
54RV 54rv.dat 335 34.61 1.339E-006
55RV 55rv.dat 335.1 34.6 1.330E-006
56RV 56rv.dat 335 34.61 1.371E-006
57RV 57rv.dat 337.5 34.35 1.613E-006
58RV 58rv.dat 337.5 34.35 1.526E-006
59RV 59rv.dat 337.5 34.35 1.578E-006
60RV 60rv.dat 340.1 34.09 1.770E-006
61RV 61rv.dat 340 34.1 1.742E-006
62RV 62rv.dat 339.9 34.11 1.638E-006
