T nFsrh nFBsrh dnsrh nF nFB dn
290 1.144392211E+00 1.125131828E+0 1.926038300E-02 1.144392211E+00 1.125131828E+0 1.926038300E-02
295 1.135609877E+00 1.122884898E+0 1.272497900E-02 1.135609877E+00 1.122884898E+0 1.272497900E-02
300 1.117831164E+00 1.115540422E+0 2.290742000E-03 1.117831164E+00 1.115540422E+0 2.290742000E-03
305 1.097189633E+00 1.100147826E+0 -2.958193000E-03 1.097189633E+00 1.100147826E+0 -2.958193000E-03
310 1.072708195E+00 1.076591877E+0 -3.883682000E-03 1.072708195E+00 1.076591877E+0 -3.883682000E-03
315 1.034823674E+00 1.050589339E+0 -1.576566500E-02 1.034823674E+00 1.050589339E+0 -1.576566500E-02
320 1.007862082E+00 1.029487788E+0 -2.162570600E-02 1.007862082E+00 1.029487788E+0 -2.162570600E-02
325 1.007204974E+00 1.015897638E+0 -8.692664000E-03 1.007204974E+00 1.015897638E+0 -8.692664000E-03
330 1.008140425E+00 1.008271683E+0 -1.312580000E-04 1.008140425E+00 1.008271683E+0 -1.312580000E-04
335 1.010321660E+00 1.004266639E+0 6.055021000E-03 1.010321660E+00 1.004266639E+0 6.055021000E-03
340 1.017725223E+00 1.002212725E+0 1.551249800E-02 1.017725223E+00 1.002212725E+0 1.551249800E-02
