N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe
1.000000E+10 1.000E+16 325 2.800E-4 2.921090E-1 2.332350E+1 4.178390E-1 7.643660E+1
1.468000E+10 1.000E+16 325 2.800E-4 2.913401E-1 2.321710E+1 4.173680E-1 7.637470E+1
2.154000E+10 1.000E+16 325 2.800E-4 2.902289E-1 2.308370E+1 4.166980E-1 7.634930E+1
3.162000E+10 1.000E+16 325 2.800E-4 2.886343E-1 2.289430E+1 4.157560E-1 7.631360E+1
4.642000E+10 1.000E+16 325 2.800E-4 2.863689E-1 2.262890E+1 4.144550E-1 7.626410E+1
6.813000E+10 1.000E+16 325 2.800E-4 2.831952E-1 2.226340E+1 4.126980E-1 7.619620E+1
1.000000E+11 1.000E+16 325 2.800E-4 2.788345E-1 2.177150E+1 4.103880E-1 7.610430E+1
1.468000E+11 1.000E+16 325 2.800E-4 2.729964E-1 2.112820E+1 4.073280E-1 7.600160E+1
2.154000E+11 1.000E+16 325 2.800E-4 2.654387E-1 2.030590E+1 4.036250E-1 7.581270E+1
3.162000E+11 1.000E+16 325 2.800E-4 2.560501E-1 1.933510E+1 3.993040E-1 7.564470E+1
4.642000E+11 1.000E+16 325 2.800E-4 2.449254E-1 1.820830E+1 3.943350E-1 7.541030E+1
6.813000E+11 1.000E+16 325 2.800E-4 2.323768E-1 1.699340E+1 3.890160E-1 7.519380E+1
1.000000E+12 1.000E+16 325 2.800E-4 2.188482E-1 1.571030E+1 3.833100E-1 7.491220E+1
1.468000E+12 1.000E+16 325 2.800E-4 2.047637E-1 1.442370E+1 3.773750E-1 7.466420E+1
2.154000E+12 1.000E+16 325 2.800E-4 1.904083E-1 1.313370E+1 3.712150E-1 7.432550E+1
3.162000E+12 1.000E+16 325 2.800E-4 1.759158E-1 1.187400E+1 3.646750E-1 7.403690E+1
4.642000E+12 1.000E+16 325 2.800E-4 1.613521E-1 1.062980E+1 3.578360E-1 7.364260E+1
6.813000E+12 1.000E+16 325 2.800E-4 1.468102E-1 9.420000E+0 3.506230E-1 7.320090E+1
1.000000E+13 1.000E+16 325 2.800E-4 1.324507E-1 8.265200E+0 3.429160E-1 7.279000E+1
1.468000E+13 1.000E+16 325 2.800E-4 1.184821E-1 7.165800E+0 3.348120E-1 7.225600E+1
2.154000E+13 1.000E+16 325 2.800E-4 1.051184E-1 6.143700E+0 3.263050E-1 7.164520E+1
3.162000E+13 1.000E+16 325 2.800E-4 9.254546E-2 5.209800E+0 3.173800E-1 7.094940E+1
4.642000E+13 1.000E+16 325 2.800E-4 8.090349E-2 4.370400E+0 3.080140E-1 7.015360E+1
6.813000E+13 1.000E+16 325 2.800E-4 7.028205E-2 3.627200E+0 2.981660E-1 6.923610E+1
1.000000E+14 1.000E+16 325 2.800E-4 6.072188E-2 2.978100E+0 2.877790E-1 6.817050E+1
