T(K) Nd(cm-3) Mu(cm2/Vs)
464 7.69409E+17 1.11302E+2
211 4.97534E+17 2.85682E+2
397 1.87328E+18 1.17609E+2
397 1.13188E+17 1.88215E+2
208 5.08767E+18 2.02513E+2
300 2.95849E+18 1.49370E+2
327 1.48901E+16 3.33003E+2
455 1.03583E+18 1.09134E+2
487 2.42906E+18 8.76715E+1
217 5.16475E+18 1.94061E+2
233 4.08392E+17 2.73026E+2
408 1.94531E+16 2.13249E+2
479 1.76781E+16 1.54621E+2
335 5.33483E+18 1.23769E+2
364 9.57921E+18 1.06658E+2
301 2.28324E+16 3.70383E+2
283 1.27781E+18 1.80791E+2
393 8.48534E+17 1.36334E+2
395 2.13020E+17 1.72301E+2
219 7.03026E+16 4.48481E+2
236 1.36481E+17 3.51534E+2
425 3.73781E+16 1.88264E+2
289 3.63560E+17 2.28206E+2
303 6.90009E+16 3.07254E+2
477 8.33716E+16 1.41890E+2
294 1.47721E+16 4.04585E+2
204 7.07750E+18 2.00138E+2
239 7.76567E+17 2.33022E+2
445 5.14550E+18 8.93932E+1
211 3.87873E+18 2.05117E+2
349 1.66020E+16 2.92155E+2
362 5.31574E+18 1.13757E+2
435 6.98926E+17 1.23421E+2
450 7.07936E+17 1.17613E+2
475 2.10079E+17 1.29296E+2
436 4.19791E+17 1.33947E+2
389 2.33508E+18 1.16634E+2
260 3.99565E+17 2.47913E+2
217 2.49768E+17 3.27336E+2
341 3.06397E+16 2.87237E+2
426 7.04847E+17 1.26883E+2
466 1.93340E+17 1.34821E+2
274 2.67321E+16 4.20127E+2
246 4.02206E+17 2.61130E+2
431 2.28979E+16 1.89777E+2
469 9.88954E+17 1.05477E+2
240 2.95522E+18 1.86727E+2
276 1.25708E+16 4.62483E+2
470 4.69844E+16 1.52121E+2
433 1.01926E+18 1.16853E+2
273 1.55461E+16 4.57645E+2
278 1.14903E+18 1.87560E+2
266 4.11929E+18 1.62152E+2
272 1.05545E+16 4.82012E+2
306 3.71649E+17 2.13773E+2
276 2.32482E+18 1.68421E+2
402 4.33517E+16 2.06052E+2
230 1.18062E+16 6.26467E+2
409 6.35493E+18 9.68107E+1
421 1.57064E+16 2.02817E+2
481 3.54483E+18 8.46277E+1
349 1.32731E+16 2.97485E+2
489 2.46837E+16 1.46133E+2
435 1.67763E+17 1.53913E+2
223 2.86951E+16 5.49756E+2
337 2.35992E+16 3.02395E+2
236 2.63116E+16 5.20849E+2
350 3.22910E+16 2.73471E+2
207 7.58806E+17 2.67157E+2
427 1.68072E+17 1.58499E+2
213 1.02705E+17 4.17574E+2
436 1.14778E+16 1.91322E+2
458 1.13492E+17 1.47826E+2
233 9.05958E+18 1.72788E+2
486 9.67289E+17 1.00552E+2
331 1.26248E+17 2.42890E+2
477 2.72116E+17 1.24223E+2
391 1.17582E+17 1.91776E+2
406 4.92361E+18 1.00436E+2
356 1.04278E+17 2.26294E+2
