T(K) Nd(cm-3) Mu(cm2/Vs)
489 5.01451E+17 2.37395E+2
457 1.19143E+16 4.93254E+2
324 6.65192E+18 1.74985E+2
249 1.29430E+18 2.95650E+2
294 8.13652E+18 1.83573E+2
488 5.20030E+18 1.31946E+2
295 1.26967E+17 5.53587E+2
434 5.97775E+18 1.41220E+2
400 5.11743E+18 1.55128E+2
203 2.03295E+16 1.37043E+3
494 9.76198E+18 1.16537E+2
288 2.28800E+16 9.51411E+2
405 9.78023E+17 2.30725E+2
407 5.96765E+18 1.48986E+2
372 5.32923E+18 1.62931E+2
224 1.04516E+16 1.55922E+3
236 6.48457E+18 2.26820E+2
400 9.98221E+18 1.38686E+2
332 2.26153E+18 2.11690E+2
370 4.14871E+18 1.71813E+2
247 5.02467E+16 8.66301E+2
442 3.02904E+16 4.79960E+2
354 2.26791E+16 7.20650E+2
295 9.58072E+18 1.79188E+2
337 1.41104E+17 4.83506E+2
389 5.02580E+18 1.59251E+2
374 3.12351E+17 3.46292E+2
327 7.01812E+17 2.93608E+2
233 1.96960E+16 1.24382E+3
240 1.43010E+17 6.00115E+2
308 6.95958E+18 1.80876E+2
268 3.12289E+17 4.29167E+2
301 6.13277E+17 3.22205E+2
472 1.21903E+16 4.62219E+2
312 9.77894E+16 5.78295E+2
296 1.19245E+16 1.05589E+3
211 7.12655E+16 8.34075E+2
363 7.89191E+17 2.64977E+2
393 2.81008E+18 1.78422E+2
470 4.16415E+18 1.42557E+2
241 3.38192E+17 4.43370E+2
321 1.81226E+16 8.67796E+2
258 1.72509E+17 5.39668E+2
319 5.32560E+16 6.79636E+2
424 1.26731E+17 3.94249E+2
394 7.84906E+17 2.50942E+2
311 4.53836E+17 3.47775E+2
336 9.10265E+17 2.66907E+2
242 5.33088E+17 3.83125E+2
383 1.16818E+18 2.27969E+2
493 1.80964E+18 1.67278E+2
254 8.16679E+16 7.14138E+2
362 1.68544E+17 4.30187E+2
344 5.46645E+16 6.21259E+2
263 9.64200E+16 6.57645E+2
422 9.35042E+18 1.34014E+2
415 1.24625E+18 2.11220E+2
286 2.63747E+18 2.28129E+2
328 3.28441E+16 7.42761E+2
277 5.75802E+17 3.44948E+2
322 4.73433E+18 1.86346E+2
259 5.35975E+18 2.16264E+2
410 6.22654E+17 2.60921E+2
204 1.90047E+16 1.40003E+3
356 3.35294E+16 6.63691E+2
244 3.95068E+16 9.48962E+2
262 5.37227E+16 8.10819E+2
493 5.26093E+16 3.71153E+2
260 9.55983E+17 3.09902E+2
426 1.58052E+16 5.50820E+2
324 1.28837E+16 9.05050E+2
389 9.70719E+17 2.37747E+2
398 7.82376E+17 2.49118E+2
368 3.58096E+18 1.77736E+2
230 4.79593E+16 9.22006E+2
237 7.58905E+17 3.50931E+2
454 3.69643E+18 1.50304E+2
377 6.53439E+17 2.73444E+2
248 2.66769E+17 4.73003E+2
419 9.80295E+16 4.24110E+2
473 7.52541E+18 1.26166E+2
265 1.77144E+17 5.26328E+2
270 1.06835E+16 1.23268E+3
386 1.86922E+18 1.99747E+2
352 3.70509E+18 1.82259E+2
299 7.91155E+16 6.41848E+2
248 3.32115E+18 2.43017E+2
480 1.95872E+16 4.31494E+2
464 5.80804E+16 4.04209E+2
451 8.75833E+17 2.19157E+2
269 1.33113E+16 1.17944E+3
259 1.54966E+18 2.75489E+2
435 4.30133E+16 4.68815E+2
337 5.39183E+16 6.38689E+2
275 1.86615E+16 1.05950E+3
204 2.02418E+18 3.12904E+2
262 1.86200E+18 2.61943E+2
453 3.30503E+18 1.54480E+2
327 6.62010E+16 6.22931E+2
229 3.19088E+16 1.07254E+3
470 5.53794E+17 2.40197E+2
201 7.51215E+16 8.37682E+2
216 2.88224E+16 1.15712E+3
379 1.51704E+17 4.25527E+2
423 2.21693E+18 1.78889E+2
216 6.22437E+16 8.67266E+2
211 1.93885E+16 1.35788E+3
425 9.25597E+17 2.25912E+2
467 1.05377E+18 2.02219E+2
