T d154 d184 d214 d244
d 150 180 210 240
290 1.586657000E-03 1.438785000E-03 1.342599000E-03 1.278747000E-03
295 1.414256000E-03 1.279289000E-03 1.190909000E-03 1.131512000E-03
300 1.253759000E-03 1.132426000E-03 1.052917000E-03 9.996330000E-04
305 1.114058000E-03 1.006085000E-03 9.365770000E-04 8.902480000E-04
310 1.002065000E-03 9.075490000E-04 8.487010000E-04 8.090640000E-04
315 9.218450000E-04 8.411990000E-04 7.923120000E-04 7.587230000E-04
320 8.771830000E-04 8.096900000E-04 7.685950000E-04 7.411070000E-04
325 8.679110000E-04 8.131500000E-04 7.788220000E-04 7.563320000E-04
330 8.935390000E-04 8.503440000E-04 8.207220000E-04 8.029310000E-04
335 9.512020000E-04 9.172150000E-04 8.919920000E-04 8.758610000E-04
340 1.034103000E-03 1.005805000E-03 9.847370000E-04 9.704670000E-04
