T d154 d184 d214 d244
d 150 180 210 240
290 5.278700000E-05 4.525100000E-05 4.048500000E-05 3.735500000E-05
295 4.618700000E-05 4.011600000E-05 3.634100000E-05 3.387400000E-05
300 4.055700000E-05 3.587800000E-05 3.300800000E-05 3.119000000E-05
305 3.418400000E-05 3.087100000E-05 2.897100000E-05 2.797500000E-05
310 2.357800000E-05 2.182300000E-05 2.119600000E-05 2.138900000E-05
315 2.413000000E-06 2.936000000E-06 4.420000000E-06 6.548000000E-06
320 -3.658400000E-05 -3.277000000E-05 -2.808400000E-05 -2.295100000E-05
325 3.508100000E-05 2.804800000E-05 2.356200000E-05 2.048200000E-05
330 3.882700000E-05 3.091500000E-05 2.578300000E-05 2.217500000E-05
335 4.899400000E-05 3.880200000E-05 3.204400000E-05 2.723000000E-05
340 6.920000000E-05 5.455100000E-05 4.466000000E-05 3.746900000E-05
