d T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 290 1.309952818E+00 1.254089909E+00 5.586290900E-02 1.309526713E+00 1.253918100E+00 5.560861300E-02 4.261050000E-04 1.718090000E-04
150 295 1.307962659E+00 1.253693595E+00 5.426906400E-02 1.307570111E+00 1.253535017E+00 5.403509400E-02 3.925480000E-04 1.585780000E-04
150 300 1.306964655E+00 1.253895719E+00 5.306893600E-02 1.306608120E+00 1.253753404E+00 5.285471600E-02 3.565350000E-04 1.423150000E-04
150 305 1.306979736E+00 1.255497471E+00 5.148226500E-02 1.306659626E+00 1.255366977E+00 5.129264900E-02 3.201100000E-04 1.304940000E-04
150 310 1.306830635E+00 1.257784803E+00 4.904583200E-02 1.306545230E+00 1.257664363E+00 4.888086700E-02 2.854050000E-04 1.204400000E-04
150 315 1.308427219E+00 1.260232012E+00 4.819520700E-02 1.308173543E+00 1.260121574E+00 4.805196900E-02 2.536760000E-04 1.104380000E-04
150 320 1.310726503E+00 1.263464012E+00 4.726249100E-02 1.310499673E+00 1.263357897E+00 4.714177600E-02 2.268300000E-04 1.061150000E-04
150 325 1.313422356E+00 1.266932663E+00 4.648969300E-02 1.313216784E+00 1.266827719E+00 4.638906500E-02 2.055720000E-04 1.049440000E-04
150 330 1.316433762E+00 1.270152162E+00 4.628160000E-02 1.316243112E+00 1.270046411E+00 4.619670100E-02 1.906500000E-04 1.057510000E-04
150 335 1.319433050E+00 1.273618234E+00 4.581481600E-02 1.319250601E+00 1.273505804E+00 4.574479700E-02 1.824490000E-04 1.124300000E-04
150 340 1.322005610E+00 1.276757953E+00 4.524765700E-02 1.321824777E+00 1.276634534E+00 4.519024300E-02 1.808330000E-04 1.234190000E-04
180 290 1.309932637E+00 1.254298357E+00 5.563428000E-02 1.309514422E+00 1.254126944E+00 5.538747800E-02 4.182150000E-04 1.714130000E-04
180 295 1.307835713E+00 1.253815903E+00 5.401981000E-02 1.307450157E+00 1.253657481E+00 5.379267600E-02 3.855560000E-04 1.584220000E-04
180 300 1.306688991E+00 1.253890345E+00 5.279864600E-02 1.306338737E+00 1.253748204E+00 5.259053300E-02 3.502540000E-04 1.421410000E-04
180 305 1.306453687E+00 1.255217373E+00 5.123631400E-02 1.306139556E+00 1.255087032E+00 5.105252400E-02 3.141310000E-04 1.303410000E-04
180 310 1.307216585E+00 1.257351172E+00 4.986541300E-02 1.306937181E+00 1.257230957E+00 4.970622400E-02 2.794040000E-04 1.202150000E-04
180 315 1.308805031E+00 1.259791580E+00 4.901345100E-02 1.308557109E+00 1.259681529E+00 4.887558000E-02 2.479220000E-04 1.100510000E-04
180 320 1.311392407E+00 1.263298746E+00 4.809366100E-02 1.311171129E+00 1.263193252E+00 4.797787700E-02 2.212780000E-04 1.054940000E-04
180 325 1.314182553E+00 1.266776459E+00 4.740609400E-02 1.313981900E+00 1.266672113E+00 4.730978700E-02 2.006530000E-04 1.043460000E-04
