fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
UDL0 8:49 299.9 38.66 1.000E+000 2.295E+000 9.956E-011 4.340E+002 2.681E+000 2.420E-006 1.757E-004 7.423E-002 1.748E-004 3.266E-006 2.517E-001 3.730E-002 8.732E-005 6.126E-004 
UDL1 8:52 299.9 38.66 1.000E+000 2.302E+000 9.841E-011 4.294E+002 2.632E+000 2.167E-006 1.801E-004 7.544E-002 1.791E-004 3.400E-006 2.516E-001 3.790E-002 8.948E-005 9.003E-004 
UDL2 8:55 299.9 38.66 1.000E+000 2.297E+000 9.764E-011 4.294E+002 2.613E+000 2.080E-006 1.760E-004 7.380E-002 1.750E-004 3.250E-006 2.515E-001 3.700E-002 8.759E-005 5.656E-003 
UDL3 8:57 300 38.65 1.000E+000 2.301E+000 9.967E-011 4.300E+002 2.651E+000 2.259E-006 1.786E-004 7.486E-002 1.776E-004 3.346E-006 2.517E-001 3.760E-002 8.874E-005 1.203E-003 
UDL4 9:0 300 38.65 1.000E+000 2.296E+000 1.001E-010 4.332E+002 2.679E+000 2.419E-006 1.763E-004 7.437E-002 1.754E-004 3.283E-006 2.517E-001 3.730E-002 8.779E-005 3.130E-003 
UDL5 9:3 300.1 38.63 1.000E+000 2.317E+000 1.027E-010 4.352E+002 2.707E+000 2.575E-006 1.757E-004 7.433E-002 1.747E-004 3.270E-006 2.518E-001 3.730E-002 8.744E-005 9.162E-004 
UDL6 9:6 300.1 38.63 1.000E+000 2.301E+000 1.014E-010 4.322E+002 2.651E+000 2.290E-006 1.772E-004 7.465E-002 1.763E-004 3.312E-006 2.517E-001 3.750E-002 8.809E-005 1.110E-003 
UDL7 9:8 300.1 38.63 1.000E+000 2.299E+000 1.018E-010 4.318E+002 2.655E+000 2.316E-006 1.764E-004 7.424E-002 1.755E-004 3.279E-006 2.517E-001 3.730E-002 8.767E-005 5.943E-004 
UDL8 9:11 300.1 38.63 1.000E+000 2.305E+000 1.017E-010 4.308E+002 2.631E+000 2.191E-006 1.792E-004 7.530E-002 1.782E-004 3.377E-006 2.516E-001 3.780E-002 8.911E-005 1.286E-003 
UDL9 9:14 300.1 38.63 1.000E+000 2.282E+000 9.950E-011 4.289E+002 2.563E+000 1.895E-006 1.774E-004 7.442E-002 1.765E-004 3.303E-006 2.515E-001 3.730E-002 8.830E-005 1.126E-003 
