N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 3.162E+16 305 2.400E-4 1.252056552E+00 1.274726524E+00
1.468000E+10 3.162E+16 305 2.400E-4 1.257570885E+00 1.274834725E+00
2.154000E+10 3.162E+16 305 2.400E-4 1.261946306E+00 1.274992014E+00
3.162000E+10 3.162E+16 305 2.400E-4 1.265465384E+00 1.275219832E+00
4.642000E+10 3.162E+16 305 2.400E-4 1.268337822E+00 1.275547909E+00
6.813000E+10 3.162E+16 305 2.400E-4 1.270740560E+00 1.276016564E+00
1.000000E+11 3.162E+16 305 2.400E-4 1.272843096E+00 1.276678589E+00
1.468000E+11 3.162E+16 305 2.400E-4 1.274815676E+00 1.277599826E+00
2.154000E+11 3.162E+16 305 2.400E-4 1.276826672E+00 1.278857044E+00
3.162000E+11 3.162E+16 305 2.400E-4 1.279034298E+00 1.280531590E+00
4.642000E+11 3.162E+16 305 2.400E-4 1.281574734E+00 1.282698380E+00
6.813000E+11 3.162E+16 305 2.400E-4 1.284549545E+00 1.285411762E+00
1.000000E+12 3.162E+16 305 2.400E-4 1.288012021E+00 1.288689907E+00
1.468000E+12 3.162E+16 305 2.400E-4 1.292019263E+00 1.292564092E+00
2.154000E+12 3.162E+16 305 2.400E-4 1.296459212E+00 1.296905156E+00
3.162000E+12 3.162E+16 305 2.400E-4 1.301279113E+00 1.301648675E+00
4.642000E+12 3.162E+16 305 2.400E-4 1.306433608E+00 1.306741800E+00
6.813000E+12 3.162E+16 305 2.400E-4 1.311881432E+00 1.312134651E+00
1.000000E+13 3.162E+16 305 2.400E-4 1.317574560E+00 1.317782572E+00
