fname time Tem kT_1 Rs_EA Is1_EA Is2_EA n1_EA n2_EA Rsh_EA If_EA Voc_EA Isc_EA Pm_EA FF_EA 
0DT0 6:48 289.7 40.02 2.363E+000 1.888E-005 1.805E-010 3.614 1.129 2.691E+003 0.000E+000 0 0.000E+000 0.000E+000 0 
0DT1 6:51 289.7 40.02 2.363E+000 1.882E-005 6.083E-010 3.632 1.224 2.691E+003 0.000E+000 0 0.000E+000 0.000E+000 0 
0DT2 6:54 289.7 40.02 2.363E+000 2.077E-005 9.825E-010 3.738 1.258 2.691E+003 0.000E+000 0 0.000E+000 0.000E+000 0 
0DT3 6:57 289.7 40.02 2.363E+000 1.957E-005 6.031E-010 3.662 1.222 2.691E+003 0.000E+000 0 0.000E+000 0.000E+000 0 
0DT4 6:59 289.7 40.02 2.363E+000 1.927E-005 6.278E-010 3.645 1.226 2.691E+003 0.000E+000 0 0.000E+000 0.000E+000 0 
0DT5 7:6 289.8 40.01 2.363E+000 1.895E-005 4.072E-010 3.618 1.194 2.691E+003 0.000E+000 0 0.000E+000 0.000E+000 0 
0DT6 7:11 289.8 40.01 2.363E+000 2.090E-005 9.403E-010 3.734 1.254 2.691E+003 0.000E+000 0 0.000E+000 0.000E+000 0 
0DT7 7:17 289.8 40.01 2.363E+000 1.935E-005 5.288E-010 3.643 1.212 2.691E+003 0.000E+000 0 0.000E+000 0.000E+000 0 
0DT8 7:19 289.9 39.99 2.363E+000 1.968E-005 5.961E-010 3.659 1.22 2.691E+003 0.000E+000 0 0.000E+000 0.000E+000 0 
0DT9 7:22 289.9 39.99 2.363E+000 2.086E-005 9.227E-010 3.725 1.251 2.691E+003 0.000E+000 0 0.000E+000 0.000E+000 0 
