 1.87029980299259E+0002  5.40179623444967E+0001  1.00000000000000E+0006
 1.87037327324640E+0002  6.01673066230775E+0001  8.97795850000000E+0005
 1.87046442316152E+0002  6.70166839778762E+0001  8.06037390000000E+0005
 1.87057750710824E+0002  7.46457844102641E+0001  7.23657030000000E+0005
 1.87071780323300E+0002  8.31433708049850E+0001  6.49696280000000E+0005
 1.87089185975766E+0002  9.26083082245957E+0001  5.83294630000000E+0005
 1.87110780072898E+0002  1.03150720444614E+0002  5.23679490000000E+0005
 1.87137570492720E+0002  1.14893257705858E+0002  4.70157280000000E+0005
 1.87170807664330E+0002  1.27972541131819E+0002  4.22105260000000E+0005
 1.87212042909992E+0002  1.42540741472619E+0002  3.78964350000000E+0005
 1.87263200842219E+0002  1.58767347251002E+0002  3.40232620000000E+0005
 1.87326669209914E+0002  1.76841142709631E+0002  3.05459430000000E+0005
 1.87405410299911E+0002  1.96972392003693E+0002  2.74240210000000E+0005
 1.87503099221296E+0002  2.19395294173973E+0002  2.46211730000000E+0005
 1.87624295485058E+0002  2.44370716763567E+0002  2.21047870000000E+0005
 1.87774655661824E+0002  2.72189198372473E+0002  1.98455860000000E+0005
 1.87961197409355E+0002  3.03174338908842E+0002  1.78172850000000E+0005
 1.88192627141911E+0002  3.37686585231931E+0002  1.59962840000000E+0005
 1.88479745723613E+0002  3.76127330507753E+0002  1.43613980000000E+0005
 1.88835953605356E+0002  4.18943731929291E+0002  1.28936030000000E+0005
 1.89277874238890E+0002  4.66633665213827E+0002  1.15758240000000E+0005
 1.89826132449092E+0002  5.19751814185023E+0002  1.03927260000000E+0005
 1.90506312605768E+0002  5.78915681991315E+0002  9.33054660000000E+0004
 1.91350156138766E+0002  6.44813143727987E+0002  8.37692610000000E+0004
 1.92397039208499E+0002  7.18210135588574E+0002  7.52076950000000E+0004
 1.93695809559001E+0002  7.99959567396066E+0002  6.75211560000000E+0004
 1.95307063167386E+0002  8.91011108034460E+0002  6.06202140000000E+0004
 1.97305968808928E+0002  9.92422122854162E+0002  5.44245770000000E+0004
 1.99785769721489E+0002  1.10536975312104E+0003  4.88621590000000E+0004
 2.02862123699692E+0002  1.23116425269702E+0003  4.38682440000000E+0004
 2.06678487428097E+0002  1.37126392723263E+0003  3.93847280000000E+0004
 2.11412787781748E+0002  1.52729153161715E+0003  3.53594450000000E+0004
 2.17285684553284E+0002  1.70105225365724E+0003  3.17455630000000E+0004
 2.24570814890399E+0002  1.89455378895094E+0003  2.85010350000000E+0004
 2.33607475373285E+0002  2.11002821691321E+0003  2.55881110000000E+0004
 2.44816316532290E+0002  2.34995585520867E+0003  2.29729000000000E+0004
 2.58718769321634E+0002  2.61709144678486E+0003  2.06249740000000E+0004
 2.75961044476926E+0002  2.91449213633237E+0003  1.85170160000000E+0004
 2.97343789029498E+0002  3.24554774641836E+0003  1.66245010000000E+0004
 3.23858722390662E+0002  3.61401344749591E+0003  1.49254080000000E+0004
 3.56733679675085E+0002  4.02404243851317E+0003  1.33999690000000E+0004
 3.97488084308911E+0002  4.48022038510281E+0003  1.20304370000000E+0004
 4.48001181229462E+0002  4.98760086925144E+0003  1.08008760000000E+0004
 5.10595236327370E+0002  5.55173554739606E+0003  9.69698200000000E+0003
 5.88137613731472E+0002  6.17870525422669E+0003  8.70591000000000E+0003
 6.84164232151611E+0002  6.87513853399140E+0003  7.81613000000000E+0003
 8.03029459052930E+0002  7.64822321050789E+0003  7.01728900000000E+0003
 9.50085590662374E+0002  8.50569584408998E+0003  6.30009300000000E+0003
 1.13189716038941E+0003  9.45580801571909E+0003  5.65619700000000E+0003
 1.35649198277431E+0003  1.05072475661940E+0004  5.07811100000000E+0003
 1.63365554024029E+0003  1.16690206059710E+0004  4.55910700000000E+0003
 1.97526140636970E+0003  1.29502395350573E+0004  4.09314700000000E+0003
 2.39563959605639E+0003  1.43598258645560E+0004  3.67481000000000E+0003
 2.91196553072956E+0003  1.59060746108813E+0004  3.29923000000000E+0003
 3.54465649521243E+0003  1.75960765438890E+0004  2.96203500000000E+0003
 4.31771419867855E+0003  1.94348944928661E+0004  2.65930200000000E+0003
 5.25896343371025E+0003  2.14245083201481E+0004  2.38751100000000E+0003
 6.40012407482949E+0003  2.35625487829007E+0004  2.14349700000000E+0003
 7.77650162927495E+0003  2.58406331476672E+0004  1.92442300000000E+0003
 9.42626099263390E+0003  2.82426028860947E+0004  1.72773900000000E+0003
 1.13889745522089E+0004  3.07425354028002E+0004  1.55115700000000E+0003
 1.37033601689623E+0004  3.33029225154383E+0004  1.39262200000000E+0003
 1.64039990771928E+0004  3.58732385966429E+0004  1.25029000000000E+0003
 1.95171213665727E+0004  3.83894773094141E+0004  1.12250500000000E+0003
 2.30556075528547E+0004  4.07751173871155E+0004  1.00778100000000E+0003
 2.70139650746617E+0004  4.29441831631398E+0004  9.04781000000000E+0002
 3.13636209403042E+0004  4.48063572263685E+0004  8.12309000000000E+0002
 3.60505966195310E+0004  4.62745535051808E+0004  7.29288000000000E+0002
 4.09957318835589E+0004  4.72735914257319E+0004  6.54751000000000E+0002
 4.60983473820147E+0004  4.77488952929892E+0004  5.87833000000000E+0002
 5.12441581547386E+0004  4.76735506043984E+0004  5.27754000000000E+0002
 5.63148831820060E+0004  4.70518598629967E+0004  4.73815000000000E+0002
 6.11988437473445E+0004  4.59188233910445E+0004  4.25390000000000E+0002
 6.58009593409316E+0004  4.43353368142162E+0004  3.81913000000000E+0002
 7.00484325281416E+0004  4.23807819585616E+0004  3.42880000000000E+0002
 7.38943917851265E+0004  4.01439197342179E+0004  3.07836000000000E+0002
 7.73168638586394E+0004  3.77145624671914E+0004  2.76374000000000E+0002
 8.03158977608758E+0004  3.51764912795847E+0004  2.48127000000000E+0002
 8.29083697929817E+0004  3.26031714425756E+0004  2.22768000000000E+0002
 8.51234518183010E+0004  3.00547717952834E+0004  2.00000000000000E+0002
