 5.41950953188257E-0001  9.65574581641194E+0001  1.00000000000000E+0006
 5.74968160963087E-0001  1.07549406969088E+0002  8.97795850000000E+0005
 6.15930492959936E-0001  1.19792647633269E+0002  8.06037390000000E+0005
 6.66749815124299E-0001  1.33429617653919E+0002  7.23657030000000E+0005
 7.29798055941916E-0001  1.48618968903732E+0002  6.49696280000000E+0005
 8.08017882011805E-0001  1.65537406171821E+0002  5.83294630000000E+0005
 9.05060084700859E-0001  1.84381752639573E+0002  5.23679490000000E+0005
 1.02545383543883E+0000  2.05371213455618E+0002  4.70157280000000E+0005
 1.17481821300319E+0000  2.28749954128626E+0002  4.22105260000000E+0005
 1.36012433166612E+0000  2.54789917688168E+0002  3.78964350000000E+0005
 1.59002059992801E+0000  2.83793978548079E+0002  3.40232620000000E+0005
 1.87523634533443E+0000  3.16099468827279E+0002  3.05459430000000E+0005
 2.22908223255005E+0000  3.52082069794914E+0002  2.74240210000000E+0005
 2.66807137461514E+0000  3.92160182441754E+0002  2.46211730000000E+0005
 3.21268989208406E+0000  4.36799789364708E+0002  2.21047870000000E+0005
 3.88835179827848E+0000  4.86519788041735E+0002  1.98455860000000E+0005
 4.72658431137878E+0000  5.41898004202248E+0002  1.78172850000000E+0005
 5.76649851344398E+0000  6.03577894118384E+0002  1.59962840000000E+0005
 7.05660963522743E+0000  6.72275783054082E+0002  1.43613980000000E+0005
 8.65710267861851E+0000  7.48789353668236E+0002  1.28936030000000E+0005
 1.06426271781161E+0001  8.34006332045408E+0002  1.15758240000000E+0005
 1.31057846470889E+0001  9.28915137474137E+0002  1.03927260000000E+0005
 1.61614183689236E+0001  1.03461530289950E+0003  9.33054660000000E+0004
 1.99519700477331E+0001  1.15233052623033E+0003  8.37692610000000E+0004
 2.46540820426801E+0001  1.28342179519044E+0003  7.52076950000000E+0004
 3.04867930878884E+0001  1.42940246271261E+0003  6.75211560000000E+0004
 3.77216786632714E+0001  1.59195455710801E+0003  6.06202140000000E+0004
 4.66954048046887E+0001  1.77294670207030E+0003  5.44245770000000E+0004
 5.78252496433302E+0001  1.97445345879699E+0003  4.88621590000000E+0004
 7.16282773586510E+0001  2.19877606221321E+0003  4.38682440000000E+0004
 8.87450274802766E+0001  2.44846484581183E+0003  3.93847280000000E+0004
 1.09968715342381E+0002  2.72634265612033E+0003  3.53594450000000E+0004
 1.36281166268995E+0002  3.03552888068435E+0003  3.17455630000000E+0004
 1.68897014107500E+0002  3.37946416121006E+0003  2.85010350000000E+0004
 2.09317871654700E+0002  3.76193414489682E+0003  2.55881110000000E+0004
 2.59398534493467E+0002  4.18709105366533E+0003  2.29729000000000E+0004
 3.21427655837233E+0002  4.65947161682665E+0003  2.06249740000000E+0004
 3.98225461608244E+0002  5.18400759590324E+0003  1.85170160000000E+0004
 4.93261541233474E+0002  5.76602604403251E+0003  1.66245010000000E+0004
 6.10795877229490E+0002  6.41123444977926E+0003  1.49254080000000E+0004
 7.56045355463544E+0002  7.12567999669782E+0003  1.33999690000000E+0004
 9.35378579292534E+0002  7.91567748670393E+0003  1.20304370000000E+0004
 1.15654014363947E+0003  8.78769367222508E+0003  1.08008760000000E+0004
 1.42890060989262E+0003  9.74816356499114E+0003  9.69698200000000E+0003
 1.76372967346404E+0003  1.08032332009430E+0004  8.70591000000000E+0003
 2.17447515039718E+0003  1.19583871291272E+0004  7.81613000000000E+0003
 2.67702978290976E+0003  1.32179507512929E+0004  7.01728900000000E+0003
 3.28994427628553E+0003  1.45844246327188E+0004  6.30009300000000E+0003
 4.03453521358515E+0003  1.60576392587414E+0004  5.65619700000000E+0003
 4.93480163286670E+0003  1.76337020347695E+0004  5.07811100000000E+0003
 6.01706355737730E+0003  1.93037817955488E+0004  4.55910700000000E+0003
 7.30916830726934E+0003  2.10527331148476E+0004  4.09314700000000E+0003
 8.83915815789018E+0003  2.28577320626292E+0004  3.67481000000000E+0003
 1.06332662018606E+0004  2.46870944156395E+0004  3.29923000000000E+0003
 1.27132311248981E+0004  2.64996130211122E+0004  2.96203500000000E+0003
 1.50929426015328E+0004  2.82447128724930E+0004  2.65930200000000E+0003
 1.77747581039691E+0004  2.98638930165208E+0004  2.38751100000000E+0003
 2.07460942424346E+0004  3.12937770118470E+0004  2.14349700000000E+0003
 2.39767838993294E+0004  3.24706787268901E+0004  1.92442300000000E+0003
 2.74183679561967E+0004  3.33365425865400E+0004  1.72773900000000E+0003
 3.10056447564881E+0004  3.38452779256618E+0004  1.55115700000000E+0003
 3.46609286132193E+0004  3.39684401471451E+0004  1.39262200000000E+0003
 3.83004121923663E+0004  3.36989870067625E+0004  1.25029000000000E+0003
 4.18417300993712E+0004  3.30522437537141E+0004  1.12250500000000E+0003
 4.52111892729688E+0004  3.20638331239634E+0004  1.00778100000000E+0003
 4.83495597335986E+0004  3.07850306498103E+0004  9.04781000000000E+0002
 5.12151056179557E+0004  2.92767682969110E+0004  8.12309000000000E+0002
 5.37844818763487E+0004  2.76032372829252E+0004  7.29288000000000E+0002
 5.60510844099681E+0004  2.58264244144626E+0004  6.54751000000000E+0002
 5.80219612994604E+0004  2.40021733837203E+0004  5.87833000000000E+0002
 5.97143968948616E+0004  2.21776165577091E+0004  5.27754000000000E+0002
 6.11521667543006E+0004  2.03903655051453E+0004  4.73815000000000E+0002
 6.23624249203346E+0004  1.86687260102033E+0004  4.25390000000000E+0002
 6.33734014742299E+0004  1.70324026705435E+0004  3.81913000000000E+0002
 6.42124502330263E+0004  1.54940833696306E+0004  3.42880000000000E+0002
 6.49051074365994E+0004  1.40605659633588E+0004  3.07836000000000E+0002
 6.54743806129621E+0004  1.27342428615871E+0004  2.76374000000000E+0002
 6.59405651803370E+0004  1.15141333330866E+0004  2.48127000000000E+0002
 6.63211717417460E+0004  1.03970366779565E+0004  2.22768000000000E+0002
 6.66311790405504E+0004  9.37804010912801E+0003  2.00000000000000E+0002
