N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 3.162E+16 340 2.400E-4 1.222252550E+00 1.276192107E+00
1.468000E+10 3.162E+16 340 2.400E-4 1.237298743E+00 1.276548779E+00
2.154000E+10 3.162E+16 340 2.400E-4 1.249015802E+00 1.277061699E+00
3.162000E+10 3.162E+16 340 2.400E-4 1.258034582E+00 1.277792702E+00
4.642000E+10 3.162E+16 340 2.400E-4 1.265054968E+00 1.278821169E+00
6.813000E+10 3.162E+16 340 2.400E-4 1.270734701E+00 1.280242294E+00
1.000000E+11 3.162E+16 340 2.400E-4 1.275638507E+00 1.282158663E+00
1.468000E+11 3.162E+16 340 2.400E-4 1.280214751E+00 1.284660845E+00
2.154000E+11 3.162E+16 340 2.400E-4 1.284779172E+00 1.287797919E+00
3.162000E+11 3.162E+16 340 2.400E-4 1.289501651E+00 1.291546009E+00
4.642000E+11 3.162E+16 340 2.400E-4 1.294409088E+00 1.295793465E+00
6.813000E+11 3.162E+16 340 2.400E-4 1.299418258E+00 1.300359060E+00
1.000000E+12 3.162E+16 340 2.400E-4 1.304394766E+00 1.305039642E+00
1.468000E+12 3.162E+16 340 2.400E-4 1.309607068E+00 1.310054059E+00
2.154000E+12 3.162E+16 340 2.400E-4 1.314323639E+00 1.314642090E+00
3.162000E+12 3.162E+16 340 2.400E-4 1.318515299E+00 1.318748262E+00
4.642000E+12 3.162E+16 340 2.400E-4 1.322575628E+00 1.322750871E+00
6.813000E+12 3.162E+16 340 2.400E-4 1.326420557E+00 1.326553940E+00
1.000000E+13 3.162E+16 340 2.400E-4 1.330158480E+00 1.330261686E+00
