N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 3.162E+16 340 2.400E-4 1.202286489E+00 1.247486737E+00
1.468000E+10 3.162E+16 340 2.400E-4 1.210785439E+00 1.247854569E+00
2.154000E+10 3.162E+16 340 2.400E-4 1.220753428E+00 1.248704309E+00
3.162000E+10 3.162E+16 340 2.400E-4 1.231629999E+00 1.250180822E+00
4.642000E+10 3.162E+16 340 2.400E-4 1.238108441E+00 1.252122669E+00
6.813000E+10 3.162E+16 340 2.400E-4 1.245024064E+00 1.254755669E+00
1.000000E+11 3.162E+16 340 2.400E-4 1.252153556E+00 1.258292809E+00
1.468000E+11 3.162E+16 340 2.400E-4 1.258582155E+00 1.263082006E+00
2.154000E+11 3.162E+16 340 2.400E-4 1.265564653E+00 1.268551873E+00
3.162000E+11 3.162E+16 340 2.400E-4 1.272166280E+00 1.273988532E+00
4.642000E+11 3.162E+16 340 2.400E-4 1.279282735E+00 1.280492201E+00
6.813000E+11 3.162E+16 340 2.400E-4 1.287443516E+00 1.288279352E+00
1.000000E+12 3.162E+16 340 2.400E-4 1.292933149E+00 1.293480765E+00
1.468000E+12 3.162E+16 340 2.400E-4 1.300469960E+00 1.300827374E+00
2.154000E+12 3.162E+16 340 2.400E-4 1.304418978E+00 1.304654677E+00
3.162000E+12 3.162E+16 340 2.400E-4 1.309383906E+00 1.309553244E+00
4.642000E+12 3.162E+16 340 2.400E-4 1.313881069E+00 1.314005442E+00
6.813000E+12 3.162E+16 340 2.400E-4 1.318016160E+00 1.318109829E+00
1.000000E+13 3.162E+16 340 2.400E-4 1.321856208E+00 1.321927199E+00
