fname time Tem kT_1 Voc Isc Pm Vm Im FF rmsre 
00L1 27316 299.56 38.704 3.830835724E-01 1.437763547E-04 3.930401208E-05 3.101396931E-01 1.268526104E-04 7.136017191E-01 0.000000000E+00 
00L2 27478 299.63 38.695 3.825677940E-01 1.437782178E-04 3.926951708E-05 3.100615387E-01 1.267795768E-04 7.139274124E-01 0.000000000E+00 
00L3 27576 299.67 38.69 3.825799629E-01 1.434000000E-04 3.913056561E-05 3.089725719E-01 1.267762521E-04 7.132548826E-01 0.000000000E+00 
00L4 27678 299.74 38.681 3.822077621E-01 1.432782178E-04 3.901870425E-05 3.094347334E-01 1.262247303E-04 7.125136183E-01 0.000000000E+00 
00L5 27780 299.82 38.671 3.808656662E-01 1.434658416E-04 3.899356850E-05 3.093198103E-01 1.261899756E-04 7.136292575E-01 0.000000000E+00 
00L6 27882 299.84 38.668 3.817856323E-01 1.437772277E-04 3.905991019E-05 3.089086697E-01 1.265755791E-04 7.115764302E-01 0.000000000E+00 
00L7 28038 299.93 38.656 3.640913490E-01 1.036783251E-04 2.642174652E-05 2.925349743E-01 9.040148475E-05 6.999438291E-01 0.000000000E+00 
00L8 28206 299.78 38.676 3.642694702E-01 1.038892683E-04 2.654075588E-05 2.925357470E-01 9.080459576E-05 7.013258163E-01 0.000000000E+00 
00L9 28306 299.83 38.669 3.645199455E-01 1.044771144E-04 2.659374160E-05 2.927023497E-01 9.093600032E-05 6.982918585E-01 0.000000000E+00 
0L10 28410 299.87 38.664 3.645721214E-01 1.044810945E-04 2.669722847E-05 2.930707067E-01 9.117456636E-05 7.008821656E-01 0.000000000E+00 
0L11 28500 299.91 38.659 3.648685333E-01 1.043111801E-04 2.666147187E-05 2.929126942E-01 9.110316467E-05 7.005140521E-01 0.000000000E+00 
0L12 28606 299.94 38.655 3.649392067E-01 1.046000000E-04 2.673689609E-05 2.932821030E-01 9.124485003E-05 7.004203895E-01 0.000000000E+00 
0L13 28700 299.95 38.654 3.650437660E-01 1.048000000E-04 2.683540843E-05 2.930316034E-01 9.166188950E-05 7.014585136E-01 0.000000000E+00 
0L14 28796 299.94 38.655 3.652252762E-01 1.047898990E-04 2.682762832E-05 2.932823418E-01 9.155694431E-05 7.009741988E-01 0.000000000E+00 
0L15 28896 299.96 38.652 3.651878891E-01 1.051193939E-04 2.681739189E-05 2.932672155E-01 9.153053635E-05 6.985818916E-01 0.000000000E+00 
0L16 28996 299.97 38.651 3.657452354E-01 1.054884058E-04 2.700064827E-05 2.939775932E-01 9.192660725E-05 6.998271468E-01 0.000000000E+00 
0L17 29094 299.97 38.651 3.659355927E-01 1.055783251E-04 2.707217925E-05 2.936150133E-01 9.228870516E-05 7.007188420E-01 0.000000000E+00 
0L18 29204 299.98 38.65 3.660851997E-01 1.054000000E-04 2.707117281E-05 2.941545805E-01 9.211212805E-05 7.015914518E-01 0.000000000E+00 
0L19 29294 299.97 38.651 3.662512726E-01 1.055896040E-04 2.709863873E-05 2.945617908E-01 9.207556343E-05 7.007242894E-01 0.000000000E+00 
0L20 29392 299.98 38.65 3.664928673E-01 1.061285784E-04 2.722063241E-05 2.943431932E-01 9.256161152E-05 6.998425392E-01 0.000000000E+00 
0L21 29494 299.98 38.65 3.666811256E-01 1.059887255E-04 2.727855609E-05 2.947660122E-01 9.262156499E-05 7.018966228E-01 0.000000000E+00 
0L22 29586 299.99 38.649 3.666934853E-01 1.058887255E-04 2.722075523E-05 2.942685001E-01 9.258689871E-05 7.010471934E-01 0.000000000E+00 
0L23 29688 299.98 38.65 3.668329231E-01 1.063887255E-04 2.730352275E-05 2.948925001E-01 9.266775370E-05 6.996080071E-01 0.000000000E+00 
0L24 29796 299.98 38.65 3.619417282E-01 1.065895522E-04 2.733331171E-05 2.938816662E-01 9.308541513E-05 7.084985415E-01 0.000000000E+00 
0L25 29890 300 38.647 3.658735443E-01 1.065891626E-04 2.734835442E-05 2.943285582E-01 9.299191079E-05 7.012730382E-01 0.000000000E+00 
0L26 29992 299.97 38.651 3.657114937E-01 1.063891626E-04 2.735487894E-05 2.941004967E-01 9.309125944E-05 7.030703725E-01 0.000000000E+00 
0L27 30082 299.97 38.651 3.657725800E-01 1.069896040E-04 2.741820686E-05 2.939901939E-01 9.334247512E-05 7.006261185E-01 0.000000000E+00 
0L28 30182 300 38.647 3.658994286E-01 1.069783251E-04 2.744699458E-05 2.940955177E-01 9.340583260E-05 7.011925143E-01 0.000000000E+00 
0L29 30288 299.98 38.65 3.659032684E-01 1.070661765E-04 2.746712370E-05 2.944670235E-01 9.335326763E-05 7.011236247E-01 0.000000000E+00 
0L30 30380 299.98 38.65 3.658730621E-01 1.068891626E-04 2.744578339E-05 2.938450716E-01 9.348354474E-05 7.017970232E-01 0.000000000E+00 
0L31 30484 299.99 38.649 3.660328682E-01 1.075891089E-04 2.762311528E-05 2.941077736E-01 9.400051173E-05 7.014298769E-01 0.000000000E+00 
0L32 30584 299.98 38.65 3.660686127E-01 1.074000000E-04 2.762473796E-05 2.944469236E-01 9.389646482E-05 7.026376099E-01 0.000000000E+00 
0L33 30684 300 38.647 3.661290253E-01 1.073891626E-04 2.760139205E-05 2.944490608E-01 9.381646673E-05 7.019988017E-01 0.000000000E+00 
0L34 30776 299.99 38.649 3.657479546E-01 1.079783251E-04 2.770489884E-05 2.937466469E-01 9.440034573E-05 7.015167999E-01 0.000000000E+00 
0L35 30874 300 38.647 3.662626183E-01 1.080891089E-04 2.777224409E-05 2.948305244E-01 9.427025190E-05 7.015141596E-01 0.000000000E+00 
0L36 30970 299.98 38.65 3.662681526E-01 1.078000000E-04 2.773472170E-05 2.941300255E-01 9.437461964E-05 7.024345967E-01 0.000000000E+00 
0L37 31080 300.01 38.646 3.663663605E-01 1.080783251E-04 2.779104557E-05 2.947707771E-01 9.435353012E-05 7.018603203E-01 0.000000000E+00 
0L38 31170 299.97 38.651 3.664928680E-01 1.085891626E-04 2.792414189E-05 2.945334799E-01 9.488579599E-05 7.016617859E-01 0.000000000E+00 
0L39 31276 300 38.647 3.665434174E-01 1.083783251E-04 2.789704873E-05 2.945833189E-01 9.477815504E-05 7.022478228E-01 0.000000000E+00 
0L40 31368 299.98 38.65 3.665218414E-01 1.084891089E-04 2.788434922E-05 2.943855217E-01 9.479915160E-05 7.012526431E-01 0.000000000E+00 
0L41 31470 299.99 38.649 3.666024406E-01 1.088891626E-04 2.799861218E-05 2.950297203E-01 9.497193234E-05 7.013850348E-01 0.000000000E+00 
0L42 31566 300.01 38.646 3.684741547E-01 1.089783251E-04 2.809494471E-05 2.952583845E-01 9.522323153E-05 6.996502949E-01 0.000000000E+00 
0L43 31668 300 38.647 3.667697014E-01 1.088891626E-04 2.805967286E-05 2.945670616E-01 9.533518685E-05 7.025940927E-01 0.000000000E+00 
0L44 31776 299.99 38.649 3.667561729E-01 1.091000000E-04 2.803367825E-05 2.949259666E-01 9.512649039E-05 7.006125326E-01 0.000000000E+00 
0L45 31870 300.02 38.645 3.668607109E-01 1.093783251E-04 2.819900730E-05 2.952733055E-01 9.557241577E-05 7.027507986E-01 0.000000000E+00 
0L46 31966 300.01 38.646 3.668727386E-01 1.093891626E-04 2.818150201E-05 2.947490227E-01 9.568935919E-05 7.022219445E-01 0.000000000E+00 
0L47 32068 300.01 38.646 3.668579437E-01 1.093792079E-04 2.818943035E-05 2.955544243E-01 9.544424374E-05 7.025117593E-01 0.000000000E+00 
0L48 32162 300 38.647 3.670744728E-01 1.099792079E-04 2.834651416E-05 2.957939623E-01 9.589606641E-05 7.021580657E-01 0.000000000E+00 
0L49 32262 300 38.647 3.670389961E-01 1.096891626E-04 2.831825750E-05 2.952035616E-01 9.599900275E-05 7.033809425E-01 0.000000000E+00 
