N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe
1.000000E+10 1.000E+17 295 1.800E-4 2.453325E-1 2.417440E+1 4.908890E-1 8.029310E+1
1.468000E+10 1.000E+17 295 1.800E-4 2.449213E-1 2.413020E+1 4.908260E-1 8.029130E+1
2.154000E+10 1.000E+17 295 1.800E-4 2.443223E-1 2.406590E+1 4.907340E-1 8.028860E+1
3.162000E+10 1.000E+17 295 1.800E-4 2.434533E-1 2.397260E+1 4.906000E-1 8.028470E+1
4.642000E+10 1.000E+17 295 1.800E-4 2.421990E-1 2.383800E+1 4.904060E-1 8.027900E+1
6.813000E+10 1.000E+17 295 1.800E-4 2.404022E-1 2.364520E+1 4.901270E-1 8.027070E+1
1.000000E+11 1.000E+17 295 1.800E-4 2.378555E-1 2.337220E+1 4.897110E-1 8.026170E+1
1.468000E+11 1.000E+17 295 1.800E-4 2.342998E-1 2.299150E+1 4.891150E-1 8.025020E+1
2.154000E+11 1.000E+17 295 1.800E-4 2.294361E-1 2.247150E+1 4.882930E-1 8.023270E+1
3.162000E+11 1.000E+17 295 1.800E-4 2.229630E-1 2.176850E+1 4.871850E-1 8.016080E+1
4.642000E+11 1.000E+17 295 1.800E-4 2.146454E-1 2.088410E+1 4.857340E-1 8.012290E+1
6.813000E+11 1.000E+17 295 1.800E-4 2.044039E-1 1.980030E+1 4.838970E-1 8.007360E+1
1.000000E+12 1.000E+17 295 1.800E-4 1.923900E-1 1.853540E+1 4.816520E-1 8.001040E+1
1.468000E+12 1.000E+17 295 1.800E-4 1.789884E-1 1.713170E+1 4.789300E-1 7.994020E+1
2.154000E+12 1.000E+17 295 1.800E-4 1.647251E-1 1.563610E+1 4.757270E-1 7.981270E+1
3.162000E+12 1.000E+17 295 1.800E-4 1.501234E-1 1.412600E+1 4.721920E-1 7.971030E+1
4.642000E+12 1.000E+17 295 1.800E-4 1.355996E-1 1.263510E+1 4.682100E-1 7.960480E+1
6.813000E+12 1.000E+17 295 1.800E-4 1.214474E-1 1.118520E+1 4.637970E-1 7.943060E+1
1.000000E+13 1.000E+17 295 1.800E-4 1.078804E-1 9.815800E+0 4.590200E-1 7.928870E+1
1.468000E+13 1.000E+17 295 1.800E-4 9.506993E-2 8.528500E+0 4.537280E-1 7.908560E+1
2.154000E+13 1.000E+17 295 1.800E-4 8.315544E-2 7.350500E+0 4.480600E-1 7.891330E+1
3.162000E+13 1.000E+17 295 1.800E-4 7.223669E-2 6.278400E+0 4.419650E-1 7.866160E+1
4.642000E+13 1.000E+17 295 1.800E-4 6.236816E-2 5.326500E+0 4.354100E-1 7.845830E+1
6.813000E+13 1.000E+17 295 1.800E-4 5.356068E-2 4.485000E+0 4.285400E-1 7.815950E+1
1.000000E+14 1.000E+17 295 1.800E-4 4.578826E-2 3.753600E+0 4.212780E-1 7.783630E+1
