fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_340 001_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.623238953E-13 1.000000000E+20 1.208593799E+00 2.106803696E-14 6.928240566E-05 
001_340_SRH 001_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.187582344E-13 1.000000000E+20 1.241155950E+00 1.896715923E-14 1.450476795E-04 
002_340 002_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.170352543E-13 1.000000000E+20 1.220972317E+00 2.986049875E-14 8.307030488E-05 
002_340_SRH 002_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.736476230E-13 1.000000000E+20 1.241275719E+00 2.783058884E-14 1.439833743E-04 
003_340 003_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.964234376E-13 1.000000000E+20 1.227470596E+00 4.282919819E-14 9.392525762E-05 
003_340_SRH 003_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.534617793E-13 1.000000000E+20 1.241449440E+00 4.082971523E-14 1.425360867E-04 
004_340 004_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.113440956E-13 1.000000000E+20 1.232016183E+00 6.186232595E-14 1.029805612E-04 
004_340_SRH 004_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.690253355E-13 1.000000000E+20 1.241700314E+00 5.988746581E-14 1.406546900E-04 
005_340 005_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.767211169E-13 1.000000000E+20 1.235398933E+00 8.976391137E-14 1.099530692E-04 
005_340_SRH 005_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.353312641E-13 1.000000000E+20 1.242059683E+00 8.781375433E-14 1.384011871E-04 
006_340 006_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.126612954E-13 1.000000000E+20 1.238014444E+00 1.306302296E-13 1.149897235E-04 
006_340_SRH 006_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 7.726567013E-13 1.000000000E+20 1.242886000E+00 1.286713062E-13 1.361077204E-04 
007_340 007_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.245712844E-12 1.000000000E+20 1.241800885E+00 1.901436264E-13 1.187916920E-04 
007_340_SRH 007_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.107635581E-12 1.000000000E+20 1.245448779E+00 1.881802847E-13 1.341725312E-04 
008_340 008_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.708242542E-12 1.000000000E+20 1.247183263E+00 2.769130835E-13 1.221687716E-04 
008_340_SRH 008_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.572771852E-12 1.000000000E+20 1.250291211E+00 2.751079280E-13 1.332041926E-04 
009_340 009_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.337248709E-12 1.000000000E+20 1.256044324E+00 4.039186007E-13 1.274282993E-04 
009_340_SRH 009_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.205010942E-12 1.000000000E+20 1.257820461E+00 4.021329923E-13 1.356302195E-04 
010_340 010_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.166760626E-12 1.000000000E+20 1.260707646E+00 5.884836608E-13 1.340898819E-04 
010_340_SRH 010_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.038713700E-12 1.000000000E+20 1.261795905E+00 5.868234388E-13 1.400340779E-04 
011_340 011_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.226031243E-12 1.000000000E+20 1.264382401E+00 8.576911691E-13 1.466206638E-04 
011_340_SRH 011_340_srh.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.103277181E-12 1.000000000E+20 1.265177884E+00 8.560847087E-13 1.513036345E-04 
012_340 012_340.dat 340 34.1 1.000000000E+00 1.000000000E+00 0.000000000E+00 5.536985199E-12 1.000000000E+20 1.271049930E+00 1.248481768E-12 1.699987089E-04 
