T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.323026443E+00 1.247149034E+00 7.587740900E-02 1.308983920E+00 1.245702188E+00 6.328173200E-02 1.404252300E-02 1.446846000E-03
295 1.322148191E+00 1.249429676E+00 7.271851500E-02 1.309352961E+00 1.248034227E+00 6.131873400E-02 1.279523000E-02 1.395449000E-03
300 1.322264986E+00 1.252080979E+00 7.018400700E-02 1.310718707E+00 1.250641018E+00 6.007768900E-02 1.154627900E-02 1.439961000E-03
305 1.323425047E+00 1.254522198E+00 6.890284900E-02 1.313040089E+00 1.253010021E+00 6.003006800E-02 1.038495800E-02 1.512177000E-03
310 1.325595354E+00 1.257190226E+00 6.840512800E-02 1.316204785E+00 1.255521304E+00 6.068348100E-02 9.390569000E-03 1.668922000E-03
315 1.328571665E+00 1.259550834E+00 6.902083100E-02 1.319942550E+00 1.257647057E+00 6.229549300E-02 8.629115000E-03 1.903777000E-03
320 1.332192560E+00 1.260766186E+00 7.142637400E-02 1.324044467E+00 1.258621499E+00 6.542296800E-02 8.148093000E-03 2.144687000E-03
325 1.336096646E+00 1.261713284E+00 7.438336200E-02 1.328118392E+00 1.259143481E+00 6.897491100E-02 7.978254000E-03 2.569803000E-03
330 1.340085372E+00 1.261638167E+00 7.844720500E-02 1.331944241E+00 1.258594796E+00 7.334944500E-02 8.141131000E-03 3.043371000E-03
335 1.344188621E+00 1.259741662E+00 8.444695900E-02 1.335542794E+00 1.256156823E+00 7.938597100E-02 8.645827000E-03 3.584839000E-03
340 1.347847189E+00 1.257440475E+00 9.040671400E-02 1.338351540E+00 1.253194718E+00 8.515682200E-02 9.495649000E-03 4.245757000E-03
