Name T I01med I01q25 I01q75 I01er n1med n1q25 n1q75 n1er Rsh1med Rsh1q25 Rsh1q75 Rsh1er I02med I02q25 I02q75 I02er n2med n2q25 n2q75 n2er Rsh2med Rsh2q25 Rsh2q75 Rsh2er Rsmed Rsq25 Rsq75 Rser Iphmed Iphq25 Iphq75 Ipher rmsremed rmsreq25 rmsreq75 
DE 300 8.477006757E-06 5.550000000E+02 5.297129223E+03 4.486071638E+00 5.550000000E+02 1.336495645E+00 1.997712682E+02 5.550000000E+02 5.142772762E-02 1.863459434E-04 5.550000000E+02 1.646621464E-01 4.745041016E+00 5.550000000E+02 1.471375529E+00 6.731710773E+01 5.550000000E+02 6.456994330E-01 1.764088632E+01 5.550000000E+02 6.079803040E-01 8.038155547E-03 5.550000000E+02 4.769443389E-03 3.439874996E-01 5.550000000E+02
EBLSHADE 300 1.596734057E-09 5.550000000E+02 2.041214241E-03 1.919732277E+00 5.550000000E+02 1.394390048E-04 1.899984964E+02 5.550000000E+02 7.913588164E-06 1.599035234E-04 5.550000000E+02 6.029784617E-04 1.919363414E+00 5.550000000E+02 3.315551544E-04 1.899513529E+02 5.550000000E+02 2.560373277E-04 4.500918843E+01 5.550000000E+02 2.041874121E-04 8.000114643E-03 5.550000000E+02 1.433042760E-05 1.118034352E-01 5.550000000E+02
ADELI 300 1.596734055E-09 5.550000000E+02 2.041215747E-03 1.919732277E+00 5.550000000E+02 1.394391067E-04 1.899984964E+02 5.550000000E+02 7.913644832E-06 1.599035240E-04 5.550000000E+02 6.029752856E-04 1.919363417E+00 5.550000000E+02 3.315536976E-04 1.899513532E+02 5.550000000E+02 2.560359534E-04 4.500918841E+01 5.550000000E+02 2.041869240E-04 8.000114643E-03 5.550000000E+02 1.433042910E-05 1.118034352E-01 5.550000000E+02
NDE 300 1.596261375E-09 5.550000000E+02 2.336640660E-03 1.919694843E+00 5.550000000E+02 1.589357202E-04 1.899964724E+02 5.550000000E+02 1.856654093E-05 1.597954485E-04 5.550000000E+02 1.278446984E-03 1.918779700E+00 5.550000000E+02 6.355726870E-04 1.898960695E+02 5.550000000E+02 5.470026220E-04 4.501393770E+01 5.550000000E+02 3.097266982E-04 8.000171257E-03 5.550000000E+02 2.140714330E-05 1.118034350E-01 5.550000000E+02
MABC 300 4.247834442E-06 5.550000000E+02 2.653896526E+03 4.123108458E+00 5.550000000E+02 1.147452322E+00 2.704369587E+02 5.550000000E+02 4.233524140E-01 2.250955648E-04 5.550000000E+02 4.068472797E-01 3.572941033E+00 5.550000000E+02 8.609067882E-01 2.175909808E+02 5.550000000E+02 1.452156884E-01 1.629469520E+00 5.550000000E+02 9.637895662E-01 6.858532583E-03 5.550000000E+02 1.426834271E-01 1.122739221E-01 5.550000000E+02
TLBO 300 1.596734050E-09 5.550000000E+02 2.041218845E-03 1.919732277E+00 5.550000000E+02 1.394393116E-04 1.899984964E+02 5.550000000E+02 7.913879779E-06 1.599035245E-04 5.550000000E+02 6.029716291E-04 1.919363420E+00 5.550000000E+02 3.315521215E-04 1.899513535E+02 5.550000000E+02 2.560341996E-04 4.500918839E+01 5.550000000E+02 2.041864557E-04 8.000114644E-03 5.550000000E+02 1.433048962E-05 1.118034352E-01 5.550000000E+02
GOTLBO 300 8.069790694E-07 5.550000000E+02 5.033619183E+02 2.721477149E+01 5.550000000E+02 1.317436015E+01 4.285883212E+01 5.550000000E+02 7.744271994E-01 2.816410540E-05 5.550000000E+02 8.239743412E-01 3.758272492E+01 5.550000000E+02 1.857433590E+01 5.991736709E+01 5.550000000E+02 6.846454364E-01 1.359768432E+01 5.550000000E+02 6.978292372E-01 1.717794606E-02 5.550000000E+02 1.147243258E+00 8.545818336E-01 5.550000000E+02
STLBO 300 1.596734813E-09 5.550000000E+02 2.040742001E-03 1.919732338E+00 5.550000000E+02 1.394071150E-04 1.899985007E+02 5.550000000E+02 7.890876165E-06 1.599034126E-04 5.550000000E+02 6.036713463E-04 1.919362729E+00 5.550000000E+02 3.319117835E-04 1.899513032E+02 5.550000000E+02 2.562987857E-04 4.500919435E+01 5.550000000E+02 2.043189104E-04 8.000114619E-03 5.550000000E+02 1.432733500E-05 1.118034352E-01 5.550000000E+02
PSO 300 1.000000000E-16 5.550000000E+02 9.999999375E-01 4.913098815E+01 5.550000000E+02 2.458905633E+01 1.843037408E+01 5.550000000E+02 9.029980312E-01 1.000000000E-10 5.550000000E+02 9.999993750E-01 5.000000000E+01 5.550000000E+02 2.504166667E+01 9.533071413E+01 5.550000000E+02 4.982593993E-01 2.483303359E+00 5.550000000E+02 9.448154809E-01 3.994201789E-02 5.550000000E+02 3.992752236E+00 8.543784071E-01 5.550000000E+02
IJAYA 300 1.324987922E-04 5.550000000E+02 8.281074514E+04 7.534802216E+00 5.550000000E+02 2.924376154E+00 5.097845835E+02 5.550000000E+02 1.683076755E+00 2.036835572E-04 5.550000000E+02 2.730222327E-01 2.312477033E+00 5.550000000E+02 2.044151212E-01 8.055451338E+01 5.550000000E+02 5.760288769E-01 1.371385233E+01 5.550000000E+02 6.952477260E-01 6.609036074E-03 5.550000000E+02 1.738704907E-01 1.411074043E-01 5.550000000E+02
ISCA 300 5.077393637E-05 5.550000000E+02 3.173271023E+04 8.178097916E+00 5.550000000E+02 3.259425998E+00 1.255705635E+02 5.550000000E+02 3.391022975E-01 1.635497965E-05 5.550000000E+02 8.977813772E-01 5.818468138E+00 5.550000000E+02 2.030452155E+00 1.894096600E+01 5.550000000E+02 9.003107053E-01 4.630318473E+00 5.550000000E+02 8.971040339E-01 7.186678487E-03 5.550000000E+02 1.016651892E-01 4.725312930E-01 5.550000000E+02
NNA 300 3.485674282E-15 5.550000000E+02 9.999978215E-01 6.243062677E+00 5.550000000E+02 2.251595144E+00 6.422813830E+01 5.550000000E+02 6.619571669E-01 3.699917802E-07 5.550000000E+02 9.976875514E-01 3.714196558E+00 5.550000000E+02 9.344773738E-01 5.133033174E+01 5.550000000E+02 7.298403592E-01 3.177535065E-01 5.550000000E+02 9.929388110E-01 1.143506511E-02 5.550000000E+02 4.293831390E-01 8.647677164E-01 5.550000000E+02
