Name T I01 I01tr n1 n1tr Rsh1 Rsh1tr I02 I02tr n2 n2tr Rsh2 Rsh2tr Rs Rstr Iph Iphtr rmsre
DE 300 1.261600484E-09 1.600000000E-09 1.770536790E+00 1.920000000E+00 1.897791411E+02 1.900000000E+02 3.308732853E-05 1.600000000E-04 1.962092291E+01 1.920000000E+00 7.946332526E+01 1.900000000E+02 2.889741385E+00 4.500000000E+01 8.235975570E-03 8.000000000E-03 1.182750306E-01
DE 300 1.099354486E-07 1.600000000E-09 2.598369384E+00 1.920000000E+00 3.186483336E+02 1.900000000E+02 7.151701642E-04 1.600000000E-04 4.881591393E+00 1.920000000E+00 1.097564613E+02 1.900000000E+02 3.012819620E+01 4.500000000E+01 6.926419198E-03 8.000000000E-03 3.459240681E-01
DE 300 2.407772399E-09 1.600000000E-09 1.923039070E+00 1.920000000E+00 1.630330513E+02 1.900000000E+02 1.754674140E-06 1.600000000E-04 1.601447591E+01 1.920000000E+00 8.096634805E+01 1.900000000E+02 1.078218842E-01 4.500000000E+01 8.627641042E-03 8.000000000E-03 1.196309706E-01
DE 300 8.889240013E-06 1.600000000E-09 4.287091313E+00 1.920000000E+00 2.468916790E+02 1.900000000E+02 1.834772855E-10 1.600000000E-04 4.977198843E+01 1.920000000E+00 6.706777287E+01 1.900000000E+02 9.366141311E-01 4.500000000E+01 7.777136728E-03 8.000000000E-03 3.258446578E-01
DE 300 5.582990372E-08 1.600000000E-09 2.462511810E+00 1.920000000E+00 1.729448018E+02 1.900000000E+02 9.983628642E-06 1.600000000E-04 1.312104091E+00 1.920000000E+00 5.514385453E+01 1.900000000E+02 2.447768794E+01 4.500000000E+01 7.701287308E-03 8.000000000E-03 1.790572717E-01
DE 300 3.580880872E-06 1.600000000E-09 3.923357094E+00 1.920000000E+00 2.995907457E+02 1.900000000E+02 6.314125069E-05 1.600000000E-04 1.453053306E+00 1.920000000E+00 8.821892828E+01 1.900000000E+02 4.141588104E+01 4.500000000E+01 7.265673982E-03 8.000000000E-03 1.733861775E-01
DE 300 1.734371246E-09 1.600000000E-09 1.859360594E+00 1.920000000E+00 2.568880574E+02 1.900000000E+02 4.040501551E-04 1.600000000E-04 1.592354608E+01 1.920000000E+00 9.731434803E+01 1.900000000E+02 3.902154876E-01 4.500000000E+01 7.569087964E-03 8.000000000E-03 1.526412393E-01
DE 300 1.438932326E-08 1.600000000E-09 2.220736266E+00 1.920000000E+00 1.217505471E+02 1.900000000E+02 6.083386979E-04 1.600000000E-04 1.122238609E+00 1.920000000E+00 1.592788542E+03 1.900000000E+02 7.387848025E+01 4.500000000E+01 1.024915633E-02 8.000000000E-03 5.019190913E-01
DE 300 2.931147352E-10 1.600000000E-09 1.679728506E+00 1.920000000E+00 1.735847297E+02 1.900000000E+02 4.821254229E-03 1.600000000E-04 5.141270066E+00 1.920000000E+00 1.408127658E+01 1.900000000E+02 7.582915720E+01 4.500000000E+01 8.550974956E-03 8.000000000E-03 1.162684791E-01
DE 300 6.358715434E-08 1.600000000E-09 2.465271237E+00 1.920000000E+00 1.698357463E+02 1.900000000E+02 1.934973359E-04 1.600000000E-04 3.369982417E+01 1.920000000E+00 7.792989156E+01 1.900000000E+02 8.712438925E-01 4.500000000E+01 8.466267511E-03 8.000000000E-03 1.599672535E-01
