N_Fe Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
1.000000000E+01 1.058657734E+00 1.023715064E+00 1.010960546E+00 1.007064758E+00 1.162820345E+00 1.223508958E+00 1.238855429E+00 1.237328030E+00 1.224503611E+00
1.016672606E+01 1.061303140E+00 1.024925039E+00 1.011693547E+00 1.007746014E+00 1.167463164E+00 1.233221871E+00 1.253965091E+00 1.258611048E+00 1.252201292E+00
1.033324570E+01 1.063190500E+00 1.025794680E+00 1.012249267E+00 1.008305177E+00 1.171071407E+00 1.240498403E+00 1.265532502E+00 1.275536310E+00 1.275381533E+00
1.049996187E+01 1.064442374E+00 1.026374431E+00 1.012648963E+00 1.008744314E+00 1.174074944E+00 1.245943812E+00 1.274205751E+00 1.288551133E+00 1.293888760E+00
1.066670514E+01 1.065162318E+00 1.026709346E+00 1.012918221E+00 1.009079097E+00 1.176863727E+00 1.250107295E+00 1.280660649E+00 1.298356055E+00 1.308187200E+00
1.083333839E+01 1.065418437E+00 1.026830426E+00 1.013080222E+00 1.009331430E+00 1.179802291E+00 1.253459943E+00 1.285506304E+00 1.305687774E+00 1.319030071E+00
1.100000000E+01 1.065236405E+00 1.026751220E+00 1.013152735E+00 1.009554512E+00 1.183249066E+00 1.256399889E+00 1.289256206E+00 1.311208940E+00 1.327215031E+00
1.116672606E+01 1.064597610E+00 1.026467910E+00 1.013148034E+00 1.017472564E+00 1.187566550E+00 1.259265162E+00 1.292331431E+00 1.315474483E+00 1.333457459E+00
1.133324570E+01 1.063440882E+00 1.025962599E+00 1.013075238E+00 1.028526618E+00 1.193107065E+00 1.262339990E+00 1.295072763E+00 1.318935470E+00 1.338351540E+00
1.149996187E+01 1.061669884E+00 1.025211404E+00 1.012945332E+00 1.043434475E+00 1.200157359E+00 1.265845617E+00 1.297748975E+00 1.321952293E+00 1.342374827E+00
1.166670514E+01 1.059172250E+00 1.024200490E+00 1.012779508E+00 1.062679301E+00 1.208833139E+00 1.269912106E+00 1.300556253E+00 1.324803752E+00 1.345903149E+00
1.183333839E+01 1.055859959E+00 1.022952950E+00 1.012620659E+00 1.086114091E+00 1.218945833E+00 1.274541768E+00 1.303610532E+00 1.327689204E+00 1.349220439E+00
1.200000000E+01 1.051739610E+00 1.021564053E+00 1.012544847E+00 1.112543829E+00 1.229923748E+00 1.279593308E+00 1.306943196E+00 1.330728365E+00 1.352523105E+00
1.216672606E+01 1.047009122E+00 1.020229418E+00 1.012664860E+00 1.139660047E+00 1.240907262E+00 1.284821132E+00 1.310512930E+00 1.333966799E+00 1.355926362E+00
1.233324570E+01 1.042144755E+00 1.019234325E+00 1.013116390E+00 1.164722097E+00 1.251051440E+00 1.289969648E+00 1.314236975E+00 1.337393414E+00 1.359479274E+00
1.249996187E+01 1.037898369E+00 1.018879653E+00 1.014026918E+00 1.185760364E+00 1.259860205E+00 1.294866275E+00 1.318028811E+00 1.340967574E+00 1.363188631E+00
1.266670514E+01 1.035108423E+00 1.019370436E+00 1.050851373E+00 1.202325664E+00 1.267291860E+00 1.299451154E+00 1.321824777E+00 1.344646808E+00 1.367044504E+00
1.283333839E+01 1.034335247E+00 1.020753208E+00 1.079715614E+00 1.215173678E+00 1.273593417E+00 1.303744504E+00 1.325594472E+00 1.348406010E+00 1.371039706E+00
1.300000000E+01 1.035582973E+00 1.022957882E+00 1.101939100E+00 1.225392949E+00 1.279069280E+00 1.307801963E+00 1.329339983E+00 1.352244483E+00 1.375178801E+00
