T Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.500000000E+01 1.195977785E+00 1.198195116E+00 -2.217331000E-03 1.194603121E+00 1.194334773E+00 2.683480000E-04 1.374664000E-03 3.860343000E-03
290 1.524993176E+01 1.214783679E+00 1.201986239E+00 1.279744000E-02 1.212072919E+00 1.196810289E+00 1.526263000E-02 2.710760000E-03 5.175950000E-03
290 1.549996187E+01 1.227006797E+00 1.205151623E+00 2.185517400E-02 1.222096082E+00 1.198534586E+00 2.356149600E-02 4.910715000E-03 6.617037000E-03
290 1.574996808E+01 1.238476817E+00 1.211731597E+00 2.674522000E-02 1.229990948E+00 1.203785647E+00 2.620530100E-02 8.485869000E-03 7.945950000E-03
290 1.600000000E+01 1.250516736E+00 1.216158164E+00 3.435857200E-02 1.236560334E+00 1.207373945E+00 2.918638900E-02 1.395640200E-02 8.784219000E-03
290 1.624993176E+01 1.263775981E+00 1.216181387E+00 4.759459400E-02 1.242078800E+00 1.206612494E+00 3.546630600E-02 2.169718100E-02 9.568893000E-03
290 1.649996187E+01 1.279426263E+00 1.215776594E+00 6.364966900E-02 1.247586118E+00 1.205030727E+00 4.255539100E-02 3.184014500E-02 1.074586700E-02
290 1.674996808E+01 1.297687720E+00 1.221048187E+00 7.663953300E-02 1.253230300E+00 1.208567411E+00 4.466288900E-02 4.445742000E-02 1.248077600E-02
290 1.700000000E+01 1.318961089E+00 1.233687450E+00 8.527363900E-02 1.259132370E+00 1.218432617E+00 4.069975300E-02 5.982871900E-02 1.525483300E-02
295 1.500000000E+01 1.182920164E+00 1.198007261E+00 -1.508709700E-02 1.181798095E+00 1.194511757E+00 -1.271366200E-02 1.122069000E-03 3.495504000E-03
295 1.524993176E+01 1.211654954E+00 1.202546524E+00 9.108430000E-03 1.209196027E+00 1.197833699E+00 1.136232800E-02 2.458927000E-03 4.712825000E-03
295 1.549996187E+01 1.227227815E+00 1.206569327E+00 2.065848800E-02 1.222742864E+00 1.200344338E+00 2.239852600E-02 4.484951000E-03 6.224989000E-03
295 1.574996808E+01 1.239395387E+00 1.212853769E+00 2.654161800E-02 1.231691270E+00 1.205380584E+00 2.631068600E-02 7.704117000E-03 7.473185000E-03
295 1.600000000E+01 1.251555613E+00 1.218448413E+00 3.310720000E-02 1.238911767E+00 1.209717281E+00 2.919448600E-02 1.264384600E-02 8.731132000E-03
295 1.624993176E+01 1.264468119E+00 1.219078691E+00 4.538942800E-02 1.244771736E+00 1.209218786E+00 3.555295000E-02 1.969638300E-02 9.859905000E-03
