T Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.500000000E+01 1.196747335E+00 1.198352289E+00 -1.604954000E-03 1.196533089E+00 1.197708833E+00 -1.175744000E-03 2.142460000E-04 6.434560000E-04
290 1.524993176E+01 1.215222413E+00 1.202200088E+00 1.302232500E-02 1.214781648E+00 1.201300630E+00 1.348101800E-02 4.407650000E-04 8.994580000E-04
290 1.549996187E+01 1.227398921E+00 1.205456027E+00 2.194289400E-02 1.226544849E+00 1.204251363E+00 2.229348600E-02 8.540720000E-04 1.204664000E-03
290 1.574996808E+01 1.238912965E+00 1.212177604E+00 2.673536100E-02 1.237280808E+00 1.210663274E+00 2.661753400E-02 1.632157000E-03 1.514330000E-03
290 1.600000000E+01 1.251039646E+00 1.216846333E+00 3.419331300E-02 1.247951197E+00 1.215114515E+00 3.283668200E-02 3.088449000E-03 1.731818000E-03
290 1.624993176E+01 1.264421495E+00 1.217298825E+00 4.712267000E-02 1.258680912E+00 1.215361884E+00 4.331902800E-02 5.740583000E-03 1.936941000E-03
290 1.649996187E+01 1.280232592E+00 1.217664574E+00 6.256801800E-02 1.269887817E+00 1.215432884E+00 5.445493300E-02 1.034477500E-02 2.231690000E-03
290 1.674996808E+01 1.298692400E+00 1.224302967E+00 7.438943300E-02 1.280895478E+00 1.221666280E+00 5.922919800E-02 1.779692200E-02 2.636687000E-03
290 1.700000000E+01 1.320178208E+00 1.239042249E+00 8.113595900E-02 1.291341219E+00 1.235799273E+00 5.554194600E-02 2.883698900E-02 3.242976000E-03
295 1.500000000E+01 1.184343828E+00 1.198148122E+00 -1.380429400E-02 1.184171674E+00 1.197569168E+00 -1.339749400E-02 1.721540000E-04 5.789540000E-04
295 1.524993176E+01 1.212262534E+00 1.202732175E+00 9.530359000E-03 1.211869633E+00 1.201920803E+00 9.948830000E-03 3.929010000E-04 8.113720000E-04
295 1.549996187E+01 1.227640843E+00 1.206830567E+00 2.081027600E-02 1.226876990E+00 1.205707235E+00 2.116975500E-02 7.638530000E-04 1.123332000E-03
295 1.574996808E+01 1.239802605E+00 1.213243047E+00 2.655955800E-02 1.238356386E+00 1.211843757E+00 2.651262900E-02 1.446219000E-03 1.399290000E-03
295 1.600000000E+01 1.252026221E+00 1.219045876E+00 3.298034500E-02 1.249302145E+00 1.217359872E+00 3.194227300E-02 2.724076000E-03 1.686004000E-03
295 1.624993176E+01 1.265043677E+00 1.220063512E+00 4.498016500E-02 1.259978345E+00 1.218133805E+00 4.184454000E-02 5.065332000E-03 1.929707000E-03
295 1.649996187E+01 1.280579612E+00 1.220858252E+00 5.972136000E-02 1.271401247E+00 1.218593298E+00 5.280794900E-02 9.178365000E-03 2.264954000E-03
295 1.674996808E+01 1.298664905E+00 1.227437416E+00 7.122748900E-02 1.282725247E+00 1.224716698E+00 5.800854900E-02 1.593965800E-02 2.720718000E-03
295 1.700000000E+01 1.319529479E+00 1.241797024E+00 7.773245500E-02 1.293458646E+00 1.238419147E+00 5.503949900E-02 2.607083300E-02 3.377877000E-03
300 1.500000000E+01 1.157023044E+00 1.197617215E+00 -4.059417100E-02 1.156917949E+00 1.197091227E+00 -4.017327800E-02 1.050950000E-04 5.259880000E-04
300 1.524993176E+01 1.205596131E+00 1.203963284E+00 1.632847000E-03 1.205244300E+00 1.203204023E+00 2.040277000E-03 3.518310000E-04 7.592610000E-04
300 1.549996187E+01 1.227007407E+00 1.208236275E+00 1.877113200E-02 1.226302323E+00 1.207189182E+00 1.911314100E-02 7.050840000E-04 1.047093000E-03
300 1.574996808E+01 1.240992137E+00 1.215329913E+00 2.566222400E-02 1.239672061E+00 1.213966575E+00 2.570548600E-02 1.320076000E-03 1.363338000E-03
300 1.600000000E+01 1.253603851E+00 1.221539344E+00 3.206450700E-02 1.251152607E+00 1.219854733E+00 3.129787400E-02 2.451244000E-03 1.684611000E-03
300 1.624993176E+01 1.266600918E+00 1.223189868E+00 4.341105000E-02 1.262075997E+00 1.221203499E+00 4.087249800E-02 4.524921000E-03 1.986369000E-03
300 1.649996187E+01 1.281967388E+00 1.223787679E+00 5.817970900E-02 1.273771482E+00 1.221458536E+00 5.231294600E-02 8.195906000E-03 2.329143000E-03
300 1.674996808E+01 1.299675546E+00 1.230262804E+00 6.941274200E-02 1.285380380E+00 1.227396344E+00 5.798403600E-02 1.429516600E-02 2.866460000E-03
300 1.700000000E+01 1.319886776E+00 1.244579639E+00 7.530713700E-02 1.296355991E+00 1.240882587E+00 5.547340400E-02 2.353078500E-02 3.697052000E-03
305 1.500000000E+01 1.102143486E+00 1.195052184E+00 -9.290869800E-02 1.102169460E+00 1.194575668E+00 -9.240620800E-02 -2.597400000E-05 4.765160000E-04
305 1.524993176E+01 1.190020491E+00 1.205095506E+00 -1.507501500E-02 1.189722789E+00 1.204367098E+00 -1.464430900E-02 2.977020000E-04 7.284080000E-04
305 1.549996187E+01 1.224056788E+00 1.210343632E+00 1.371315600E-02 1.223387069E+00 1.209317204E+00 1.406986500E-02 6.697190000E-04 1.026428000E-03
305 1.574996808E+01 1.241788527E+00 1.217678900E+00 2.410962700E-02 1.240537275E+00 1.216311931E+00 2.422534400E-02 1.251252000E-03 1.366969000E-03
305 1.600000000E+01 1.255529317E+00 1.223872648E+00 3.165666900E-02 1.253248053E+00 1.222155480E+00 3.109257300E-02 2.281264000E-03 1.717168000E-03
305 1.624993176E+01 1.268920020E+00 1.226031530E+00 4.288849000E-02 1.264776991E+00 1.223962408E+00 4.081458300E-02 4.143029000E-03 2.069122000E-03
305 1.649996187E+01 1.284237551E+00 1.227318592E+00 5.691895900E-02 1.276787720E+00 1.224753444E+00 5.203427600E-02 7.449831000E-03 2.565148000E-03
305 1.674996808E+01 1.301573322E+00 1.233406410E+00 6.816691200E-02 1.288606790E+00 1.230178932E+00 5.842785800E-02 1.296653200E-02 3.227478000E-03
305 1.700000000E+01 1.321279217E+00 1.246687922E+00 7.459129500E-02 1.299871045E+00 1.242337857E+00 5.753318800E-02 2.140817200E-02 4.350065000E-03
310 1.500000000E+01 1.016980075E+00 1.187018953E+00 -1.700388780E-01 1.016762246E+00 1.186594543E+00 -1.698322970E-01 2.178290000E-04 4.244100000E-04
310 1.524993176E+01 1.157219394E+00 1.205293393E+00 -4.807399900E-02 1.157029199E+00 1.204576713E+00 -4.754751400E-02 1.901950000E-04 7.166800000E-04
310 1.549996187E+01 1.215831359E+00 1.212407367E+00 3.423992000E-03 1.215192972E+00 1.211368795E+00 3.824177000E-03 6.383870000E-04 1.038572000E-03
310 1.574996808E+01 1.241206081E+00 1.220150756E+00 2.105532500E-02 1.239973585E+00 1.218734538E+00 2.123904700E-02 1.232496000E-03 1.416218000E-03
310 1.600000000E+01 1.257486925E+00 1.226875187E+00 3.061173800E-02 1.255276029E+00 1.224930362E+00 3.034566700E-02 2.210896000E-03 1.944825000E-03
310 1.624993176E+01 1.271522768E+00 1.229303569E+00 4.221919900E-02 1.267586483E+00 1.227013284E+00 4.057319900E-02 3.936285000E-03 2.290285000E-03
310 1.649996187E+01 1.286032130E+00 1.230679988E+00 5.535214200E-02 1.279058898E+00 1.227763258E+00 5.129564000E-02 6.973232000E-03 2.916730000E-03
310 1.674996808E+01 1.304172376E+00 1.236187035E+00 6.798534100E-02 1.292133095E+00 1.232441787E+00 5.969130800E-02 1.203928100E-02 3.745248000E-03
310 1.700000000E+01 1.323657627E+00 1.248849661E+00 7.480796600E-02 1.303803641E+00 1.243695027E+00 6.010861400E-02 1.985398600E-02 5.154634000E-03
315 1.500000000E+01 1.017297054E+00 1.164936348E+00 -1.476392940E-01 1.017067982E+00 1.164610424E+00 -1.475424420E-01 2.290720000E-04 3.259240000E-04
315 1.524993176E+01 1.093855196E+00 1.202343255E+00 -1.084880590E-01 1.093891834E+00 1.201635685E+00 -1.077438510E-01 -3.663800000E-05 7.075700000E-04
315 1.549996187E+01 1.197382174E+00 1.213728471E+00 -1.634629700E-02 1.196809930E+00 1.212656464E+00 -1.584653400E-02 5.722440000E-04 1.072007000E-03
315 1.574996808E+01 1.237496232E+00 1.222149797E+00 1.534643500E-02 1.236251138E+00 1.220655495E+00 1.559564300E-02 1.245094000E-03 1.494302000E-03
315 1.600000000E+01 1.258373428E+00 1.229551879E+00 2.882154900E-02 1.256137758E+00 1.227338281E+00 2.879947700E-02 2.235670000E-03 2.213598000E-03
315 1.624993176E+01 1.274132395E+00 1.232377876E+00 4.175451900E-02 1.270223953E+00 1.229772483E+00 4.045147000E-02 3.908442000E-03 2.605393000E-03
315 1.649996187E+01 1.289113989E+00 1.232984987E+00 5.612900200E-02 1.282326157E+00 1.229640451E+00 5.268570600E-02 6.787832000E-03 3.344536000E-03
315 1.674996808E+01 1.307409597E+00 1.237914883E+00 6.949471400E-02 1.295832435E+00 1.233454722E+00 6.237771300E-02 1.157716200E-02 4.460161000E-03
315 1.700000000E+01 1.326803241E+00 1.250429922E+00 7.637331900E-02 1.307814836E+00 1.244227272E+00 6.358756400E-02 1.898840500E-02 6.202650000E-03
320 1.500000000E+01 1.019776522E+00 1.113131870E+00 -9.335534800E-02 1.019496705E+00 1.113030849E+00 -9.353414400E-02 2.798170000E-04 1.010210000E-04
320 1.524993176E+01 1.014075251E+00 1.192980976E+00 -1.789057250E-01 1.013776257E+00 1.192295491E+00 -1.785192340E-01 2.989940000E-04 6.854850000E-04
320 1.549996187E+01 1.160657929E+00 1.214003454E+00 -5.334552500E-02 1.160260546E+00 1.212859934E+00 -5.259938800E-02 3.973830000E-04 1.143520000E-03
320 1.574996808E+01 1.227847634E+00 1.224178206E+00 3.669428000E-03 1.226597867E+00 1.222533963E+00 4.063904000E-03 1.249767000E-03 1.644243000E-03
320 1.600000000E+01 1.257361465E+00 1.231475487E+00 2.588597800E-02 1.255023550E+00 1.229122057E+00 2.590149300E-02 2.337915000E-03 2.353430000E-03
320 1.624993176E+01 1.276158317E+00 1.234435118E+00 4.172319900E-02 1.272109203E+00 1.231454750E+00 4.065445300E-02 4.049114000E-03 2.980368000E-03
320 1.649996187E+01 1.292251371E+00 1.235439515E+00 5.681185600E-02 1.285344325E+00 1.231482759E+00 5.386156600E-02 6.907046000E-03 3.956756000E-03
