N_Fe N_B T d Jsc_FeB Eta_FeB Voc_FeB FF_FeB
1.000000E+10 3.162E+16 340 1.800E-4 2.707711E-1 1.896080E+1 3.783750E-1 7.402760E+1
1.468000E+10 3.162E+16 340 1.800E-4 2.698086E-1 1.887320E+1 3.780360E-1 7.401460E+1
2.154000E+10 3.162E+16 340 1.800E-4 2.684198E-1 1.874700E+1 3.775490E-1 7.399540E+1
3.162000E+10 3.162E+16 340 1.800E-4 2.664309E-1 1.856690E+1 3.768580E-1 7.396700E+1
4.642000E+10 3.162E+16 340 1.800E-4 2.636137E-1 1.830150E+1 3.758910E-1 7.387850E+1
6.813000E+10 3.162E+16 340 1.800E-4 2.596835E-1 1.795020E+1 3.745590E-1 7.381870E+1
1.000000E+11 3.162E+16 340 1.800E-4 2.543143E-1 1.747580E+1 3.727690E-1 7.373740E+1
1.468000E+11 3.162E+16 340 1.800E-4 2.471822E-1 1.685420E+1 3.704280E-1 7.362880E+1
2.154000E+11 3.162E+16 340 1.800E-4 2.380435E-1 1.606980E+1 3.673540E-1 7.350710E+1
3.162000E+11 3.162E+16 340 1.800E-4 2.268383E-1 1.511360E+1 3.636460E-1 7.328790E+1
4.642000E+11 3.162E+16 340 1.800E-4 2.137720E-1 1.403460E+1 3.593230E-1 7.308430E+1
6.813000E+11 3.162E+16 340 1.800E-4 1.993129E-1 1.285580E+1 3.543380E-1 7.281250E+1
1.000000E+12 3.162E+16 340 1.800E-4 1.840712E-1 1.164840E+1 3.489320E-1 7.254380E+1
1.468000E+12 3.162E+16 340 1.800E-4 1.686162E-1 1.044130E+1 3.430370E-1 7.220610E+1
2.154000E+12 3.162E+16 340 1.800E-4 1.533449E-1 9.280300E+0 3.367390E-1 7.188860E+1
3.162000E+12 3.162E+16 340 1.800E-4 1.384738E-1 8.165700E+0 3.300810E-1 7.146050E+1
4.642000E+12 3.162E+16 340 1.800E-4 1.241228E-1 7.121200E+0 3.228670E-1 7.107840E+1
6.813000E+12 3.162E+16 340 1.800E-4 1.104011E-1 6.140400E+0 3.152150E-1 7.057950E+1
1.000000E+13 3.162E+16 340 1.800E-4 9.743650E-2 5.238200E+0 3.071250E-1 7.001720E+1
1.468000E+13 3.162E+16 340 1.800E-4 8.535782E-2 4.421800E+0 2.986020E-1 6.939360E+1
2.154000E+13 3.162E+16 340 1.800E-4 7.426726E-2 3.698000E+0 2.896550E-1 6.876260E+1
3.162000E+13 3.162E+16 340 1.800E-4 6.422475E-2 3.059600E+0 2.802780E-1 6.798920E+1
4.642000E+13 3.162E+16 340 1.800E-4 5.524642E-2 2.507500E+0 2.704900E-1 6.711870E+1
6.813000E+13 3.162E+16 340 1.800E-4 4.731070E-2 2.036100E+0 2.603050E-1 6.613250E+1
1.000000E+14 3.162E+16 340 1.800E-4 4.036701E-2 1.638200E+0 2.496860E-1 6.501550E+1
