N_Fe Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
1.000000000E+01 1.816756000E-03 1.272821000E-03 4.989863000E-03 1.245396300E-02 1.941923100E-02 2.745282500E-02 3.710039000E-02 4.839816400E-02 6.164845100E-02
1.016672606E+01 1.283449000E-03 9.147170000E-04 3.449645000E-03 8.687842000E-03 1.365575500E-02 1.950964900E-02 2.674613400E-02 3.552632900E-02 4.623823000E-02
1.033324570E+01 8.967630000E-04 6.480190000E-04 2.380263000E-03 6.022177000E-03 9.514949000E-03 1.369021000E-02 1.895342100E-02 2.549654600E-02 3.371001700E-02
1.049996187E+01 6.215770000E-04 4.544880000E-04 1.642555000E-03 4.156472000E-03 6.585465000E-03 9.515534000E-03 1.325328700E-02 1.796874900E-02 2.399667100E-02
1.066670514E+01 4.283380000E-04 3.166880000E-04 1.135777000E-03 2.861043000E-03 4.535974000E-03 6.566306000E-03 9.170928000E-03 1.247825600E-02 1.674496300E-02
1.083333839E+01 2.939270000E-04 2.198960000E-04 7.886170000E-04 1.966793000E-03 3.113592000E-03 4.505907000E-03 6.292599000E-03 8.560011000E-03 1.149176700E-02
1.100000000E+01 2.010640000E-04 1.525640000E-04 5.512710000E-04 1.351896000E-03 2.132112000E-03 3.078180000E-03 4.286994000E-03 5.811884000E-03 7.780594000E-03
1.116672606E+01 1.372230000E-04 1.060530000E-04 3.891940000E-04 9.302040000E-04 1.457637000E-03 2.094937000E-03 2.902937000E-03 3.913101000E-03 5.215950000E-03
1.133324570E+01 9.350900000E-05 7.409900000E-05 2.785240000E-04 6.415180000E-04 9.955780000E-04 1.421435000E-03 1.956290000E-03 2.619632000E-03 3.478120000E-03
1.149996187E+01 6.369400000E-05 5.224700000E-05 2.028580000E-04 4.440340000E-04 6.799770000E-04 9.625640000E-04 1.314849000E-03 1.750628000E-03 2.319550000E-03
1.166670514E+01 4.345300000E-05 3.737900000E-05 1.508650000E-04 3.089150000E-04 4.648820000E-04 6.518460000E-04 8.845500000E-04 1.173959000E-03 1.555799000E-03
1.183333839E+01 2.980900000E-05 -2.461900000E-05 1.146640000E-04 2.163660000E-04 3.189150000E-04 4.429880000E-04 5.986220000E-04 7.945940000E-04 1.054939000E-03
1.200000000E+01 2.070800000E-05 -9.140000001E-07 8.885900000E-05 1.528850000E-04 2.202400000E-04 3.036260000E-04 4.099710000E-04 5.457810000E-04 7.263430000E-04
1.216672606E+01 1.473200000E-05 1.493700000E-05 6.983900000E-05 1.093030000E-04 1.538940000E-04 2.111300000E-04 2.857720000E-04 3.821720000E-04 5.097730000E-04
1.233324570E+01 1.088600000E-05 2.405900000E-05 5.539400000E-05 7.935100000E-05 1.094280000E-04 1.498060000E-04 2.036700000E-04 2.737850000E-04 3.659940000E-04
1.249996187E+01 8.465000000E-06 2.780800000E-05 4.425000000E-05 5.871700000E-05 7.959400000E-05 1.089480000E-04 1.489050000E-04 2.012060000E-04 2.707340000E-04
1.266670514E+01 6.958000000E-06 2.790700000E-05 3.563400000E-05 4.448200000E-05 5.944700000E-05 8.141700000E-05 1.118710000E-04 1.212390000E-04 2.563790000E-04
1.283333839E+01 6.011000000E-06 2.603800000E-05 2.898800000E-05 3.454200000E-05 4.565700000E-05 6.255900000E-05 8.639900000E-05 1.561490000E-04 1.714540000E-04
1.300000000E+01 5.384000000E-06 2.339800000E-05 2.387200000E-05 2.748600000E-05 3.601100000E-05 4.937000000E-05 8.449000000E-05 1.129300000E-04 1.423660000E-04
