fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
00S1 7:8 295.4 39.25 1.000E+000 2.113E+000 3.980E-006 7.815E+004 2.333E+000 9.620E-008 1.246E-005 1.386E-001 1.246E-005 6.453E-007 3.737E-001 8.360E-002 7.710E-006 2.452E-003 
00S2 7:23 297.1 39.02 1.000E+000 2.103E+000 4.029E-006 7.348E+004 2.326E+000 9.840E-008 1.271E-005 1.334E-001 1.271E-005 6.246E-007 3.686E-001 8.000E-002 7.798E-006 1.325E-003 
00S3 7:59 299 38.78 1.000E+000 2.093E+000 3.883E-006 6.853E+004 2.328E+000 9.724E-008 1.270E-005 1.249E-001 1.269E-005 5.712E-007 3.602E-001 7.420E-002 7.688E-006 1.083E-003 
00S4 8:19 301 38.52 1.000E+000 2.088E+000 3.650E-006 6.362E+004 2.331E+000 9.982E-008 1.265E-005 1.180E-001 1.265E-005 5.268E-007 3.529E-001 6.940E-002 7.579E-006 1.314E-003 
00S5 8:43 304 38.14 1.000E+000 2.003E+000 3.288E-006 5.679E+004 2.331E+000 1.039E-007 1.245E-005 1.072E-001 1.245E-005 4.564E-007 3.419E-001 6.220E-002 7.327E-006 8.617E-004 
00S6 9:1 306.4 37.84 1.000E+000 1.912E+000 2.991E-006 5.176E+004 2.331E+000 1.054E-007 1.259E-005 9.946E-002 1.259E-005 4.187E-007 3.343E-001 5.710E-002 7.319E-006 3.838E-003 
00S7 9:23 308.8 37.55 1.000E+000 1.955E+000 2.898E-006 4.710E+004 2.330E+000 1.077E-007 1.254E-005 9.147E-002 1.254E-005 3.747E-007 3.266E-001 5.200E-002 7.191E-006 6.736E-004 
00S8 9:40 310.9 37.29 1.000E+000 1.995E+000 2.877E-006 4.330E+004 2.329E+000 1.108E-007 1.249E-005 8.516E-002 1.249E-005 3.407E-007 3.204E-001 4.800E-002 7.084E-006 1.038E-003 
00S9 10:2 313.3 37.01 1.000E+000 2.235E+000 2.948E-006 3.925E+004 2.326E+000 1.139E-007 1.254E-005 7.845E-002 1.254E-005 3.090E-007 3.141E-001 4.380E-002 7.039E-006 1.902E-003 
0S10 10:21 315.5 36.75 1.000E+000 2.262E+000 2.716E-006 3.579E+004 2.325E+000 1.172E-007 1.242E-005 7.214E-002 1.241E-005 2.760E-007 3.082E-001 3.990E-002 6.900E-006 2.914E-002 
0S11 10:42 318 36.46 1.000E+000 2.195E+000 2.674E-006 3.213E+004 2.320E+000 1.191E-007 1.265E-005 6.604E-002 1.265E-005 2.529E-007 3.028E-001 3.620E-002 6.968E-006 9.512E-004 
0S12 11:1 320.1 36.22 1.000E+000 2.187E+000 2.815E-006 2.926E+004 2.315E+000 1.218E-007 1.253E-005 6.041E-002 1.253E-005 2.253E-007 2.977E-001 3.290E-002 6.829E-006 1.168E-002 
0S13 11:22 322.4 35.96 1.000E+000 2.264E+000 2.856E-006 2.631E+004 2.314E+000 1.241E-007 1.240E-005 5.455E-002 1.240E-005 1.978E-007 2.925E-001 2.940E-002 6.706E-006 9.369E-004 
0S14 11:45 325.3 35.64 1.000E+000 2.321E+000 2.966E-006 2.285E+004 2.301E+000 1.293E-007 1.261E-005 4.915E-002 1.261E-005 1.784E-007 2.879E-001 2.630E-002 6.758E-006 1.094E-003 
0S15 12:10 327.8 35.37 1.000E+000 2.419E+000 2.892E-006 2.006E+004 2.300E+000 1.309E-007 1.266E-005 4.397E-002 1.265E-005 1.576E-007 2.834E-001 2.340E-002 6.708E-006 9.894E-004 
0S16 12:28 330.2 35.11 1.000E+000 2.386E+000 3.053E-006 1.752E+004 2.277E+000 1.393E-007 1.223E-005 3.917E-002 1.222E-005 1.338E-007 2.794E-001 2.070E-002 6.431E-006 1.361E-003 
