N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -1.361557500E-02 -1.658223200E-02 -1.997064500E-02 -2.457354600E-02
1.600000000E+01 3.055293800E-02 3.072255500E-02 3.077635700E-02 3.012570700E-02
1.700000000E+01 4.693842400E-02 4.734436200E-02 4.646176600E-02 4.658079100E-02
1.549996187E+01 2.167643700E-02 2.047431200E-02 2.101026600E-02 2.064456000E-02
1.649996187E+01 4.698059200E-02 4.731349500E-02 4.805654800E-02 4.838070300E-02
1.674996808E+01 5.033376100E-02 4.959473100E-02 5.079674900E-02 5.139724000E-02
1.624993176E+01 3.838058700E-02 3.905361600E-02 3.933193400E-02 3.951392800E-02
1.574996808E+01 2.641617900E-02 2.637647600E-02 2.558107000E-02 2.598296100E-02
1.524993176E+01 1.039739200E-02 9.348567000E-03 8.681281000E-03 7.694384000E-03
