N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 3.935911800E-02 3.990010000E-02 4.021095500E-02 4.036707500E-02
1.600000000E+01 -4.921131300E-02 -5.940925700E-02 -6.979789400E-02 -7.692087100E-02
1.700000000E+01 8.109118000E-02 8.238078300E-02 8.429808500E-02 8.533115100E-02
1.549996187E+01 -1.036881460E-01 -8.540138600E-02 -6.910332900E-02 -5.409854100E-02
1.649996187E+01 5.276003300E-02 5.494965200E-02 5.601218300E-02 5.658009900E-02
1.674996808E+01 7.217748900E-02 7.362191300E-02 7.578791500E-02 7.676426600E-02
1.624993176E+01 2.044345200E-02 1.869104700E-02 1.678125600E-02 1.349314400E-02
1.574996808E+01 -1.965632090E-01 -1.848854070E-01 -1.778079520E-01 -1.709976320E-01
1.524993176E+01 1.456400000E-02 1.493482900E-02 1.515908800E-02 1.529293200E-02
