N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.117247967E+00 1.104170433E+00 1.092744926E+00 1.083045306E+00
1.600000000E+01 1.231865703E+00 1.228593856E+00 1.226051350E+00 1.224073130E+00
1.700000000E+01 1.258621499E+00 1.257888369E+00 1.257250009E+00 1.256872134E+00
1.549996187E+01 1.214264434E+00 1.210760754E+00 1.207933238E+00 1.205149301E+00
1.649996187E+01 1.237933074E+00 1.235349422E+00 1.233359390E+00 1.232326523E+00
1.674996808E+01 1.244608200E+00 1.243044597E+00 1.241583273E+00 1.241085178E+00
1.624993176E+01 1.235569686E+00 1.232393190E+00 1.230151002E+00 1.228433630E+00
1.574996808E+01 1.224373272E+00 1.220812072E+00 1.218533477E+00 1.216272838E+00
1.524993176E+01 1.194007429E+00 1.189184451E+00 1.184665404E+00 1.180599087E+00
