N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.166737302E+00 1.159576736E+00 1.153216335E+00 1.147392761E+00
1.600000000E+01 1.229926094E+00 1.227008266E+00 1.224993395E+00 1.223097048E+00
1.700000000E+01 1.257647057E+00 1.257047521E+00 1.256510611E+00 1.255767606E+00
1.549996187E+01 1.213897814E+00 1.210925936E+00 1.208520439E+00 1.206185867E+00
1.649996187E+01 1.235439563E+00 1.232976803E+00 1.231621408E+00 1.230737709E+00
1.674996808E+01 1.242543199E+00 1.241137207E+00 1.240024316E+00 1.239738903E+00
1.624993176E+01 1.233473849E+00 1.230653187E+00 1.228778197E+00 1.227416907E+00
1.574996808E+01 1.222367091E+00 1.219475331E+00 1.217205626E+00 1.215230554E+00
1.524993176E+01 1.202773652E+00 1.199426711E+00 1.196199639E+00 1.193376907E+00
