T nFsrh nFBsrh dnsrh nF nFB dn
290 1.212006417E+00 1.160427004E+00 5.157941300E-02 1.200729749E+00 1.160320348E+00 4.040940100E-02
295 1.210157642E+00 1.159556032E+00 5.060161000E-02 1.209944186E+00 1.158555622E+00 5.138856400E-02
300 1.216208001E+00 1.164320448E+00 5.188755300E-02 1.208363561E+00 1.164148754E+00 4.421480700E-02
305 1.217775620E+00 1.171234661E+00 4.654095900E-02 1.217441906E+00 1.171012042E+00 4.642986400E-02
310 1.226883815E+00 1.176497121E+00 5.038669400E-02 1.226452745E+00 1.175990739E+00 5.046200600E-02
315 1.225589823E+00 1.176955565E+00 4.863425800E-02 1.225082722E+00 1.176517311E+00 4.856541100E-02
320 1.228948175E+00 1.179800213E+00 4.914796200E-02 1.228341254E+00 1.179385054E+00 4.895620000E-02
325 1.237476768E+00 1.185341124E+00 5.213564400E-02 1.232514385E+00 1.184824969E+00 4.768941600E-02
330 1.241038628E+00 1.190219468E+00 5.081916000E-02 1.240118754E+00 1.189570878E+00 5.054787600E-02
335 1.248788982E+00 1.194383341E+00 5.440564100E-02 1.247654126E+00 1.193619253E+00 5.403487300E-02
340 1.255847733E+00 1.196697267E+00 5.915046600E-02 1.253509116E+00 1.195806977E+00 5.770213900E-02
