N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -9.451720700E-02 -8.098394200E-02 -6.842106400E-02 -5.705668500E-02
1.600000000E+01 2.609176700E-02 2.569155600E-02 2.501101300E-02 2.444775300E-02
1.700000000E+01 6.813543900E-02 6.810094700E-02 6.641717900E-02 6.633337100E-02
1.549996187E+01 -5.075575900E-02 -6.005074900E-02 -6.617736200E-02 -7.099976700E-02
1.649996187E+01 5.397304000E-02 5.565966300E-02 5.624501800E-02 5.660604800E-02
1.674996808E+01 6.506861800E-02 6.451251600E-02 6.528842400E-02 6.517907000E-02
1.624993176E+01 4.075528700E-02 4.156254700E-02 4.190509600E-02 4.182644900E-02
1.574996808E+01 4.632823000E-03 1.883206000E-03 -8.851540000E-04 -1.974083000E-03
1.524993176E+01 -1.788920670E-01 -1.749739750E-01 -1.708533510E-01 -1.668368940E-01
