fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
0T01 9:02:10 294.9 39.32 1.000E+000 7.500E-001 2.149E-006 1.465E+004 2.982E+000 2.693E-008 1.497E-007 1.345E-003 1.496E-007 5.030E-011 2.500E-001 7.000E-004 6.072E-008 1.506E-003 
0T02 9:04:08 295 39.3 1.000E+000 7.500E-001 2.158E-006 1.465E+004 2.991E+000 2.684E-008 2.404E-007 2.149E-003 2.404E-007 1.294E-010 2.505E-001 1.100E-003 1.065E-007 1.863E-003 
0T03 9:05:56 295 39.3 1.000E+000 7.500E-001 2.198E-006 1.465E+004 2.976E+000 2.738E-008 1.636E-007 1.473E-003 1.636E-007 6.016E-011 2.498E-001 7.000E-004 7.484E-008 1.545E-003 
0T11 9:12:06 294.6 39.36 1.000E+000 7.500E-001 2.138E-006 1.465E+004 2.992E+000 2.671E-008 1.154E-007 1.046E-003 1.154E-007 3.015E-011 2.498E-001 5.000E-004 4.926E-008 1.625E-003 
0T12 9:14:04 294.8 39.33 1.000E+000 7.500E-001 2.173E-006 1.465E+004 2.990E+000 2.698E-008 1.051E-007 9.501E-004 1.051E-007 2.493E-011 2.496E-001 5.000E-004 3.879E-008 1.604E-003 
0T13 9:16:26 295 39.3 1.000E+000 7.500E-001 2.190E-006 1.465E+004 2.980E+000 2.750E-008 1.178E-007 1.063E-003 1.178E-007 3.123E-011 2.494E-001 5.000E-004 5.139E-008 1.507E-003 
0T14 9:18:22 295.1 39.29 1.000E+000 7.500E-001 2.196E-006 1.465E+004 2.978E+000 2.761E-008 1.355E-007 1.222E-003 1.355E-007 4.143E-011 2.503E-001 6.000E-004 5.796E-008 1.509E-003 
0T15 9:20:46 294.9 39.32 1.000E+000 7.500E-001 2.176E-006 1.465E+004 2.976E+000 2.747E-008 1.329E-007 1.202E-003 1.328E-007 3.998E-011 2.503E-001 6.000E-004 5.559E-008 1.518E-003 
0T16 9:26:22 295.2 39.28 1.000E+000 7.500E-001 2.245E-006 1.465E+004 2.962E+000 2.855E-008 1.394E-007 1.266E-003 1.394E-007 4.408E-011 2.497E-001 6.000E-004 6.245E-008 1.414E-003 
0T17 9:31:32 294.9 39.32 1.000E+000 7.500E-001 2.201E-006 1.465E+004 2.969E+000 2.795E-008 1.328E-007 1.208E-003 1.327E-007 4.015E-011 2.503E-001 6.000E-004 5.592E-008 1.513E-003 
0T18 9:37:56 295.1 39.29 1.000E+000 7.500E-001 2.273E-006 1.465E+004 2.964E+000 2.859E-008 1.383E-007 1.261E-003 1.383E-007 4.357E-011 2.497E-001 6.000E-004 6.164E-008 1.449E-003 
0T19 9:42:12 295.1 39.29 1.000E+000 7.500E-001 2.252E-006 1.465E+004 2.961E+000 2.856E-008 1.464E-007 1.333E-003 1.464E-007 4.874E-011 2.498E-001 7.000E-004 5.864E-008 1.445E-003 
0T20 9:47:26 294.9 39.32 1.000E+000 7.500E-001 2.274E-006 1.465E+004 2.970E+000 2.825E-008 1.383E-007 1.264E-003 1.383E-007 4.365E-011 2.497E-001 6.000E-004 6.180E-008 1.528E-003 
0T21 9:52:20 295 39.3 1.000E+000 7.500E-001 2.307E-006 1.465E+004 2.965E+000 2.854E-008 1.416E-007 1.293E-003 1.415E-007 4.559E-011 2.490E-001 6.000E-004 6.505E-008 1.482E-003 
0T22 9:57:32 295 39.3 1.000E+000 7.500E-001 2.278E-006 1.465E+004 2.965E+000 2.847E-008 1.334E-007 1.218E-003 1.334E-007 4.067E-011 2.503E-001 6.000E-004 5.683E-008 1.487E-003 
0T23 10:02:22 295.1 39.29 1.000E+000 7.500E-001 2.322E-006 1.465E+004 2.965E+000 2.866E-008 1.357E-007 1.239E-003 1.357E-007 4.204E-011 2.501E-001 6.000E-004 5.911E-008 1.442E-003 
0T24 10:12:52 295.1 39.29 1.000E+000 7.500E-001 2.310E-006 1.465E+004 2.960E+000 2.885E-008 1.401E-007 1.280E-003 1.401E-007 4.473E-011 2.494E-001 6.000E-004 6.360E-008 1.490E-003 
0T25 10:21:24 295 39.3 1.000E+000 7.500E-001 2.326E-006 1.465E+004 2.963E+000 2.870E-008 1.371E-007 1.255E-003 1.370E-007 4.297E-011 2.499E-001 6.000E-004 6.069E-008 1.512E-003 
0T26 10:37:34 295.1 39.29 1.000E+000 7.500E-001 2.292E-006 1.465E+004 2.955E+000 2.897E-008 1.445E-007 1.322E-003 1.445E-007 4.767E-011 2.495E-001 7.000E-004 5.717E-008 1.462E-003 
0T27 10:50:34 295.2 39.28 1.000E+000 7.500E-001 2.351E-006 1.465E+004 2.956E+000 2.931E-008 1.370E-007 1.256E-003 1.370E-007 4.298E-011 2.499E-001 6.000E-004 6.073E-008 1.369E-003 
0T28 11:00:46 294.9 39.32 1.000E+000 7.500E-001 2.327E-006 1.465E+004 2.961E+000 2.887E-008 1.234E-007 1.136E-003 1.234E-007 3.498E-011 2.495E-001 6.000E-004 4.743E-008 1.478E-003 
0T29 11:06:58 295 39.3 1.000E+000 7.500E-001 2.320E-006 1.465E+004 2.955E+000 2.909E-008 1.278E-007 1.175E-003 1.278E-007 3.759E-011 2.502E-001 6.000E-004 5.177E-008 1.467E-003 
