Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.000000E+10 1.216722058E+00 1.200190161E+00 1.653189700E-02 1.213609287E+00 1.196109777E+00 1.749951000E-02 3.112771000E-03 4.080384000E-03
1.468000E+10 1.216855890E+00 1.200235819E+00 1.662007100E-02 1.214692258E+00 1.197356729E+00 1.733552900E-02 2.163632000E-03 2.879090000E-03
2.154000E+10 1.217049221E+00 1.200302493E+00 1.674672800E-02 1.215552061E+00 1.198287133E+00 1.726492800E-02 1.497160000E-03 2.015360000E-03
3.162000E+10 1.217326561E+00 1.200399677E+00 1.692688400E-02 1.216293583E+00 1.198996957E+00 1.729662600E-02 1.032978000E-03 1.402720000E-03
4.642000E+10 1.217720459E+00 1.200540919E+00 1.717954000E-02 1.217008711E+00 1.199567983E+00 1.744072800E-02 7.117480000E-04 9.729360000E-04
6.813000E+10 1.218272129E+00 1.200745301E+00 1.752682800E-02 1.217781595E+00 1.200071328E+00 1.771026700E-02 4.905340000E-04 6.739730000E-04
1.000000E+11 1.219030168E+00 1.201039197E+00 1.799097100E-02 1.218691365E+00 1.200571880E+00 1.811948500E-02 3.388030000E-04 4.673170000E-04
1.468000E+11 1.220045905E+00 1.201458131E+00 1.858777400E-02 1.219810839E+00 1.201132992E+00 1.867784700E-02 2.350660000E-04 3.251390000E-04
2.154000E+11 1.221364653E+00 1.202048135E+00 1.931651800E-02 1.221200289E+00 1.201820469E+00 1.937982000E-02 1.643640000E-04 2.276660000E-04
3.162000E+11 1.223014672E+00 1.202865754E+00 2.014891800E-02 1.222898349E+00 1.202704720E+00 2.019362900E-02 1.163230000E-04 1.610340000E-04
4.642000E+11 1.224999742E+00 1.203975388E+00 2.102435400E-02 1.224915965E+00 1.203859781E+00 2.105618400E-02 8.377700000E-05 1.156070000E-04
6.813000E+11 1.227302294E+00 1.205442974E+00 2.185932000E-02 1.227240534E+00 1.205358270E+00 2.188226400E-02 6.176000000E-05 8.470400000E-05
1.000000E+12 1.229897116E+00 1.207326168E+00 2.257094800E-02 1.229850253E+00 1.207262464E+00 2.258778900E-02 4.686300000E-05 6.370400000E-05
1.468000E+12 1.232764629E+00 1.209655715E+00 2.310891400E-02 1.232727914E+00 1.209606137E+00 2.312177700E-02 3.671500000E-05 4.957800000E-05
2.154000E+12 1.235893055E+00 1.212457711E+00 2.343534400E-02 1.235863362E+00 1.212418015E+00 2.344534700E-02 2.969300000E-05 3.969600000E-05
3.162000E+12 1.239272379E+00 1.215707100E+00 2.356527900E-02 1.239247692E+00 1.215674364E+00 2.357332800E-02 2.468700000E-05 3.273600000E-05
4.642000E+12 1.242891392E+00 1.219365403E+00 2.352598900E-02 1.242870427E+00 1.219337761E+00 2.353266600E-02 2.096500000E-05 2.764200000E-05
6.813000E+12 1.246740739E+00 1.223387364E+00 2.335337500E-02 1.246722687E+00 1.223363653E+00 2.335903400E-02 1.805200000E-05 2.371100000E-05
1.000000E+13 1.250815034E+00 1.227734051E+00 2.308098300E-02 1.250799386E+00 1.227713540E+00 2.308584600E-02 1.564800000E-05 2.051100000E-05
