N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 -4.323959200E-02 -4.301873800E-02 -4.269715100E-02 -4.223065100E-02 -4.155759600E-02 -4.059417100E-02 -3.923079500E-02 -3.733295000E-02 -3.475230800E-02 -3.135694900E-02 -2.708780600E-02 -2.203612700E-02 -1.650678800E-02 -1.100129200E-02 -6.074785000E-03 -2.126717000E-03 7.199010000E-04 2.576420000E-03 3.602087000E-03
1.600000000E+01 3.216040700E-02 3.215239700E-02 3.214075100E-02 3.212384800E-02 3.209944700E-02 3.206450700E-02 3.201499200E-02 3.194596200E-02 3.185187900E-02 3.171950600E-02 3.156221700E-02 3.137707400E-02 3.117674100E-02 3.098555500E-02 3.083573000E-02 3.075770400E-02 3.076663600E-02 3.084593700E-02 3.098424300E-02
1.700000000E+01 7.949801600E-02 7.906674900E-02 7.847086400E-02 7.766749700E-02 7.661913400E-02 7.530713700E-02 7.374796000E-02 7.199662800E-02 7.018400700E-02 6.845282900E-02 6.696848100E-02 6.587947600E-02 6.528862700E-02 6.522503700E-02 6.563025000E-02 6.635899600E-02 6.727304000E-02 6.812676900E-02 6.881866400E-02
1.549996187E+01 1.848764800E-02 1.851135300E-02 1.854586100E-02 1.859588500E-02 1.866801200E-02 1.877113200E-02 1.891683600E-02 1.911926300E-02 1.939384900E-02 1.975417300E-02 2.020621400E-02 2.074060700E-02 2.132623400E-02 2.191040700E-02 2.242914300E-02 2.282351500E-02 2.305324700E-02 2.310257500E-02 2.297990900E-02
1.649996187E+01 5.917618300E-02 5.908813600E-02 5.896160100E-02 5.878146400E-02 5.852844300E-02 5.817970900E-02 5.771159600E-02 5.710536800E-02 5.635694400E-02 5.548890800E-02 5.456047100E-02 5.366832600E-02 5.293296600E-02 5.246945600E-02 5.234986500E-02 5.257998400E-02 5.306893600E-02 5.370490200E-02 5.434876300E-02
1.674996808E+01 7.162500800E-02 7.141715400E-02 7.112291600E-02 7.071280900E-02 7.015347500E-02 6.941274200E-02 6.846919200E-02 6.732580700E-02 6.602395400E-02 6.465122000E-02 6.333654200E-02 6.223042000E-02 6.147247800E-02 6.115323000E-02 6.128288000E-02 6.178359400E-02 6.251348600E-02 6.331218800E-02 6.404118200E-02
1.624993176E+01 4.378957600E-02 4.375730000E-02 4.371054500E-02 4.364317600E-02 4.354692500E-02 4.341105000E-02 4.322254600E-02 4.296730500E-02 4.263325700E-02 4.221596400E-02 4.171754800E-02 4.119120200E-02 4.068815300E-02 4.028665600E-02 4.006027700E-02 4.006005300E-02 4.026095500E-02 4.061938800E-02 4.104036800E-02
1.574996808E+01 2.559329500E-02 2.559909000E-02 2.560753000E-02 2.561973100E-02 2.563726900E-02 2.566222400E-02 2.569722900E-02 2.574537500E-02 2.580972000E-02 2.589233800E-02 2.598587000E-02 2.609604100E-02 2.621930000E-02 2.633316700E-02 2.641620700E-02 2.646132000E-02 2.646512100E-02 2.641161400E-02 2.632543200E-02
1.524993176E+01 7.790510000E-04 8.504450000E-04 9.543740000E-04 1.105052000E-03 1.322271000E-03 1.632847000E-03 2.071680000E-03 2.681278000E-03 3.507991000E-03 4.592316000E-03 5.951345000E-03 7.555721000E-03 9.311804000E-03 1.106714600E-02 1.264937600E-02 1.392070100E-02 1.481071500E-02 1.531141000E-02 1.545453100E-02
