N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 5.239486100E-02 5.058925000E-02 5.075963000E-02 5.327927500E-02 5.827981600E-02 6.577019800E-02 7.566763700E-02 8.773945000E-02 1.015347450E-01 1.165309420E-01 1.318844250E-01
1.016672606E+01 4.573957300E-02 4.306371400E-02 4.191993700E-02 4.265598800E-02 4.543787600E-02 5.033577600E-02 5.736271400E-02 6.644231500E-02 7.730403200E-02 8.963575700E-02 1.028057080E-01
1.033324570E+01 3.976204100E-02 3.672087400E-02 3.481455600E-02 3.436327500E-02 3.553670100E-02 3.842454100E-02 4.308107600E-02 4.951662400E-02 5.758187000E-02 6.712121100E-02 7.770346600E-02
1.049996187E+01 3.415616300E-02 3.113063500E-02 2.890169900E-02 2.776417100E-02 2.787767400E-02 2.933123300E-02 3.219016900E-02 3.650358200E-02 4.219139200E-02 4.919426200E-02 5.723445500E-02
1.066670514E+01 2.880916100E-02 2.605291000E-02 2.381922900E-02 2.237801100E-02 2.187298600E-02 2.238453200E-02 2.397594800E-02 2.670824600E-02 3.053680300E-02 3.545332800E-02 4.128292800E-02
1.083333839E+01 2.376676000E-02 2.141609500E-02 1.937841700E-02 1.789648000E-02 1.709552900E-02 1.704487200E-02 1.780147500E-02 1.942552400E-02 2.188961700E-02 2.520891800E-02 2.927305800E-02
1.100000000E+01 1.916252900E-02 1.725899600E-02 1.551800500E-02 1.415242100E-02 1.326802000E-02 1.292276100E-02 1.316650500E-02 1.405352000E-02 1.556501600E-02 1.772506500E-02 2.046275600E-02
1.116672606E+01 1.513468600E-02 1.365534900E-02 1.223742100E-02 1.106259800E-02 1.021766000E-02 9.749812000E-03 9.702151000E-03 1.012154700E-02 1.099423100E-02 1.234617000E-02 1.413071900E-02
1.133324570E+01 1.176368900E-02 1.065113500E-02 9.536400000E-03 8.571035000E-03 7.824448000E-03 7.334214000E-03 7.137289000E-03 7.273326000E-03 7.731908000E-03 8.538087000E-03 9.660420000E-03
1.149996187E+01 9.050519000E-03 8.236051000E-03 7.382373000E-03 6.613787000E-03 5.984643000E-03 5.524196000E-03 5.264002000E-03 5.237313000E-03 5.436292000E-03 5.883964000E-03 6.558737000E-03
1.166670514E+01 6.931086000E-03 6.348830000E-03 5.708173000E-03 5.110048000E-03 4.596226000E-03 4.188946000E-03 3.915070000E-03 3.802425000E-03 3.845193000E-03 4.064280000E-03 4.444491000E-03
1.183333839E+01 5.306858000E-03 4.900134000E-03 4.427446000E-03 3.970324000E-03 3.560303000E-03 3.213785000E-03 2.953521000E-03 2.802793000E-03 2.757391000E-03 2.836215000E-03 3.028340000E-03
1.200000000E+01 4.073319000E-03 3.796201000E-03 3.452899000E-03 3.109122000E-03 2.788270000E-03 2.501919000E-03 2.269170000E-03 2.109464000E-03 2.019776000E-03 2.017270000E-03 2.093910000E-03
1.216672606E+01 3.137579000E-03 2.954179000E-03 2.708764000E-03 2.454247000E-03 2.207672000E-03 1.976729000E-03 1.777253000E-03 1.625346000E-03 1.518829000E-03 1.473269000E-03 1.482659000E-03
1.233324570E+01 2.425111000E-03 2.308133000E-03 2.135630000E-03 1.950170000E-03 1.763966000E-03 1.581679000E-03 1.416221000E-03 1.280779000E-03 1.173676000E-03 1.109016000E-03 1.082225000E-03
1.249996187E+01 1.879435000E-03 1.808629000E-03 1.689691000E-03 1.556815000E-03 1.418620000E-03 1.277527000E-03 1.143896000E-03 1.028358000E-03 9.294710000E-04 8.599270000E-04 8.161880000E-04
1.266670514E+01 1.458862000E-03 1.419529000E-03 1.339458000E-03 1.246047000E-03 1.145320000E-03 1.038116000E-03 9.326030000E-04 8.372360000E-04 7.506400000E-04 6.840970000E-04 6.347990000E-04
1.283333839E+01 1.132863000E-03 1.114511000E-03 1.062308000E-03 9.981400000E-04 9.261660000E-04 8.461850000E-04 7.645730000E-04 6.879140000E-04 6.148250000E-04 5.552040000E-04 5.067450000E-04
1.300000000E+01 8.790620000E-04 8.742960000E-04 8.418120000E-04 7.990210000E-04 7.487770000E-04 6.902480000E-04 6.283470000E-04 5.681290000E-04 5.081740000E-04 4.570270000E-04 4.127570000E-04
