N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.056616888E+00 1.054106198E+00 1.048547954E+00 1.040944442E+00
1.600000000E+01 1.255516366E+00 1.255083791E+00 1.254691126E+00 1.254808224E+00
1.700000000E+01 1.303864611E+00 1.304248750E+00 1.304271257E+00 1.304146421E+00
1.549996187E+01 1.223777576E+00 1.222177462E+00 1.220958082E+00 1.219476610E+00
1.649996187E+01 1.273693151E+00 1.273564385E+00 1.273289253E+00 1.273269782E+00
1.674996808E+01 1.285635093E+00 1.285709395E+00 1.285553503E+00 1.285277039E+00
1.624993176E+01 1.265465633E+00 1.265197577E+00 1.265001815E+00 1.264978187E+00
1.574996808E+01 1.241804190E+00 1.241080497E+00 1.240623938E+00 1.240290108E+00
1.524993176E+01 1.183331860E+00 1.180763679E+00 1.177314953E+00 1.173422521E+00
