fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0T01 11:45:46 295 39.3 1.000E+000 1.110E+000 4.106E-006 1.000E+020 2.915E+000 4.136E-009 1.486E-003 
0T02 11:48:18 294.9 39.32 1.000E+000 1.110E+000 4.014E-006 1.000E+020 2.919E+000 4.085E-009 1.603E-003 
0T03 11:51:26 295.1 39.29 1.000E+000 1.110E+000 4.068E-006 1.000E+020 2.917E+000 4.143E-009 1.572E-003 
0T04 11:55:18 295 39.3 1.000E+000 1.110E+000 4.128E-006 1.000E+020 2.915E+000 4.129E-009 1.542E-003 
0T05 12:00:50 295 39.3 1,000E+000 1,110E+000 4,131E-006 1,000E+020 2,914E+000 4,141E-009 1,521E-003 
0T06 12:05:40 295 39.3 1.000E+000 1.110E+000 4.101E-006 1.000E+020 2.917E+000 4.117E-009 1.603E-003 
0T07 12:09:28 295 39.3 1.000E+000 1.110E+000 4.095E-006 1.000E+020 2.917E+000 4.116E-009 1.565E-003 
0T08 12:13:36 295 39.3 1.000E+000 1.110E+000 4.200E-006 1.000E+020 2.915E+000 4.132E-009 1.558E-003 
0T09 12:17:06 295 39.3 1.000E+000 1.110E+000 4.097E-006 1.000E+020 2.917E+000 4.125E-009 1.547E-003 
0T10 12:21:08 295 39.3 1.000E+000 1.110E+000 4.143E-006 1.000E+020 2.915E+000 4.130E-009 1.549E-003 
0T11 12:24:48 295 39.3 1.000E+000 1.110E+000 4.199E-006 1.000E+020 2.914E+000 4.136E-009 1.527E-003 
0T12 12:28:20 295 39.3 1.000E+000 1.110E+000 4.141E-006 1.000E+020 2.915E+000 4.127E-009 1.565E-003 
0T13 12:32:40 295 39.3 1.000E+000 1.110E+000 4.138E-006 1.000E+020 2.917E+000 4.115E-009 1.610E-003 
