fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
0DT0 6:48 289.7 40.02 1.000E+000 2.722E+000 2.186E-011 2.536E+003 3.481E+000 1.660E-005 1.254E-003 
0DT1 6:51 289.7 40.02 1.000E+000 2.987E+000 2.149E-011 2.465E+003 3.450E+000 1.581E-005 1.336E-003 
0DT2 6:54 289.7 40.02 1.000E+000 2.911E+000 2.029E-011 2.386E+003 3.435E+000 1.561E-005 1.456E-003 
0DT3 6:57 289.7 40.02 1.000E+000 2.942E+000 2.098E-011 2.534E+003 3.482E+000 1.675E-005 1.255E-003 
0DT4 6:59 289.7 40.02 1.000E+000 2.986E+000 2.119E-011 2.496E+003 3.457E+000 1.623E-005 1.304E-003 
0DT5 7:6 289.8 40.01 1.000E+000 3.027E+000 2.244E-011 2.593E+003 3.510E+000 1.732E-005 1.215E-003 
0DT6 7:11 289.8 40.01 1.000E+000 3.048E+000 2.210E-011 2.389E+003 3.451E+000 1.602E-005 1.329E-003 
0DT7 7:17 289.8 40.01 1.000E+000 2.906E+000 2.085E-011 2.497E+003 3.462E+000 1.639E-005 1.242E-003 
0DT8 7:19 289.9 39.99 1.000E+000 2.943E+000 2.160E-011 2.484E+003 3.457E+000 1.630E-005 1.259E-003 
0DT9 7:22 289.9 39.99 1.000E+000 2.908E+000 2.072E-011 2.322E+003 3.411E+000 1.532E-005 1.426E-003 
