T nFsrh nFBsrh dnsrh nF nFB dn
290 1.180390008E+00 1.146648960E+00 3.374104800E-02 1.179655948E+00 1.146634851E+00 3.302109700E-02
295 1.178349154E+00 1.153535074E+00 2.481408000E-02 1.178328110E+00 1.153515204E+00 2.481290600E-02
300 1.185821047E+00 1.160066846E+00 2.575420100E-02 1.185793813E+00 1.160041015E+00 2.575279800E-02
305 1.191595773E+00 1.161350370E+00 3.024540300E-02 1.191131275E+00 1.161154958E+00 2.997631700E-02
310 1.190607765E+00 1.162827826E+00 2.777993900E-02 1.190565843E+00 1.162789226E+00 2.777661700E-02
315 1.195784784E+00 1.168786373E+00 2.699841100E-02 1.195559798E+00 1.168737410E+00 2.682238800E-02
320 1.198131006E+00 1.173807197E+00 2.432380900E-02 1.198069202E+00 1.173746082E+00 2.432312000E-02
325 1.199059970E+00 1.178906553E+00 2.015341700E-02 1.198987045E+00 1.178830585E+00 2.015646000E-02
330 1.202813005E+00 1.183332593E+00 1.948041200E-02 1.202725333E+00 1.183238588E+00 1.948674500E-02
335 1.199964288E+00 1.184782162E+00 1.518212600E-02 1.199816010E+00 1.184671048E+00 1.514496200E-02
340 1.182766450E+00 1.186383646E+00 -3.617196000E-03 1.182677683E+00 1.186289845E+00 -3.612162000E-03
