T nFsrh nFBsrh dnsrh nF nFB dn
290 1.169904631E+00 1.143249916E+00 2.665471500E-02 1.169834797E+00 1.143186285E+00 2.664851200E-02
295 1.177211910E+00 1.146944236E+00 3.026767400E-02 1.177114523E+00 1.146534038E+00 3.058048500E-02
300 1.179915622E+00 1.145742075E+00 3.417354700E-02 1.178523769E+00 1.145637861E+00 3.288590800E-02
305 1.181557053E+00 1.151659797E+00 2.989725600E-02 1.181410204E+00 1.151526452E+00 2.988375200E-02
310 1.186479222E+00 1.157078630E+00 2.940059200E-02 1.185843985E+00 1.156910024E+00 2.893396100E-02
315 1.188172210E+00 1.162004296E+00 2.616791400E-02 1.187718107E+00 1.161793520E+00 2.592458700E-02
320 1.189254380E+00 1.166496957E+00 2.275742300E-02 1.188988753E+00 1.166236219E+00 2.275253400E-02
325 1.192674356E+00 1.170568682E+00 2.210567400E-02 1.192354631E+00 1.170249528E+00 2.210510300E-02
330 1.191253147E+00 1.174104713E+00 1.714843400E-02 1.190648549E+00 1.173718162E+00 1.693038700E-02
335 1.176834268E+00 1.176664463E+00 1.698050000E-04 1.176269877E+00 1.176202201E+00 6.767600000E-05
340 1.163854452E+00 1.178074719E+00 -1.422026700E-02 1.163579751E+00 1.177562976E+00 -1.398322500E-02
