T Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.500000000E+01 1.220699056E+00 1.210433663E+00 1.026539300E-02 1.220693049E+00 1.210421913E+00 1.027113600E-02 6.007000000E-06 1.175000000E-05
290 1.524993176E+01 1.234712467E+00 1.217612660E+00 1.709980700E-02 1.234700295E+00 1.217593670E+00 1.710662500E-02 1.217200000E-05 1.899000000E-05
290 1.549996187E+01 1.247692844E+00 1.225252387E+00 2.244045700E-02 1.247668659E+00 1.225222165E+00 2.244649400E-02 2.418500000E-05 3.022200000E-05
290 1.574996808E+01 1.263197888E+00 1.236984739E+00 2.621314900E-02 1.263150447E+00 1.236937964E+00 2.621248300E-02 4.744100000E-05 4.677500000E-05
290 1.600000000E+01 1.278974751E+00 1.247061845E+00 3.191290600E-02 1.278882572E+00 1.246993052E+00 3.188952000E-02 9.217900000E-05 6.879300000E-05
290 1.624993176E+01 1.296653499E+00 1.253334879E+00 4.331862000E-02 1.296476314E+00 1.253234978E+00 4.324133600E-02 1.771850000E-04 9.990100000E-05
290 1.649996187E+01 1.316294287E+00 1.260204126E+00 5.609016100E-02 1.315958168E+00 1.260058416E+00 5.589975200E-02 3.361190000E-04 1.457100000E-04
290 1.674996808E+01 1.337914728E+00 1.273497704E+00 6.441702400E-02 1.337288165E+00 1.273289736E+00 6.399842900E-02 6.265630000E-04 2.079680000E-04
290 1.700000000E+01 1.363328721E+00 1.293083878E+00 7.024484300E-02 1.362191837E+00 1.292794677E+00 6.939716000E-02 1.136884000E-03 2.892010000E-04
295 1.500000000E+01 1.217312697E+00 1.208822104E+00 8.490593000E-03 1.217307590E+00 1.208811650E+00 8.495940000E-03 5.107000000E-06 1.045400000E-05
295 1.524993176E+01 1.233246541E+00 1.216372235E+00 1.687430600E-02 1.233236037E+00 1.216355358E+00 1.688067900E-02 1.050400000E-05 1.687700000E-05
295 1.549996187E+01 1.246649833E+00 1.224249139E+00 2.240069400E-02 1.246628721E+00 1.224221691E+00 2.240703000E-02 2.111200000E-05 2.744800000E-05
295 1.574996808E+01 1.261903561E+00 1.235367422E+00 2.653613900E-02 1.261861618E+00 1.235325249E+00 2.653636900E-02 4.194300000E-05 4.217300000E-05
295 1.600000000E+01 1.277331497E+00 1.245954882E+00 3.137661500E-02 1.277248742E+00 1.245891294E+00 3.135744800E-02 8.275500000E-05 6.358800000E-05
295 1.624993176E+01 1.294687387E+00 1.252560091E+00 4.212729600E-02 1.294525477E+00 1.252467400E+00 4.205807700E-02 1.619100000E-04 9.269100000E-05
295 1.649996187E+01 1.313924765E+00 1.259277950E+00 5.464681500E-02 1.313611582E+00 1.259142207E+00 5.446937500E-02 3.131830000E-04 1.357430000E-04
295 1.674996808E+01 1.335307925E+00 1.272092403E+00 6.321552200E-02 1.334711785E+00 1.271897812E+00 6.281397300E-02 5.961400000E-04 1.945910000E-04
295 1.700000000E+01 1.360814255E+00 1.291433087E+00 6.938116800E-02 1.359710406E+00 1.291161986E+00 6.854842000E-02 1.103849000E-03 2.711010000E-04
300 1.500000000E+01 1.211312193E+00 1.207493916E+00 3.818277000E-03 1.211307868E+00 1.207484614E+00 3.823254000E-03 4.325000000E-06 9.302000000E-06
300 1.524993176E+01 1.231595310E+00 1.215993345E+00 1.560196500E-02 1.231586213E+00 1.215978247E+00 1.560796600E-02 9.097000000E-06 1.509800000E-05
300 1.549996187E+01 1.246145444E+00 1.223805579E+00 2.233986500E-02 1.246127060E+00 1.223781170E+00 2.234589000E-02 1.838400000E-05 2.440900000E-05
300 1.574996808E+01 1.261471061E+00 1.235005321E+00 2.646574000E-02 1.261434296E+00 1.234966934E+00 2.646736200E-02 3.676500000E-05 3.838700000E-05
300 1.600000000E+01 1.276702889E+00 1.245753330E+00 3.094955900E-02 1.276629465E+00 1.245695067E+00 3.093439800E-02 7.342400000E-05 5.826300000E-05
300 1.624993176E+01 1.293489309E+00 1.252583275E+00 4.090603400E-02 1.293343507E+00 1.252497906E+00 4.084560100E-02 1.458020000E-04 8.536900000E-05
300 1.649996187E+01 1.312422502E+00 1.258875513E+00 5.354698900E-02 1.312135152E+00 1.258752971E+00 5.338218100E-02 2.873500000E-04 1.225420000E-04
300 1.674996808E+01 1.333479547E+00 1.271309511E+00 6.217003600E-02 1.332921867E+00 1.271133628E+00 6.178823900E-02 5.576800000E-04 1.758830000E-04
300 1.700000000E+01 1.358978028E+00 1.290894173E+00 6.808385500E-02 1.357919350E+00 1.290644658E+00 6.727469200E-02 1.058678000E-03 2.495150000E-04
305 1.500000000E+01 1.199359316E+00 1.205675592E+00 -6.316276000E-03 1.199355700E+00 1.205667217E+00 -6.311517000E-03 3.616000000E-06 8.375000000E-06
305 1.524993176E+01 1.228637499E+00 1.215987821E+00 1.264967800E-02 1.228629544E+00 1.215974189E+00 1.265535500E-02 7.955000000E-06 1.363200000E-05
305 1.549996187E+01 1.245677115E+00 1.224189129E+00 2.148798600E-02 1.245661011E+00 1.224167063E+00 2.149394800E-02 1.610400000E-05 2.206600000E-05
305 1.574996808E+01 1.261706232E+00 1.235399200E+00 2.630703200E-02 1.261673981E+00 1.235364282E+00 2.630969900E-02 3.225100000E-05 3.491800000E-05
305 1.600000000E+01 1.276698520E+00 1.245889491E+00 3.080902900E-02 1.276633782E+00 1.245837143E+00 3.079663900E-02 6.473800000E-05 5.234800000E-05
305 1.624993176E+01 1.293225976E+00 1.253116328E+00 4.010964800E-02 1.293096039E+00 1.253039628E+00 4.005641100E-02 1.299370000E-04 7.670000000E-05
305 1.649996187E+01 1.311777671E+00 1.259776996E+00 5.200067500E-02 1.311517764E+00 1.259664475E+00 5.185328900E-02 2.599070000E-04 1.125210000E-04
305 1.674996808E+01 1.332511003E+00 1.272007263E+00 6.050374000E-02 1.331997663E+00 1.271846029E+00 6.015163400E-02 5.133400000E-04 1.612340000E-04
