T nFsrh nFBsrh dnsrh nF nFB dn
290 1.196706535E+00 1.265701188E+0 -6.899465300E-02 1.196706535E+00 1.265701188E+0 -6.899465300E-02
295 1.194394527E+00 1.220212234E+0 -2.581770700E-02 1.194394527E+00 1.220212234E+0 -2.581770700E-02
300 1.202638747E+00 1.183355413E+0 1.928333400E-02 1.202638747E+00 1.183355413E+0 1.928333400E-02
305 1.200622376E+00 1.153387417E+0 4.723495900E-02 1.200622376E+00 1.153387417E+0 4.723495900E-02
310 1.208671097E+00 1.128924597E+0 7.974650000E-02 1.208671097E+00 1.128924597E+0 7.974650000E-02
315 1.216522996E+00 1.108871654E+0 1.076513420E-01 1.216522996E+00 1.108871654E+0 1.076513420E-01
320 1.214421416E+00 1.092362036E+0 1.220593800E-01 1.214421416E+00 1.092362036E+0 1.220593800E-01
325 1.216791952E+00 1.078709544E+0 1.380824080E-01 1.216791952E+00 1.078709544E+0 1.380824080E-01
330 1.223843737E+00 1.067369733E+0 1.564740040E-01 1.223843737E+00 1.067369733E+0 1.564740040E-01
335 1.225992530E+00 1.057909473E+0 1.680830570E-01 1.225992530E+00 1.057909473E+0 1.680830570E-01
340 1.230835344E+00 1.049983087E+0 1.808522570E-01 1.230835344E+00 1.049983087E+0 1.808522570E-01
