T nFsrh nFBsrh dnsrh nF nFB dn
290 1.185116623E+00 1.000052580E+0 1.850640430E-01 1.185116623E+00 1.000052580E+0 1.850640430E-01
295 1.183058494E+00 1.000050898E+0 1.830075960E-01 1.183058494E+00 1.000050898E+0 1.830075960E-01
300 1.191053636E+00 1.000049337E+0 1.910042990E-01 1.191053636E+00 1.000049337E+0 1.910042990E-01
305 1.198940871E+00 1.000047885E+0 1.988929860E-01 1.198940871E+00 1.000047885E+0 1.988929860E-01
310 1.196913265E+00 1.000046534E+0 1.968667310E-01 1.196913265E+00 1.000046534E+0 1.968667310E-01
315 1.204318521E+00 1.000045273E+0 2.042732480E-01 1.204318521E+00 1.000045273E+0 2.042732480E-01
320 1.206206149E+00 1.000044096E+0 2.061620530E-01 1.206206149E+00 1.000044096E+0 2.061620530E-01
325 1.208664426E+00 1.000042994E+0 2.086214320E-01 1.208664426E+00 1.000042994E+0 2.086214320E-01
330 1.214109956E+00 1.000041961E+0 2.140679950E-01 1.214109956E+00 1.000041961E+0 2.140679950E-01
335 1.218851855E+00 1.000040993E+0 2.188108620E-01 1.218851855E+00 1.000040993E+0 2.188108620E-01
340 1.221993695E+00 1.000040083E+0 2.219536120E-01 1.221993695E+00 1.000040083E+0 2.219536120E-01
