N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.233687450E+00 1.230793045E+00 1.229170802E+00 1.227578424E+00
1.016672606E+01 1.234210781E+00 1.231493082E+00 1.230056924E+00 1.228658162E+00
1.033324570E+01 1.234941983E+00 1.232452259E+00 1.231280393E+00 1.230081930E+00
1.049996187E+01 1.235945154E+00 1.233735487E+00 1.232859114E+00 1.231890274E+00
1.066670514E+01 1.237289783E+00 1.235403319E+00 1.234836916E+00 1.234106103E+00
1.083333839E+01 1.239042249E+00 1.237501354E+00 1.237223520E+00 1.236725223E+00
1.100000000E+01 1.241254966E+00 1.240051642E+00 1.240029851E+00 1.239716876E+00
1.116672606E+01 1.243956808E+00 1.243050725E+00 1.243236535E+00 1.243045428E+00
1.133324570E+01 1.247149034E+00 1.246475475E+00 1.246798247E+00 1.246678630E+00
1.149996187E+01 1.250808896E+00 1.250294305E+00 1.250689618E+00 1.250608364E+00
1.166670514E+01 1.254900115E+00 1.254479095E+00 1.254903300E+00 1.254827474E+00
1.183333839E+01 1.259386143E+00 1.259021947E+00 1.259432964E+00 1.259364487E+00
1.200000000E+01 1.264239540E+00 1.263894293E+00 1.264299343E+00 1.264216327E+00
1.216672606E+01 1.269442594E+00 1.269101945E+00 1.269490117E+00 1.269410062E+00
1.233324570E+01 1.274981171E+00 1.274640372E+00 1.275013531E+00 1.274945380E+00
1.249996187E+01 1.280835548E+00 1.280491923E+00 1.280867826E+00 1.280797162E+00
1.266670514E+01 1.286984990E+00 1.286656277E+00 1.287026413E+00 1.286968241E+00
1.283333839E+01 1.293406342E+00 1.293083878E+00 1.293437931E+00 1.293388016E+00
1.300000000E+01 1.300035988E+00 1.299722873E+00 1.300066664E+00 1.300011990E+00
