N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.242775909E+00 1.238547499E+00 1.234763162E+00 1.231839106E+00
1.016672606E+01 1.243397653E+00 1.239416024E+00 1.235931509E+00 1.233322455E+00
1.033324570E+01 1.244236988E+00 1.240605321E+00 1.237501046E+00 1.235277477E+00
1.049996187E+01 1.245394522E+00 1.242190628E+00 1.239541480E+00 1.237758324E+00
1.066670514E+01 1.246911733E+00 1.244232139E+00 1.242088411E+00 1.240765988E+00
1.083333839E+01 1.248849661E+00 1.246752973E+00 1.245120116E+00 1.244247985E+00
1.100000000E+01 1.251248329E+00 1.249720940E+00 1.248549147E+00 1.248033207E+00
1.116672606E+01 1.254050481E+00 1.253046919E+00 1.252240479E+00 1.251979338E+00
1.133324570E+01 1.257190226E+00 1.256624749E+00 1.256052318E+00 1.255933329E+00
1.149996187E+01 1.260588637E+00 1.260297729E+00 1.259878458E+00 1.259836435E+00
1.166670514E+01 1.264131671E+00 1.264006581E+00 1.263670090E+00 1.263646526E+00
1.183333839E+01 1.267753450E+00 1.267739734E+00 1.267432425E+00 1.267427104E+00
1.200000000E+01 1.271486248E+00 1.271490061E+00 1.271206374E+00 1.271203152E+00
1.216672606E+01 1.275283599E+00 1.275332523E+00 1.275040826E+00 1.275052866E+00
1.233324570E+01 1.279253515E+00 1.279285507E+00 1.279011259E+00 1.279029139E+00
1.249996187E+01 1.283408931E+00 1.283432037E+00 1.283176618E+00 1.283218607E+00
1.266670514E+01 1.287784802E+00 1.287835844E+00 1.287605454E+00 1.287686938E+00
1.283333839E+01 1.292448660E+00 1.292519185E+00 1.292258124E+00 1.292351149E+00
1.300000000E+01 1.297402606E+00 1.297450846E+00 1.297189090E+00 1.297298498E+00
