N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.239381314E+00 1.235986261E+00 1.233581040E+00 1.231623913E+00
1.016672606E+01 1.239895328E+00 1.236709308E+00 1.234532908E+00 1.232822237E+00
1.033324570E+01 1.240612055E+00 1.237697560E+00 1.235807259E+00 1.234410304E+00
1.049996187E+01 1.241591641E+00 1.239013218E+00 1.237459527E+00 1.236386393E+00
1.066670514E+01 1.242896314E+00 1.240708469E+00 1.239521341E+00 1.238792283E+00
1.083333839E+01 1.244579639E+00 1.242811202E+00 1.241987462E+00 1.241556594E+00
1.100000000E+01 1.246673699E+00 1.245314834E+00 1.244814036E+00 1.244632642E+00
1.116672606E+01 1.249189185E+00 1.248179842E+00 1.247933175E+00 1.247914121E+00
1.133324570E+01 1.252080979E+00 1.251348929E+00 1.251277577E+00 1.251354538E+00
1.149996187E+01 1.255312219E+00 1.254768551E+00 1.254814766E+00 1.254920937E+00
1.166670514E+01 1.258837829E+00 1.258405898E+00 1.258501958E+00 1.258606005E+00
1.183333839E+01 1.262629216E+00 1.262254590E+00 1.262370684E+00 1.262487063E+00
1.200000000E+01 1.266677934E+00 1.266328850E+00 1.266444675E+00 1.266551924E+00
1.216672606E+01 1.270993079E+00 1.270657908E+00 1.270756878E+00 1.270877502E+00
1.233324570E+01 1.275592154E+00 1.275261159E+00 1.275360000E+00 1.275488288E+00
1.249996187E+01 1.280500931E+00 1.280165075E+00 1.280246073E+00 1.280420180E+00
1.266670514E+01 1.285689288E+00 1.285393468E+00 1.285522736E+00 1.285667441E+00
1.283333839E+01 1.291229887E+00 1.290894173E+00 1.291095816E+00 1.291186399E+00
1.300000000E+01 1.297080169E+00 1.296786951E+00 1.296930784E+00 1.297088584E+00
