N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.190515857E+00 1.190492358E+00 1.189894155E+00 1.186234911E+00 1.174825069E+00 1.144718840E+00 1.077320812E+00 1.011805290E+00 1.013122933E+00 1.016499568E+00 1.022660112E+00
1.600000000E+01 1.211136990E+00 1.213521971E+00 1.216049618E+00 1.218273511E+00 1.220565045E+00 1.222384756E+00 1.223253216E+00 1.223753510E+00 1.223346603E+00 1.220836298E+00 1.216765994E+00
1.700000000E+01 1.243045428E+00 1.245873983E+00 1.247914121E+00 1.250015204E+00 1.251979338E+00 1.253530458E+00 1.253724045E+00 1.253386190E+00 1.252093274E+00 1.248380778E+00 1.244149739E+00
1.549996187E+01 1.197915074E+00 1.199853625E+00 1.201458131E+00 1.203700580E+00 1.205281262E+00 1.205777847E+00 1.204581661E+00 1.199055436E+00 1.184024306E+00 1.150262434E+00 1.082713015E+00
1.649996187E+01 1.216459804E+00 1.219258527E+00 1.221781376E+00 1.224639108E+00 1.227192392E+00 1.228743328E+00 1.230187944E+00 1.230702455E+00 1.229527638E+00 1.228129717E+00 1.225710252E+00
1.674996808E+01 1.225810850E+00 1.228394064E+00 1.230896039E+00 1.233571800E+00 1.235914677E+00 1.237173313E+00 1.238235308E+00 1.238307338E+00 1.236607470E+00 1.234671727E+00 1.231505552E+00
1.624993176E+01 1.213602997E+00 1.216449136E+00 1.219332524E+00 1.221669594E+00 1.224092380E+00 1.226147277E+00 1.227037911E+00 1.227736356E+00 1.227489449E+00 1.225508165E+00 1.222891658E+00
1.574996808E+01 1.205215843E+00 1.206787177E+00 1.208974304E+00 1.211272002E+00 1.213509357E+00 1.214796304E+00 1.215789814E+00 1.215511503E+00 1.212620007E+00 1.205925227E+00 1.190256775E+00
1.524993176E+01 1.194317599E+00 1.195490376E+00 1.196877400E+00 1.197828942E+00 1.197255341E+00 1.192636663E+00 1.179014685E+00 1.145460775E+00 1.075009796E+00 1.008969658E+00 1.009986514E+00
